CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	 2005
Tài sản ngắn hạn###Current Assets	2301034	2352375	2469819	3076185	2751174	2784816	2333441	2114338	2203116	1823093	1910279	1592673	1565798	1564864	1501389	1492773	1325376	1185061	1384295	1648261	1575883	1672833	1390624	1382574	882982	927394	1099387	1188570	1139624	936168	981117	976897	993984	993984	936227	910693	931204	952337	958781	875187	914928	688461	933322	936788	946078	938697	1102516	1130381	949523	942615	908382	854835	890439	892120	821044	859448	735445	703520	694834	811422	802217	927453	605984	577789	639637	734867	606764	631389	631389	575331	464873
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	68121	52987	90861	90861	22541	247364	145502	185078	185078	100514	100512	99497	95961	96378	96561	133916	178491	172087	172087	88301	194281	255402	305134	303134	63707	55339	30406	94409	94679	49725	55350	57345	46057	46057	45986	9516	28897	38064	39564	18028	48542	28204	48787	40052	45254	48352	43857	103587	78803	42067	45160	84561	97931	97921	105984	112746	135874	103749	82759	35091	41993	54582	13994	9062	64444	204930	40117	59078	59078	42193	21009
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	18940	191772	152714	157214	175325	88421	60782	28247	28247	31407	28051	28976	29819	29819	30266	64654	61792	59967	59967	58112	59875	240097	62921	64921	67377	66639	111692	22159	21859	11909	11909	23409	31409	31409	31209	31209	11809	2609	1109	4109	3079	2129	4243	12993	15672	4622	14822	22089	54558	989	2464	2521	5626	5626	36328	88446	84132	80808	101340	190127	144777	240205	14464	43764	50630	41129	90730	75398	75398	100000	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	971568	961507	1014309	1608213	1146540	1347362	1176545	1058834	1136054	941126	1155637	792104	972607	972194	882724	764165	806385	690574	688994	1023342	965236	758201	618442	601302	378006	412868	448065	387683	388334	446999	487868	450682	457407	457407	406645	403705	409347	421621	429988	406310	427942	238698	470321	470799	460482	468737	569752	575367	401985	431931	375570	270598	309236	311482	249882	238902	125429	123011	120985	153768	159152	171061	127468	114423	130695	136641	119999	90399	90399	130664	133799
Hàng tồn kho###Inventory	1077473	976329	1037287	1035190	1167878	862369	768623	695835	741504	643105	522920	551245	401837	401837	443232	518444	268533	260849	461365	476251	354374	415148	401589	410680	367154	385546	501506	674551	627985	418167	415359	435031	448443	448443	445413	459348	471547	479074	481561	435799	426875	405882	398728	401753	410786	404485	450153	419231	411594	454840	472991	489816	470130	469476	425784	416608	388102	395311	389264	429319	453450	458010	447430	410330	393161	349740	353929	398648	398648	298909	309992
Tài sản ngắn hạn khác###Other Current Assets	164932	169780	174648	184708	238889	239300	181989	146344	112233	106941	103159	120852	65573	64636	48606	11593	10174	1584	1882	2254	2117	3984	2537	2537	6737	7002	7718	9768	6767	9368	10632	10430	10668	10668	6974	6915	9604	10969	6560	10942	8489	13547	11242	11191	13884	12499	23932	10107	2582	12789	12197	7339	7517	7616	3066	2746	1907	641	486	3118	2846	3595	2628	210	707	2427	1988	7865	7865	3563	74
Tài sản dài hạn###Non-current Assets	2885690	2840801	2857565	2269266	2267957	2242755	2358587	2447203	2428035	2440392	2131496	1256321	1307518	1397039	1393811	1265489	1586921	1615564	1406380	1207036	1263767	1107229	1138704	1151914	1251214	1246995	1165630	1250642	1273532	1262576	1245118	1273686	1265713	1273300	1266174	1269748	1277228	1264076	1276274	1303818	1293407	1478962	1332338	1352690	1395456	1339310	1207493	1207511	1186571	1120373	937219	953549	943005	927584	932675	783043	748863	729461	749732	641066	623334	509819	503899	488717	336733	251519	230499	228314	228314	230677	152777
Các khoản phải thu dài hạn###Long term Account Receivable	842157	682007	683221	316220	320929	315403	280279	362183	361339	369925	297060	315156	324212	427907	422273	317934	403889	482200	482200	515452	464076	532928	509080	32870	26856	28295	34793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	462234	469500	476277	476277	483440	490561	498709	505334	505658	512413	275989	82487	94115	93066	92305	90860	82089	83503	83766	82892	84463	85609	85310	85654	215088	211805	275305	278151	272874	154268	157379	160639	180558	180558	182123	183692	187043	165908	190305	214469	218549	221515	201634	223234	245984	249240	245596	231981	9993	251259	221246	190792	200600	207305	69164	70547	69698	76629	82089	56136	56110	57511	48349	8998	16128	8970	9221	30361	30361	9803	12895
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-189281	-184117	-178334	-178334	-172552	-166772	-161906	-156306	-156216	-156378	-95501	-23464	-30191	-30008	-28556	-29328	-28496	-27355	-27124	-26085	-26412	-25541	-24933	-24620	-65598	-63727	-89964	-87401	-86965	-60034	-57979	-55457	-53453	-53453	-50893	-48254	-46743	-44621	-44621	-42866	-40316	-38515	-35972	-36232	-31536	-33920	-29217	-28010	-7230	-25186	-29157	-27791	-26370	-26371	-24627	-23239	-21837	-20642	-20845	-18594	-17469	-16356	-15473	-9917	-9521	-9209	-8899	-11576	-11576	0	0
