CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	187145	248089	284207	284207	313961	296222	219869	268283	293433	465743	404682	362889	374256	360477	220315	81131	74993	51111	57508	67280	58782	55520	71506	69194	68368	70243	66258	490905	491581	478799	471912	461704	457909	456459	451499	456160	446019	433904	433905	424351	423252	413373	399671	316842	349673	349644	337630	323076	356709	314628	298345	208388	231236	231236	89384	105782	98503	106096	106096	115688	108916	105500	115242	138757	93770	63794	81596	85912	85912	90508
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	65	1072	10081	10081	23745	534	10255	79	79	853	1060	1296	14032	14032	1360	9968	4231	2103	2103	302	451	2759	3854	3854	1850	1592	2743	9486	9486	1351	4870	1309	1447	1447	799	7008	10339	9241	9241	10136	13926	15329	9881	9881	14717	42982	40386	43332	43332	62269	64458	76493	103798	103798	12181	16013	1603	6854	6854	6699	1513	770	26144	26144	1135	4428	5152	4535	4535	2054
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	137810	185360	215360	215360	215360	215000	140000	130000	130000	304000	304000	314000	274000	274000	152820	20020	20000	0	0	1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	48870	60174	57614	57614	74345	80660	65025	138175	163325	160851	99605	37851	79805	63660	61458	49943	50484	48943	55340	49306	52786	50318	63016	56617	57359	59066	39387	41398	36854	30931	37908	36910	39659	39659	41938	46842	40985	43494	43494	44336	48822	49444	54589	132362	92299	103868	95716	131535	131535	82376	76700	70296	66086	66086	58343	69641	75989	80567	80567	90460	84146	83367	72838	96353	72383	37363	45841	48874	48874	64930
Hàng tồn kho###Inventory	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	1518	1719	1719	1703	8101	8101	8085	8156	423601	424787	420515	413006	406360	399572	400342	393036	385157	374018	360902	360902	347506	338134	327086	313835	153233	215067	178893	178791	135616	169246	158093	144802	52114	52286	52286	10975	13963	13788	13183	13183	13158	12018	11977	11026	11026	16317	17494	19709	23761	23761	19206
Tài sản ngắn hạn khác###Other Current Assets	24	1483	1152	1152	510	28	4589	29	29	39	17	9741	6420	8785	4678	1199	124	65	65	14243	3826	725	2933	623	1058	1500	15972	16420	20454	26002	16129	17124	17231	15011	15725	17153	20678	20266	20267	22372	22370	21514	21366	21366	27590	23901	22736	12593	12597	11889	12385	9485	9066	9066	7885	6165	7123	5491	5491	5371	11238	9386	5233	5233	3935	4509	10895	8741	8741	4318
Tài sản dài hạn###Non-current Assets	254812	282430	278632	278632	278492	276209	623352	523952	487429	498715	415991	648020	608765	633538	513293	399990	387572	386738	380340	547960	647018	622450	625812	625740	609089	607497	605300	186941	187796	224170	229622	235507	240061	240061	249975	254106	259798	264403	264403	262353	262506	269206	274830	274830	277319	280755	283851	287385	287585	279876	272555	267359	248608	248608	323250	277235	264004	254008	254008	241156	237266	212475	194243	195243	171487	143840	107674	94396	94396	36487
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	57	57	-6340	-6340	57	191	57	59	3	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	3153	3550	5098	5098	5206	5187	5292	5397	5397	5502	5607	4963	5036	5036	5110	5184	848	862	862	126705	135247	132981	137854	138004	150686	155600	161545	175048	166215	181398	186474	200459	204337	204346	214818	217736	222501	219024	225865	230155	229756	235688	237382	240583	244280	246995	249434	249717	252558	259879	251489	260639	243080	243080	317169	271101	257684	247733	248033	235143	228254	202171	186918	186918	169189	143532	107366	94075	94075	36462
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-3034	-2637	-2723	-2723	-2615	-2507	-2402	-3334	-3334	-3229	-3124	-3019	-2945	-2945	-2871	-2797	-2784	-2770	-2770	-77875	-116180	-118449	-115492	-114751	-110925	-106040	-100159	-95618	-95519	-91140	-86095	-80496	-76449	-76440	-69525	-65921	-60853	-57181	-57194	-53196	-50797	-44465	-38907	-38907	-34618	-30923	-26548	-22737	-22737	-17848	-13593	-11905	-10198	-10198	-9102	-6411	-4608	-3298	-3298	-1848	-1788	-1722	-1668	-1668	-1628	-1587	-1547	-1508	0	0
