CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	 2005
Tài sản ngắn hạn###Current Assets	183631	191322	206886	206886	198577	189032	191051	192566	193628	181365	174343	175590	192288	192758	192526	199198	212253	242516	244294	203101	212358	210017	225311	225311	184676	175250	201009	230373	231656	216546	213308	218225	260051	256993	200966	190814	177534	188626	188332	172508	145829	157969	179268	179934	148094	147629	138225	148629	147688	121964	114123	114554	134423	133472	108704	105631	104467	115197	115396	101070	98855	100809	106663	105561	109918	97555	97876	107341	107328	89694	86258	96022
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	40395	46903	72521	72521	88878	75041	78624	64976	64976	96383	96678	91058	62944	62944	31558	10095	59716	58778	58778	16636	7369	17870	20744	20744	17052	12565	7885	12222	12222	32663	33526	6581	57397	57397	55922	62822	49250	48194	127194	109683	81396	103047	121053	121053	85936	86328	81872	86142	86142	79855	67476	70657	80885	80885	34912	34470	47660	35307	15143	18724	9773	16043	24783	24783	20237	20261	20620	23090	23090	17028	23882	28891
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	100000	100000	100000	100000	90000	90000	90000	90000	90000	60000	50000	50000	45000	45000	62000	102000	82000	92000	92000	100000	120000	134900	130000	130000	85000	80000	105000	105000	105000	105000	115000	151000	151000	151000	90000	79000	79000	79000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13000	13000	24361	24361	10867	26367	46433	45445	44830	48376	47296	47296	45793	44970	42533	41713	41713	40902	30299	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	26735	21848	17102	17102	5468	5764	4682	16585	17647	4452	5065	7681	58893	58893	71473	41146	53231	76643	77643	51828	59873	32733	59736	59736	29789	23070	63634	85019	86319	30972	27289	12064	10299	10299	18187	20320	18370	20734	20579	16679	17633	17474	20082	20756	19519	23656	26123	35879	34944	17054	23406	15728	18382	17469	24736	21207	19900	24516	24883	15723	27729	17532	16334	16304	19044	18080	17476	22676	23053	12529	5747	29534
Hàng tồn kho###Inventory	15732	21469	16363	16363	13762	18105	17302	19207	19207	17800	19833	23580	24290	23928	25900	42855	16352	14749	15527	34287	25055	24258	13894	13894	50668	52978	21033	23386	23386	46849	36416	47236	40501	37444	36043	26928	29821	39695	39461	45161	45319	36047	36250	36337	41765	36929	29689	26097	26091	24551	22212	26443	21489	21444	23874	25075	25369	28183	28270	19793	15791	18178	17308	16299	23694	13279	16262	19226	18886	18608	25412	35991
Tài sản ngắn hạn khác###Other Current Assets	769	1103	899	899	469	122	443	1799	1799	2730	2766	3270	1160	1993	1596	3101	954	346	346	351	62	256	938	938	2166	6636	3456	4746	4729	1061	1078	1344	853	853	814	1743	1093	1003	1098	984	1481	1401	1882	1787	874	717	542	510	510	504	1029	1726	667	674	820	518	671	823	666	1385	733	680	942	879	1151	964	985	636	587	625	918	1607
Tài sản dài hạn###Non-current Assets	39403	39944	40516	40516	41298	42433	42576	43069	43069	44532	45393	46524	47734	47206	48071	50141	50885	52099	52099	55464	58587	60039	60770	60770	62682	64720	69126	63353	63353	47585	45444	45635	46269	46269	46296	43668	44492	44020	44020	45889	52482	52962	52576	52373	53292	53292	53418	54754	54460	61361	62760	61476	61228	55348	61050	62253	56197	55800	51788	53146	50949	54293	49188	48715	34507	39523	43650	44330	44497	40177	41693	34471
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	34	34	34	34	34	34	34	34	34	34	34	34	34	39	39	39	38	39	39	39	64	66	66	134	147	147	146	146	146	154	181	187	187	217	465	814	1129	1129	1195	1200	1200
Tài sản cố định ###Fixed assets	3689	4287	4896	4896	5405	6214	7031	7858	7858	8706	9427	10287	11169	11169	11693	12577	13480	14414	14414	15164	16096	37783	38668	38668	39083	39644	37354	43714	37833	32520	30302	36567	37188	37188	37203	34561	35372	6498	34995	35048	34009	33913	5626	32933	33087	32653	31864	7147	32294	32106	32217	32622	33050	33050	36743	36930	32416	32892	28547	26982	24277	26004	27093	27093	13743	14555	15855	17239	17376	18524	20335	23866
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-53488	-52892	-52287	-52287	-53418	-52612	-51798	-50974	-50974	-50130	-49282	-48425	-47546	-47546	-46673	-45791	-44908	-44025	-44025	-51657	-50736	-49824	-48921	-48921	-47993	-47066	-46218	-45384	-45384	-44728	-44158	-43639	-43180	-43180	-43026	-42527	-43701	-43262	-43262	-42744	-42282	-41778	-41295	-41295	-40857	-40799	-40313	-39827	-39827	-39342	-38850	-38357	-37860	-37860	-37382	-36915	-36455	-35986	-35991	-34367	-32644	-30920	-29201	-29201	-27390	-25589	-23842	-22102	-22102	0	-18421	0
