CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	325945	329061	329282	328600	318388	315051	99409	122422	193434	154502	401862	378820	379555	584959	564024	367415	515303	517005	519117	434738	239547	237789	586562	449688	356742	465654	602642	633892	623167	652946	661608	722431	899186	896110	509585	361952	337621	316087	234210	231218	267590	347373	324317	324317	421883	483580	434418	366560	367884	370108	382045	417847	381569	381569	461652	442872	458553	254955
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	10403	10349	7013	7013	7079	12182	9561	30225	30225	10678	9643	19415	10442	10442	12470	11715	7754	9051	8945	4512	4744	20925	14333	8799	99008	147677	13789	37054	37054	64654	60552	80990	497384	548077	145549	2046	7359	5564	1564	2572	2861	9625	9441	9441	16927	41792	13230	29579	29579	6869	13091	7806	12676	12676	43128	7246	36447	10014
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	2502	2	2	2	2	212302	212302	212302	223955	210185	210451	214130	0	2	325735	438	45701	414877	414705	405480	405580	418703	453026	94001	44001	178247	173194	82648	125156	47728	43668	43668	86407	56825	56825	28738	12158	11488	3701	5533	5351	5806	6190	9728	9728	10268	5742	4970	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	266694	268852	275522	274892	265030	275866	62879	65960	136336	82332	327752	319710	318944	508398	278059	91629	245446	243293	261199	214592	15647	211434	531699	110066	250513	266343	18358	26305	24805	26537	26345	32713	150273	146540	28467	29227	93348	32931	34561	36456	74301	50078	59383	59383	128130	113079	171368	90416	89919	139559	129099	164246	116677	116677	146107	108132	61718	71221
Hàng tồn kho###Inventory	21906	21557	17934	17934	15423	16202	15797	20002	20606	51030	57171	33337	42366	58315	54151	45497	41762	32821	30929	0	0	0	35015	0	0	0	150455	150455	150455	150444	150444	150415	150415	150415	150367	149887	146174	145441	145441	144519	143763	198220	195333	195333	243231	311734	231994	236216	236216	210022	228320	234814	236977	236977	255814	319924	344405	166778
Tài sản ngắn hạn khác###Other Current Assets	26942	28303	28813	28761	30856	10801	11172	6236	6266	7960	7295	6357	7802	7802	7043	6273	8040	7885	7859	5183	5025	5430	5514	5088	6783	5933	5162	5373	5373	5731	5564	5286	7112	7076	6955	7598	8092	6994	4916	4004	2999	3042	3335	3335	4857	4817	6338	6647	6636	8307	5728	4790	5511	5511	6334	1829	11013	6942
Tài sản dài hạn###Non-current Assets	612357	615731	622565	622565	627587	629097	821350	821954	794796	827447	563628	521028	570757	334706	334606	538367	348223	353403	361285	128037	323866	326780	286377	128283	318485	284035	205090	203240	213965	171607	158940	152454	140131	143687	347212	350279	355569	350578	432183	432379	432897	328162	350088	350077	385518	419863	423866	430051	432936	422499	407635	408600	389281	389281	422184	349882	299445	138931
Các khoản phải thu dài hạn###Long term Account Receivable	476	476	476	476	476	476	514	519	519	1202	3276	3275	3093	3093	3063	3370	3916	3681	3510	10	10	10	5776	10	2754	1135	0	0	1500	1500	1500	1500	1500	1500	2000	2000	3000	3000	3000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	646	646	646	0
Tài sản cố định ###Fixed assets	381347	387311	393303	393303	399184	405190	412005	418128	418453	424299	188232	192193	196268	196268	200532	204087	206431	211913	211866	253	267	282	133041	296	8911	9134	9221	18468	13104	13247	13319	13481	21262	21262	48128	45941	45869	21950	37163	36968	36663	26685	18238	26877	76703	80528	83715	66553	71107	62548	55520	53000	44179	44179	64718	210340	164613	86482
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-162884	-158473	-154035	-154035	-149587	-145135	-141157	-136895	-136805	-135416	-75753	-72940	-70131	-70131	-68028	-65199	-63395	-59598	-59513	-2018	-2014	-2011	-45322	-2629	-3332	-3961	-3885	-4355	-4355	-4222	-4107	-3955	-3803	-3803	-5839	-5515	-6188	-5904	-5904	-5693	-5411	-5182	-5034	-5034	-17266	-16542	-14796	-13875	-13875	-12534	-12562	-11812	-11115	-11115	-10584	-8294	-5581	-4585
