CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	191546	174177	168015	168015	149759	133521	122742	128074	129490	135787	136946	144387	152426	167080	146345	135463	148912	147225	147225	144782	152895	132717	111522	111524	131363	132245	129570	66155	66155	61963	58459	46952	50792	44918	54559	68492	65882	120961	120961	134385	126914	115873	124251	124251	88696	85831	77905	59580	59580	67181	47888	53760	49971	19714	13954
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	342	1661	598	598	4356	2270	1193	1886	1886	2481	1765	3735	2978	2978	8103	5270	7136	2152	2152	421	3419	1131	1032	1032	597	2012	5812	28	28	964	34	102	184	184	777	988	591	304	304	822	3700	1381	2464	2464	9291	13908	35748	10104	10104	15552	22927	11956	11476	2954	6763
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240	1240	901	901	1485	1485	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	163168	144522	139455	139455	117452	102992	95296	107760	109197	119332	121442	134229	136862	151516	134599	126457	140653	143933	143933	142649	149438	131548	110452	110453	130728	130195	100093	42449	42449	43759	46210	40020	39806	33506	41683	63856	53829	106903	106151	117605	117260	105373	111877	111877	70388	62730	37169	28311	28311	43936	17073	30891	32656	15336	6691
Hàng tồn kho###Inventory	26853	26829	26764	26764	26694	27037	25142	17635	17635	13239	12753	6036	12512	12512	3412	3412	1076	1076	1076	1633	0	0	0	0	0	0	0	0	0	0	0	0	0	431	863	863	863	863	863	863	863	856	810	810	4279	4255	4254	5300	5300	6342	6386	5450	182	72	24
Tài sản ngắn hạn khác###Other Current Assets	1183	1165	1198	1198	1257	1222	1111	793	773	737	985	387	74	74	232	324	47	64	64	78	38	38	38	38	39	38	23666	23678	23678	17240	12215	6830	10802	10796	11236	2785	10599	12891	13643	15095	5091	8263	9099	9099	4738	4938	734	14625	14625	451	601	3978	4171	1352	476
Tài sản dài hạn###Non-current Assets	120538	135675	135825	135113	237065	237241	187648	237557	237557	222639	222250	222443	222635	207981	236254	236446	248773	248398	248398	260110	258440	253939	82199	82197	82199	82199	82199	82199	82199	82199	82202	82203	82205	82123	98421	83664	85503	56156	56156	44539	44803	44956	45210	45210	67743	67186	67009	61224	61224	63835	63349	58085	57584	15513	1105
Các khoản phải thu dài hạn###Long term Account Receivable	119134	119134	119134	119134	235210	235210	170210	235210	235210	204925	219579	219579	219579	204925	204925	204925	219625	219185	219185	229667	228876	225859	54119	54119	54119	54119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1404	1554	1704	1704	1855	2005	2156	2306	2306	2457	2607	2758	2908	2908	3058	3209	799	844	844	889	0	0	0	0	0	0	0	0	0	0	0	0	1	1	115	121	133	39	147	1223	1311	1398	1382	1490	25105	25199	25291	25227	25335	24576	24573	25872	26618	2060	1024
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-2026	-1876	-1725	-1725	-1575	-1424	-1274	-1123	-1123	-973	-823	-672	-522	-522	-371	-221	-105	-60	-60	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	-194	-194	-194	-188	-180	-180	-813	-731	-650	-565	-565	-1973	-1886	-1765	-1713	-1713	-1658	-1618	-1152	-576	-184	-32
