CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q4 2005	Q3 2005	Q2 2005
Tài sản ngắn hạn###Current Assets	99801	95567	104774	104774	103915	93698	94567	102835	102835	94116	94682	100959	116493	116493	90004	96155	88091	91821	91821	87750	92110	89766	99296	99296	88970	86604	80775	92610	92610	88330	88800	80893	99974	99974	81990	61995	53364	99419	99613	76450	64461	61148	70922	70866	77224	75967	64831	81740	82063	68749	57880	46676	80455	101259	53217	42475	38591	57751	57890	47731	50952	43557	39653	39653	42247	39671	41423	62268	60581	50123	40593	40256	41874	41874	38822	35918
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	882	2677	2440	2440	6040	2980	4418	639	639	727	805	4318	1676	1676	1839	4035	2064	1096	1096	3233	3473	5304	6409	6409	5652	5906	7683	5497	5497	4953	4592	7868	2802	2802	5703	1629	6378	30383	24586	1677	1014	2487	5470	5444	2016	1379	6752	6928	6928	2112	3134	4735	19756	19777	4744	3030	6791	11123	11123	3344	3724	2101	7792	7792	1423	3767	3030	16896	16896	2613	1643	3053	7420	7420	5751	1646
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	5315	5315	5200	5200	5200	5200	5200	5200	3750	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	3750	0	3750	3750	3750	0	0	0	5850	0	0	0	0	0	0	0	1600	0	0	0	1000	6000	7000	7001	0	0	0	0	0	0	0	7000	0	0	0	0	5000	0	0	0	3000	10000	10000	10000	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	7020	11903	12803	12803	10401	14977	22429	12151	12151	10657	13142	24451	47860	47860	13988	20507	24246	18773	18773	18975	31283	34127	47571	47571	14028	22437	20774	12436	12436	14251	14708	18092	22856	22856	7549	8760	11292	31289	31383	4344	7123	9942	12001	11889	5781	5745	5476	25024	25348	5435	4803	5617	20442	41247	5121	2931	2873	14320	14430	2685	9860	6727	3793	3793	3359	3284	3986	18115	16428	3088	2469	2437	2460	2460	2339	3898
Hàng tồn kho###Inventory	91370	80882	89445	89445	86096	75248	67630	84012	84012	77024	75023	66747	61646	61646	68439	67197	57868	70278	70278	64376	56809	50057	45275	45275	68587	58003	51224	73352	73352	65832	62831	54158	67514	67514	55273	45539	33606	37378	37466	63846	52129	46435	52942	52942	62973	64365	49495	48915	48915	52510	43639	28564	32794	32794	42409	35484	28452	31751	31751	38288	33779	25439	27367	27367	33632	30144	28390	26948	26948	42262	32289	24596	21994	21994	30659	30298
Tài sản ngắn hạn khác###Other Current Assets	528	105	86	86	1378	494	90	718	718	508	512	243	112	112	538	666	163	1674	1674	1167	545	277	41	41	703	258	1094	1325	1325	3293	2918	776	3051	3051	9715	6067	2088	369	329	6583	4195	2284	509	591	6454	4478	1508	873	873	8693	5305	1760	462	440	943	1030	475	555	586	3414	3589	2289	701	701	3832	2476	1016	309	309	2159	1193	170	0	0	73	76
Tài sản dài hạn###Non-current Assets	38227	42601	43414	43414	43778	44557	44350	41979	41979	41526	41552	44640	43830	43830	43149	44245	43292	47030	47030	35239	31450	31796	27891	27891	25521	24971	24922	22559	22559	20881	22237	21307	21199	21199	21318	21467	24863	22469	21672	21320	20807	20872	21375	21375	23972	23998	24248	23670	23670	25031	24614	23825	24169	24169	24495	25228	26170	27265	27265	29349	34100	34106	30403	30403	33281	34229	32135	32134	30982	32081	32839	31903	32255	32255	32344	31473
Các khoản phải thu dài hạn###Long term Account Receivable	115	115	115	115	211	115	115	0	0	0	0	0	0	0	0	0	0	3794	3794	3794	3794	3794	44	44	44	292	292	877	877	44	929	44	44	44	44	44	44	72	72	153	160	160	160	160	198	867	867	1266	1266	1562	1562	126	173	173	173	673	173	173	173	173	5127	5127	1050	1050	2202	2129	2129	3942	2790	2360	2892	2902	2629	2629	2700	1166
Tài sản cố định ###Fixed assets	17213	17822	18443	18443	19088	19581	19256	18229	18229	17628	18177	18201	17699	17699	17950	18502	17908	38550	38550	16949	13476	13952	14127	14127	11202	10013	9829	9559	6536	5903	6314	6038	8584	8584	8671	9182	9689	8062	10450	19666	19294	19389	10248	19857	22502	21920	22240	15592	21245	20102	19697	20380	20792	20792	21110	21280	22669	23687	23687	25779	25526	25569	26030	26030	27752	28730	28728	27856	27856	29395	29658	28763	29353	29353	29444	30081
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-41914	-41783	-41206	-41206	-40606	-40019	-39458	-39440	-39440	-38889	-38343	-37794	-37249	-37249	-36697	-36148	-36211	-35680	-35680	-35281	-36016	-35542	-35070	-35070	-34575	-35023	-35636	-35471	-35471	-35701	-35293	-34816	-35039	-35039	-35412	-34445	-35485	-35337	-35337	-34238	-34214	-33682	-32984	-32984	-32811	-32552	-32005	-31135	-31135	-29015	-28999	-28213	-27198	-27198	-25868	-25189	-24208	-23199	0	0	0	0	-19188	-19188	0	0	-16152	-15140	-15184	-13134	-12101	-12108	0	0	0	0
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	-264	-221	-178	-178	-135	-91	-48	-5	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	-93	-92	-91	-91	-90	-89	-88	-87	-87	-85	-83	-80	-78	-78	-75	-73	-70	-69	-69	-65	-63	-60	-58	-58	-56	-53	-51	-46	-46	-46	-43	-41	-38	-38	-36	-33	-651	-657	-657	-652	-652	-644	-625	-624	-604	-585	-554	-547	-547	-515	-515	-514	-492	-492	-463	-448	-426	-405	0	0	0	0	-334	-334	0	0	-258	-196	-152	-152	-138	-144	0	0	0	0
