CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	 2005
Tài sản ngắn hạn###Current Assets	647844	642507	687194	687194	599736	567308	571725	576966	576966	580817	675299	610220	496582	496582	494689	478483	435687	388726	388726	418237	314631	291693	239332	239332	218905	219178	228204	216548	216579	220722	205418	158590	147510	147279	140261	122784	112715	107736	110356	125604	110707	69326	75457	75457	64438	63157	40471	46327	50029	59207	63212	64053	76136	78993	95781	75055	77320	74915	81587	86728	86484	80174	79297	80897	62443	44748	35610	35490	35490	33144	26689
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	9933	6992	13362	13362	8758	3900	6172	10872	10872	5656	7301	16104	3969	3969	8796	5434	11186	13410	13410	12686	6705	13334	29159	29159	2025	6585	5854	5682	5682	1298	25173	3311	1916	1916	5713	1196	1454	1098	1098	5210	3041	4196	6298	6298	3849	1335	3861	5657	5657	3292	19976	25132	44386	4691	6677	6733	7749	26957	26957	752	1633	1340	1579	1579	19684	7071	1326	1202	1202	3962	4125
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	20830	20830	22883	22883	22426	22395	20395	20395	20395	20000	20000	36000	41000	41000	14000	14000	14000	14000	14000	28000	28000	28000	28000	28000	28073	28073	19000	19000	19000	14000	14000	14000	14000	14000	14000	14000	13955	7000	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0	4000	43695	49869	39300	40000	16000	16000	35600	36000	34235	30000	30000	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	339006	342359	372963	372963	352252	343194	342196	309659	309659	349986	428470	350338	260789	260789	235632	234860	196363	196386	196386	156265	168720	143304	96265	96265	107582	101354	123422	106259	106259	126637	92584	77684	66466	66466	51726	45318	38498	44767	47044	41565	38897	22987	22955	22955	15558	11504	9745	17854	21557	20094	15353	23121	10829	13686	15431	6496	14620	6413	13085	19584	12821	6945	10493	12093	13760	10664	9769	7490	7490	10943	6462
Hàng tồn kho###Inventory	267787	260963	272205	272205	208385	190534	191328	223986	223986	187326	200259	188935	171216	171216	219712	201978	192219	146196	146196	204940	108172	105275	84427	84427	76429	79484	75859	81559	81559	75013	70426	61303	56824	56824	59554	55302	53814	49522	49522	66219	57017	37442	43255	43255	42841	44494	20131	18302	18302	32741	23144	11962	13489	13489	20258	19478	12044	23783	23783	29028	33386	35834	35499	35499	25820	25725	23219	24743	24743	16496	14443
Tài sản ngắn hạn khác###Other Current Assets	10288	11362	5781	5781	7915	7284	11633	12054	12054	17850	19268	18843	19609	19609	16549	22211	21920	18733	18733	16346	3034	1779	1482	1482	4796	3683	4068	4048	4079	3774	3235	2292	8304	8072	9267	6968	4994	5349	5692	5610	4752	4701	2949	2949	2191	5824	6734	4513	4513	3080	4739	3838	3432	3432	3546	3048	2907	1762	1762	1764	2644	1820	1727	1727	3178	1288	1296	2055	2055	1741	1659
Tài sản dài hạn###Non-current Assets	346162	349776	340462	340462	342252	345360	346695	364931	364931	372063	382535	387301	390696	390696	391413	377969	369521	312432	312432	315924	179277	172875	164107	164107	157299	151266	83468	85151	85151	81717	83686	85068	86988	86988	87994	88715	88604	82476	81762	81037	83310	78762	79374	79374	75858	76671	68265	64964	64964	50260	42666	33220	30291	30291	21826	20260	13206	12702	12702	10760	10748	10879	6171	6171	4806	5025	5341	5499	5499	5464	7946
Các khoản phải thu dài hạn###Long term Account Receivable	6462	6607	6782	6782	7001	7051	6928	6983	6983	7191	7363	7597	7843	7843	8071	6886	6853	5361	5361	5531	5695	5856	5563	5563	2058	3069	190	190	190	196	206	241	241	241	256	279	330	369	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	269031	272345	249667	249667	253364	255971	258679	298097	298097	302718	306768	311506	314150	314150	318942	312121	310554	244438	244438	248102	110536	112374	108717	108717	101885	97298	79231	83012	80605	76749	78133	81665	83075	83075	84684	84859	85743	76809	79684	80812	80978	78536	77081	79148	75633	76445	68040	5112	64738	50034	42440	32994	30066	30066	21600	20035	12980	12476	12476	10534	10522	10653	5945	5945	4624	4843	5222	5380	5380	5346	7824
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-80628	-77792	-75325	-75325	-72338	-69579	-66812	-66578	-66578	-63473	-60319	-57101	-53848	-53848	-50576	-47376	-43995	-40628	-40628	-37340	-36107	-34393	-32682	-32682	-31667	-30030	-28477	-26902	-26902	-25415	-27299	-26047	-25470	-25470	-24380	-23099	-22910	-21757	-21759	-25194	-24002	-24781	-23587	-23587	-22245	-20975	-19939	-17823	-17823	-17818	-17612	-17612	-16089	-16089	-15801	-15289	-14810	-14402	-14402	-13812	-14081	-13797	-13378	-13378	-12936	-12483	-12030	-11577	-11577	0	0
