CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	181924	178697	151878	155946	148939	161207	133868	144377	144390	132274	128740	136665	189330	189086	224041	189491	194121	139069	140309	119102	116834	97611	93662	93676	98282	99124	83596	88707	88999	81516	74917	68397	76693	76633	84243	87632	83606	80665	80796	82489	69370	99282	108122	109324	101685	96277	102989	97133	97561	92047	89900	92485	93764	93469	91215	79613	75406	89519	89510	89756	84557	90358	77416	68157	36681	28996	27731	31038	32358	42101
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	64035	47776	40114	40088	39134	41142	20150	37212	37192	29176	19446	17982	20020	20015	32487	18800	27397	22575	22571	20392	13356	10933	9109	9109	13036	10781	17379	23977	23977	24014	20207	13205	18025	18025	28769	28698	20910	25458	25458	25539	20811	18154	42802	42649	38198	34498	40600	34403	20403	20697	28680	22535	26039	19635	17864	24138	17372	20062	20062	5235	6825	8721	8264	5860	3513	1593	1444	2746	2746	3983
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	668	668	668	634	634	634	634	634	570	570	570	9604	9604	14064	13630	16002	7977	7977	15522	15522	7009	11209	11209	13729	12020	5500	4547	4547	5677	5511	2381	5292	5292	2292	0	0	0	0	5592	0	14456	5000	5000	5000	5000	6000	6000	20000	18000	9000	18000	18000	24000	22000	4000	0	0	0	13000	13000	28000	25000	25000	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	65544	80494	64524	68677	65146	80622	72004	76547	76803	71208	75487	83970	129227	128963	150111	130013	128860	85359	86381	60502	66809	53004	52561	52636	48525	51639	27680	29835	29835	24076	21100	18638	19213	18975	19925	26549	26718	23039	23060	17067	16283	35856	26928	28384	28530	29749	34039	32090	32090	26259	26147	25142	25013	24952	28037	21293	26825	40013	40091	43019	40043	34068	27554	23485	17235	13696	12017	14612	15893	27116
Hàng tồn kho###Inventory	51502	49255	46326	46310	43578	38705	40555	29842	29726	31295	33211	34118	30455	30480	27355	27021	21832	22998	23246	22656	21123	26503	20634	20573	22756	24642	32170	29324	29617	26440	27327	32187	31826	32005	31067	30749	33522	30353	30464	30541	28443	27465	30142	30356	26734	23778	19340	22046	22474	24097	23112	23645	22343	21974	20113	23664	26149	24404	24404	21935	18556	12814	10931	8343	8182	8375	8785	8937	8933	8467
Tài sản ngắn hạn khác###Other Current Assets	844	504	246	203	447	104	525	142	34	24	26	24	24	24	24	28	30	160	134	30	24	162	149	149	238	42	868	1023	1023	1309	772	1986	2337	2337	2189	1636	2456	1815	1815	3750	3834	3350	3250	2934	3223	3252	3010	2593	2593	2995	2960	3163	2370	2908	3201	6519	5060	5040	4953	6567	6133	6755	5668	5469	7751	5333	5486	4744	4785	2535
Tài sản dài hạn###Non-current Assets	242142	238781	247624	247675	242485	225455	209523	196818	196854	189699	188066	162977	160392	160391	130833	124276	107694	111242	111366	112619	106090	99442	92759	92759	91188	84668	75707	76018	75959	70920	74601	80991	83193	83175	85282	78117	76666	76348	76267	80908	84239	86524	88728	88947	91709	95487	98411	102471	102313	105697	107787	108975	104211	104105	102052	99302	100787	78291	79428	66542	55124	37901	36323	40197	36545	36291	37312	38480	38480	38576
Các khoản phải thu dài hạn###Long term Account Receivable	1648	1648	1355	1355	1355	1355	1355	1297	1297	1297	1286	1286	1065	1065	1065	1065	1245	1152	1152	1152	1132	1132	881	881	716	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	217380	213547	221210	221210	215058	196981	172047	163707	161985	156283	160145	136328	134039	134037	119505	114165	96025	101284	101291	102030	99848	92822	89301	89301	87803	80154	73069	72983	72983	68499	71787	75270	78962	78968	80434	73322	72313	71485	71802	76378	79355	81538	82898	84234	86195	89741	92683	95416	96335	99947	101138	100407	97301	97223	96383	94262	96154	74387	78050	64642	53153	35531	33587	30142	26544	26316	27272	28480	28480	35444
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-278109	-268365	-256350	-256350	-250612	-241003	-232037	-223446	-223422	-215584	-207404	-199024	-192761	-192763	-185246	-178470	-172805	-167154	-167147	-161456	-151455	-146695	-141473	-141473	-136608	-131893	-127840	-123381	-123381	-118907	-115270	-110869	-106432	-106426	-102290	-98344	-103189	-99827	-97885	-102530	-98852	-95176	-91505	-91519	-90404	-86568	-82868	-79111	-79162	-75373	-71693	-68240	-64867	-64867	-61622	-58367	-55089	-52605	-52637	-50836	-48102	-45892	-44549	-25024	-23886	-22731	0	-20396	-20392	0
