CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q3 2005	Q1 2005
Tài sản ngắn hạn###Current Assets	148029	129061	112894	112894	202424	147999	148793	138605	138605	335454	323323	351392	332776	332776	312869	303074	405585	387459	385217	364544	341709	299797	371927	371927	400982	411377	307788	312698	312698	270863	302548	244156	322977	322963	315157	226322	163548	219340	219340	155227	101602	166778	139655	139655	170291	114110	133765	156728	179879	196081	160182	161586	171315	172498	123672	109264	72898	36893	39337	70144	91362	66974	80482	80482	53213	55672	67057	38873	38873	39937	29946	39704	41062	41792	42815
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	123800	105293	81074	81074	160706	117541	117800	120027	120027	300637	289842	315936	304271	304271	275163	269234	367160	355564	355564	328417	309887	260556	347042	347042	369923	364242	237831	269064	269064	211121	227444	158990	208742	208742	221824	153829	93990	108633	108633	64213	17580	72608	73184	73184	68917	64384	24470	50533	80533	127638	101802	79954	78365	7865	12246	15910	15815	6606	6610	10335	13142	12675	13105	13105	14998	7868	9013	9533	9533	6690	3379	6668	7359	5572	5218
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35000	35000	30000	30000	30000	30000	0	30000	30000	0	0	0	0	0	70500	65000	47000	9000	0	0	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	13530	9746	9939	9939	9528	10271	9525	7956	7956	11161	11527	11192	10821	10821	11828	12899	14809	12944	10702	12956	13040	11284	10191	10191	10774	15161	10092	10438	10438	13976	14511	14310	16942	16942	17409	20562	29032	29204	29204	31708	27535	29137	27776	27776	32571	21840	22262	21598	44730	24078	26080	30409	36497	37983	31494	20354	13609	12967	14814	20035	23020	26624	19786	19786	20219	17610	13758	15186	15186	17407	14105	18798	13609	21817	12156
Hàng tồn kho###Inventory	10188	12791	21514	21514	31485	19122	20941	10209	10209	23198	21511	23876	17544	17544	25575	20677	23365	18929	18929	22821	18188	27851	14682	14682	19838	31560	57557	31979	31979	42512	59779	69135	91709	91694	70882	49273	38665	76560	76560	23640	20425	33696	8377	8377	37820	26583	55420	52014	52014	42053	30762	47758	51841	51730	13229	24718	31335	16023	16617	19328	51460	26151	43640	43640	16447	27991	40711	13210	13210	14714	11507	13166	17887	12282	23370
Tài sản ngắn hạn khác###Other Current Assets	511	1230	367	367	704	1065	528	412	412	457	443	387	139	139	303	265	251	23	23	350	594	107	12	12	447	415	2308	1217	1217	3254	815	1721	5584	5584	5041	2657	1860	4943	4943	667	1061	1336	319	319	983	1303	1613	2584	2602	2313	1539	3466	4611	4420	1702	1282	3138	1299	1297	1446	3740	1523	3951	3951	1548	2203	3576	944	944	1126	954	1072	2207	2120	2070
Tài sản dài hạn###Non-current Assets	137104	146509	147676	147676	149459	151000	152953	154668	154668	156954	159149	161326	158994	158994	160822	161157	98567	131868	131868	126655	126447	126007	127320	127320	130841	124381	131475	129590	129596	124658	123724	124436	123102	123054	120327	121983	117871	111161	111161	108185	103673	71690	72742	72742	75171	96001	79034	73419	50323	42024	70529	71102	71269	71269	67745	96123	97281	98204	97525	74518	74631	73815	62810	62810	28999	28702	29032	28784	28920	29179	30112	30029	30098	25857	24542
Các khoản phải thu dài hạn###Long term Account Receivable	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-391	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	93755	102858	103552	103552	105423	106765	108409	110080	110080	112137	114087	115910	113227	113227	114640	48398	51481	52584	52584	48690	48912	48803	50020	50020	53090	46430	46124	39929	39929	38698	37526	63147	61609	61609	58377	52768	42713	15905	43001	65648	60772	28444	18725	35250	43264	87702	70563	40019	43517	35229	63705	64267	64515	64515	60946	89354	90208	90708	90708	60009	60021	59225	58170	58170	24443	24201	24528	24248	24383	24628	25532	25429	25657	22174	24542
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-39050	-42027	-40491	-40491	-38973	-37464	-35971	-34488	-34488	-33063	-31589	-30940	-29518	-29518	-28175	-29281	-28516	-27210	-27210	-25963	-24795	-23611	-22436	-22436	-21657	-20685	-19714	-21118	-21118	-20356	-19901	-19781	-18910	-18910	-18669	-18702	-20018	-19559	-19559	-19339	-18968	-18607	-19907	-19907	-29137	-29442	-28630	-27816	-27816	-27067	-27029	-26482	-25701	-25701	-25879	-25516	-24792	-24058	-24058	-23396	-22896	-22138	-21602	-21602	-20851	-20131	-19539	-18835	-18699	-18319	-17600	-16903	0	0	0
