CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	99746	101840	118447	121821	108127	110999	109658	137200	141732	116695	131106	155035	141975	126986	102946	92286	95533	109260	109260	118252	122792	127348	161821	167814	152110	152966	162187	209339	209354	148971	140511	138136	154810	154334	145868	155671	149846	137051	137099	135795	131139	142865	137578	137267	135447	162140	178476	181145	180753	197126	210664	230258	211310	242561	0
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	24463	29499	30627	30626	35061	32172	22837	29436	25365	26255	39472	52290	34065	34065	35677	33932	36303	29193	29193	32912	31343	36938	58515	58515	69362	79854	85976	92378	92378	77519	87549	79349	81696	88296	106087	108816	104249	109856	108217	110952	100334	114789	107768	106468	106235	122334	128074	116453	114433	118144	125978	95462	112646	69041	0
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	4000	1000	0	2000	0	0	5175	5000	9000	4000	4000	4000	4000	4000	4000	4000	4000	12129	12129	12106	11600	11600	11600	11600	11219	4000	0	0	0	3100	3100	3100	6600	0	0	0	0	4000	4000	4000	7000	1500	0	1300	2000	1800	4000	21170	23190	6000	4000	42143	41280	81000	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	63648	65603	81485	82859	66678	56550	64633	60742	65344	28774	28949	47988	59875	59946	50254	39171	43778	50376	50376	50119	52365	54102	71057	76992	50991	60716	60063	110522	107336	52249	45727	51358	54941	54470	36705	39402	39134	15337	16962	17877	21177	24120	27041	26731	23799	33581	37619	40322	40173	66273	73692	76158	42807	62276	59624
Hàng tồn kho###Inventory	7498	5262	6191	6191	6197	20905	16068	41952	41952	56625	57036	49794	43824	28776	12986	13178	8762	13973	13973	18665	22438	20503	19886	19889	19542	8303	9006	6250	6250	11491	1849	2358	9229	9229	1973	5882	4558	6022	6022	1444	1463	1371	1755	1755	2174	2702	2637	2454	2454	6380	6816	16061	13514	28158	0
Tài sản ngắn hạn khác###Other Current Assets	136	475	144	144	191	1372	945	71	71	1041	1648	962	210	199	30	2005	2690	3589	3589	4450	5047	4206	764	819	996	94	7142	188	3390	4611	2286	1971	2344	2338	1104	1572	1906	1836	1897	1522	1164	1086	1014	1014	1240	1723	6147	747	502	328	178	434	1063	2086	0
Tài sản dài hạn###Non-current Assets	70111	70513	70049	67996	64515	67504	68548	70432	70432	71621	74029	75796	78742	78742	82578	84703	86960	89121	89121	101150	103577	92436	45399	45333	45762	46191	51855	51955	51955	51078	51211	51110	52579	53169	51489	51721	54120	54201	54201	49921	50101	50381	51777	51967	54689	56938	50937	52271	52726	54296	53254	55668	54238	60450	0
Các khoản phải thu dài hạn###Long term Account Receivable	6000	6000	6000	6000	2000	2283	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	96	180	88	0	0	50	0	0	0	0	0
Tài sản cố định ###Fixed assets	46815	47102	46056	46056	46212	48583	49705	52024	52024	53273	55547	56444	58681	58681	62902	64669	66758	68958	68958	71237	73529	63744	17834	17834	18263	18692	19133	19232	19232	18272	18315	18676	19036	19041	17534	17767	18073	18154	18154	14644	14823	15758	17154	17154	19035	19984	14075	15498	15498	17014	18021	20207	21866	28026	0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-61661	-59015	-56529	-56529	-54159	-51802	-49476	-47156	-47156	-44837	-42562	-40267	-38029	-38029	-33809	-32042	-30184	-27985	-27985	-25706	-23485	-21253	-19854	-19740	-19623	-19194	-20796	-20389	-20389	-20099	-19860	-20022	-19662	-19880	-18512	-18881	-18972	-19291	-19291	-41971	-41720	-40709	-39298	-39298	-37418	-36438	-35016	-33582	-33582	-32066	-31059	-29414	-28188	-21344	0
