CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q4 2005	Q3 2005	Q2 2005	Q1 2005
Tài sản ngắn hạn###Current Assets	189104	162113	194616	195661	217419	180450	170269	211076	211042	200128	206639	197584	224733	224733	211579	177229	194620	237656	248922	255693	220443	294750	342277	345458	272501	221473	192615	216561	220684	214320	177699	175016	205791	205860	186323	174093	169801	173663	173762	176842	181060	185022	181784	180944	180058	180538	189300	195994	195725	185611	188278	194516	198022	228028	201566	189906	194556	215441	233748	223519	216426	223112	257331	257555	224583	199567	183924	183924	195368	202837	201081	176000	167839	167839	155978	149205	137986
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	9850	20947	10919	10919	14035	21426	21970	14975	14847	31794	20251	29736	10864	10864	10835	37278	50600	22585	22586	12266	16884	14961	36291	36291	61925	34885	26095	2923	2923	1640	9467	2877	7073	43373	37380	43094	50312	44790	30090	9813	11134	20247	37168	37168	34984	33428	24726	12390	12390	17923	24480	27552	23182	24124	25267	25126	31960	32327	32316	29403	27414	22435	40813	40813	4421	2528	5932	5932	6169	9129	15562	4043	3832	3832	3339	3987	6603
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	10482	10367	8575	9716	9709	8484	7529	12482	12487	12453	11466	21629	26570	26570	31726	26589	11485	15482	15482	21427	21342	18619	18862	18825	19781	21377	22727	22716	21866	26485	25589	42255	38266	1966	2031	2252	2685	2459	17159	19999	2799	11652	2232	2334	3568	10304	11201	13909	13909	6235	6381	8176	9064	8027	8725	419	279	294	294	394	474	660	478	529	81	0	238	238	0	500	0	0	2500	2500	2500	6200	3000
Các khoản phải thu ngắn hạn###Short term Account Receivables	146005	125781	166933	166929	159117	146244	137282	180959	181048	144336	164205	118896	162001	162001	118756	106336	125535	179270	190535	217332	131456	253595	191874	195151	166759	161247	135064	189204	188638	144699	129299	119934	151782	151818	138653	117967	106110	115579	115678	136084	156308	142154	130864	129945	121871	117984	133497	151478	150364	136298	135291	138930	146323	176444	144279	142484	140642	160425	179272	172483	166899	172723	180090	180236	192386	169163	138990	138990	148529	136728	130555	117369	111144	111144	102096	88717	90912
Hàng tồn kho###Inventory	20442	4453	7847	7754	31670	3872	3400	2660	2660	8730	10716	26411	25297	25297	48583	7026	7001	20320	20320	4648	50236	7575	89316	89257	23713	3964	8011	1718	6495	37926	11957	8593	7298	7298	6718	8743	8234	8549	8549	8144	7738	8878	9596	9572	16482	16259	17469	15879	15879	21771	19144	17087	16947	16939	20536	19702	19631	20445	19914	19130	19859	25505	34820	34848	26686	26564	37492	37492	39397	55072	54762	54585	50362	50362	48020	48668	35766
Tài sản ngắn hạn khác###Other Current Assets	2325	564	342	342	2889	425	87	0	0	2815	0	912	0	0	1678	0	0	0	0	20	525	0	5933	5933	323	0	719	0	762	3571	1387	1357	1372	1404	1541	2037	2460	2286	2286	2801	3080	2091	1925	1925	3153	2563	2408	2338	3182	3383	2982	2770	2505	2494	2758	2175	2043	1951	1951	2109	1779	1789	1130	1130	1008	1311	1273	1273	1273	1409	202	3	0	0	22	1633	1705
Tài sản dài hạn###Non-current Assets	27509	26295	26996	25957	26050	24747	23429	23622	23630	23911	24726	24772	25314	25314	24494	30451	32860	31570	31577	33143	32258	31508	35508	35641	33963	33673	30693	35514	31737	30310	30233	30576	30967	30948	30880	31444	31991	32420	32420	32456	31416	32853	32998	32998	33190	32050	38698	40827	40827	41447	41934	42448	43021	43021	42099	50088	50203	50536	51020	50840	50318	49331	40569	40556	31790	31647	18204	18204	18204	16178	18019	15990	15930	15930	15026	15087	14645
Các khoản phải thu dài hạn###Long term Account Receivable	331	401	401	363	853	2434	2376	2376	2383	2412	2429	2386	2386	2386	1304	1334	1712	1712	1720	1730	2092	2092	5889	5889	1829	1547	0	1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	4174	2984	3119	3119	2722	2855	2987	3117	3117	3251	3390	3545	3697	3697	3884	4094	4315	4534	4534	2751	2935	1983	2125	2119	2266	2414	2560	2704	2704	2803	2663	2801	3078	3092	3239	3388	4318	4367	12234	12251	11193	12474	12416	5414	12770	12159	18715	20021	20120	20808	21212	21644	22131	22131	21122	20684	20718	20993	33151	32906	32361	31371	31586	31572	28433	28320	15502	15502	15502	15227	17065	15032	14959	14959	14058	14136	13685
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-5733	-5633	-5498	-5498	-5392	-5987	-5918	-5788	-5788	-5708	-5568	-5414	-5261	-5261	-5075	-4865	-5358	-5457	-5457	-5234	-5050	-5460	-5326	-5332	-5192	-5052	-4914	-4777	-4777	-4640	-4516	-4400	-4286	-4286	-4162	-4021	-4265	-4083	-6564	-6266	-6732	-6853	-6634	-6634	-7661	-7468	-8312	-8193	-8193	-7990	-9059	-8705	-8659	-8659	-8395	-8653	-8376	-8117	-8644	-8271	-7907	-7544	-7176	-7172	0	0	-5832	-5832	-5832	-5478	-5178	-4881	0	0	0	0	0
