CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	3989090	4033912	4150912	4192538	4498225	4617546	4539991	4590968	5168978	5295554	5270049	5501234	5607128	5611840	5800154	5242371	5314079	5274728	5303784	5042074	5034032	4935600	5184617	5134174	4947263	4449143	1525861	5134530	5246450	5319157	5214986	3501101	3303871	3320574	2676542	2546014	3071073	3143605	3220576	2730295	2556795	2527850	2510515	2567664	2129339	2028976	2081048	1544742	1541150	971425	839413	921160	886606	761147	384473
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	69351	25075	59574	59574	69868	20781	36366	27774	27774	47851	13262	21538	30751	30751	27183	15402	32930	26785	27005	23317	70884	23113	29687	29687	513332	75530	20816	32262	31843	26767	36510	20310	51511	51511	25198	44001	13767	42572	42572	14383	18140	60651	65130	65130	116025	111069	507318	32670	32670	149320	57859	111592	112210	73871	77279
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	4893	4893	4893	4893	4814	4893	4380	4380	4893	4893	4893	4893	4893	4893	4893	3903	3903	3903	3556	3687	2732	2732	2732	3470	3770	2193	4709	4709	4239	4239	5814	5814	5814	5036	4905	10432	10728	10728	10832	63479	26479	111075	103828	4181	2989	3390	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	445712	508298	600676	624860	615257	785672	905271	984801	1550019	696767	708156	712685	715371	716469	858384	809469	844780	882316	913137	1125957	1101702	1101511	1102676	1049566	678317	660603	696235	617281	619601	742090	781805	671533	579536	597383	454805	494576	1338487	1397821	1458797	1125158	1131677	1119382	1191967	1206454	815268	809286	427311	588801	592522	399798	410514	375085	375432	310160	115887
Hàng tồn kho###Inventory	3470061	3493785	3487425	3505686	3807902	3797522	3587494	3570929	3583720	4543114	4539264	4730512	4818606	4822274	4837316	4371536	4386586	4318573	4316675	3871282	3834466	3767136	3769681	3771998	3458022	3427691	614571	4288619	4399557	4340699	4206134	2774624	2659461	2658657	2158477	1980209	1694983	1686173	1701949	1551987	1379282	1314680	1232698	1275361	1170444	1037313	1058587	772114	772049	410054	361292	421737	390882	370164	178222
Tài sản ngắn hạn khác###Other Current Assets	3966	6754	3238	2419	5197	13571	5967	2571	2571	2930	4553	31607	38020	37965	72380	41070	44890	42160	42074	16625	22087	39936	278669	279020	294036	281633	191506	193635	192717	206131	186767	32441	8655	8314	33823	22990	18022	11224	11443	33730	22791	22706	9992	9991	16769	7830	61354	40082	40082	8071	6759	9357	8082	6951	13085
Tài sản dài hạn###Non-current Assets	2081878	2097160	2093643	2095907	2151032	2149508	2169532	2170311	2171741	2186308	2226388	2225937	2259677	2255035	1995262	1970086	1996070	2003555	2005632	2123598	2107257	2159622	2169615	2133158	2520164	2541760	4791414	1118171	1115021	687326	732563	762987	1094336	1093468	977203	982005	360175	351600	354958	330129	332922	251095	193440	193405	167483	158545	139939	141334	148608	144253	135010	103130	110934	99379	60918
Các khoản phải thu dài hạn###Long term Account Receivable	328261	345032	349835	356916	399817	392674	402665	400274	400274	424304	425660	426384	437523	437523	153723	126580	124712	125017	124927	124661	126422	148503	150520	200517	577515	599661	622890	677411	677411	243856	329172	382874	709252	709252	610678	628758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	181352	188139	193048	193048	181385	189077	187056	158018	159659	164731	196392	201263	208993	208912	219061	227033	236520	244140	244900	241381	245165	256319	265354	264921	263381	271372	278266	341496	289241	299946	279536	253436	300703	300596	259142	246664	254822	224615	249022	229032	232692	148462	101594	126400	108299	83056	80873	80545	81875	81193	71252	61518	64043	63046	28188
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-239374	-235115	-229188	-229188	-225863	-219786	-220949	-214360	-213351	-208069	-214149	-214591	-209690	-209771	-203996	-197223	-193900	-186169	-185160	-184973	-177015	-169194	-160962	-161308	-152166	-144157	-135039	-126156	-125969	-118142	-110256	-102967	-97624	-98144	-100164	-93468	-87981	-81172	-79677	-73585	-68990	-56036	-44943	-44943	-42850	-34533	-35419	-32637	-32637	-29298	-26588	-24037	-22163	-13543	-6907
