CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	293152	281925	288778	282723	291911	302181	304598	334714	334900	356503	322784	343203	368042	367126	372034	397134	421436	343918	361729	347937	339008	254168	192096	193649	288482	276597	284001	210852	211814	239487	342085	503334	552141	617044	607585	524701	584219	713451	670587	797231	712651	634710	643344	649224	637994	727497	468223	515464	483750	348315	351351	393791	454878	352799	77159
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	2187	204	2941	2941	2891	919	4054	4124	4124	3449	16959	15114	33431	33431	31791	34465	37592	42227	42227	40837	48716	74448	57060	56068	52233	68472	88600	30541	15100	1199	2049	5091	37144	37144	8680	7734	13145	8540	8396	3023	5339	2329	10240	10240	3482	2461	16649	62897	62897	5761	32623	53674	58825	10302	1554
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	218502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15441	200	200	328	0	353	911	0	0	0	0	0	0	0	0	0	0	0	5051	0	0	10000	20000	10000	5000	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	216535	211546	225168	611	208939	214662	224433	260488	260488	275725	258099	276510	287291	285183	275909	272897	267063	232749	232626	220075	209841	119164	44957	43574	143738	148540	127639	119746	116498	124541	233727	304279	311889	333426	384714	332868	327990	475716	466964	590378	508059	512164	506003	511883	500597	598966	323084	289062	302984	199707	177319	183716	209754	140892	8898
Hàng tồn kho###Inventory	73534	69736	60338	60338	79642	86219	75542	69544	69544	76253	47332	50996	46817	48008	63602	88087	113458	64980	81918	82962	79257	55581	88834	92656	92293	59362	62990	56236	60534	106924	99657	187219	196996	239637	209061	179832	240358	225962	192055	192263	196239	117060	124312	124312	130292	121950	120328	151203	110536	128765	118692	141603	179825	188931	65297
Tài sản ngắn hạn khác###Other Current Assets	897	440	331	331	439	381	568	558	743	1076	394	582	504	505	732	1685	3323	3961	4958	4063	1194	4976	1245	1351	217	224	4771	4328	4242	6622	6453	6416	6112	6484	4219	4267	2725	3232	3173	11567	3014	3158	2790	2790	3624	4121	3113	12302	7333	4083	2718	4798	1475	12673	1410
Tài sản dài hạn###Non-current Assets	46965	50345	51777	51777	54085	55821	57660	59656	59656	62804	65010	69694	72515	72515	76701	80743	86188	91527	92217	81568	85528	78266	79119	79119	77359	78616	80240	82861	82841	90838	92846	91222	95528	94384	98289	101206	105219	109327	107029	102399	106633	108944	108043	107677	91829	73793	70213	35661	35085	33219	34541	33849	24139	26509	8993
Các khoản phải thu dài hạn###Long term Account Receivable	152	152	152	152	676	676	676	676	676	1346	619	1350	1255	1255	1261	1306	1582	1696	1696	1705	1828	1569	2168	2168	2614	4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-764	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	46781	50144	51516	51516	53148	54653	56215	57878	57878	59995	62367	64614	67457	67457	70401	73215	74907	77783	65998	63098	64699	61624	63670	63670	66122	67097	68915	71907	71718	74350	76707	83566	85662	86053	89078	91975	95459	95958	94920	89059	92100	93557	57013	94564	81153	64283	64075	27996	28968	26661	27495	26472	21086	23451	8549
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-100621	-102477	-101372	-101372	-99772	-99648	-98573	-97397	-97397	-95767	-95644	-93015	-91766	-91766	-89550	-87069	-84561	-82035	-82035	-79725	-77534	-78687	-76201	-76201	-73913	-63386	-53553	-51774	-51774	-49566	-47753	-44091	-42715	-42073	-41182	-37978	-39011	-36877	-36955	-35760	-33937	-32123	-30231	-30231	-28671	-28070	-26440	-24504	-24504	-22396	-20640	-22217	-25250	-20653	-14676
