CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tài sản ngắn hạn###Current Assets	2459725	2592897	2236227	2236287	2722193	3017999	3274360	3424356	3423940	3190331	3754523	3676584	2899101	2897475	2283439	2807129	3928191	4155219	4146998	3889767	3697727	3784064	3953859	3953859	4364911	3445801	3831707	2692478	2692478	2173009	2213169	1783648	1765181	1772245	2403939	2885262	3617032	2619703	2668605
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	102433	107003	91876	91876	86619	233043	147854	88647	88647	34402	240206	168304	33034	33034	118944	83546	26837	53912	53912	55040	66982	203273	88953	88953	31054	90288	1149750	99201	99201	279111	97887	181949	267527	267527	198674	243616	279367	172777	230257
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	10000	10000	10000	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	694385	593194	635002	634855	643307	697390	715641	774996	774996	556428	529023	823167	691797	690418	561495	517145	500383	897485	888902	566071	498753	714279	504184	504184	805087	670057	830709	926137	926137	392792	346352	428409	341717	334677	684237	733035	1614588	1164575	1149809
Hàng tồn kho###Inventory	1619579	1746889	1353558	1353558	1859488	1963562	2286097	2402786	2402371	2451981	2826329	2541806	2026948	2026948	1515707	2161185	2346639	2170114	2170114	2231695	2072842	1842470	2318180	2318180	2441412	1644050	1795002	1596322	1596322	1472831	1707753	1158741	1108556	1115484	1377412	1756469	1669353	1225501	1259124
Tài sản ngắn hạn khác###Other Current Assets	43328	145811	155790	155998	132779	124005	124768	157927	157927	147521	158966	143307	147322	147075	87293	45254	54332	33708	34069	36960	59150	24041	42542	42542	87358	41406	56246	70818	70818	28274	61176	14548	47381	54557	143615	142141	43723	46849	24415
Tài sản dài hạn###Non-current Assets	7315579	7290301	7268096	7255606	7215961	7190715	7175196	7148309	7153707	7069690	7047399	7033951	7040786	7039551	7024700	7021117	6977436	6992259	7009161	7004242	7005823	7026731	7044852	7044852	7016822	6973098	6844848	6815058	6815058	7118869	7045211	6926543	6828588	6818403	6772832	6517526	5639941	3293499	2593531
Các khoản phải thu dài hạn###Long term Account Receivable	63156	66497	67354	67354	70445	72771	78230	78627	78627	81451	85102	88904	91559	91559	95325	99060	102331	104603	113225	116169	120731	127852	123729	123729	128184	127864	11882	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1491481	1527529	1562720	1567751	1600418	1638753	1677053	1711514	1711535	1759865	1802503	1838725	1894227	1894331	1935959	1957896	2003172	2049531	2047490	2036270	2071560	2121672	2174674	2174674	2078905	2131146	2163437	6587064	2139029	1100697	954711	1048267	6431947	6422863	6450588	1173579	1324081	1456582	1912669
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-3173285	-3150857	-3118121	-3118121	-3085432	-3051562	-3020485	-2988017	-2987997	-2946297	-2910098	-2868695	-2869695	-2869733	-2853041	-2804761	-2763892	-2712390	-2712368	-2665243	-2623499	-2574413	-2522656	-2522656	-2507121	-2454094	-2381463	-2340426	-2340426	-2240623	-2197927	-2158026	-2115384	-2115388	-2078068	-1952931	-1776033	-1600851	-1463582
