CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	12306	13247	20954	20954	41705	61334	66568	65761	65761	66799	68039	75353	111756	111756	145824	154188	157896	171939	173498	78357	89073	97090	201612	201612	230352	235183	244021	235032	235032	253922	400447	367752	381314	380736	420042	424161	427049	476494	477598	624017	591638	496217	486831	487098	425000	340627	287530	267690	266752	235743	283934	302891	322630	315693	68969	0
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	2997	3161	3792	3792	2695	778	1250	768	768	1652	2241	3210	27712	27712	1066	843	377	516	516	838	534	1336	4113	4113	721	864	1375	918	918	3438	9305	2396	5910	5910	14670	36915	16844	45664	45664	10751	83955	137387	125629	125628	56922	42884	35126	17722	3722	9026	17658	10177	135644	135644	5262	0
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262850	186650	25300	53593	53593	40293	39293	41310	65585	79585	56340	46340	125361	35800	35800	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	32	44	422	422	3602	49	253	32	32	35	447	7195	8166	8166	1379	3845	3834	15862	15862	3330	3649	10891	3278	3278	1188	5345	5286	1706	1706	12825	148787	122742	127702	127702	139866	161385	148004	220115	224113	88585	93809	139111	149758	149758	184611	174262	143816	95835	95655	84392	136999	103035	104043	104450	47728	45316
Hàng tồn kho###Inventory	8083	8165	14859	14859	33323	58510	63105	63016	63016	63068	63156	63159	74149	74149	141251	148146	152277	154165	155724	72875	83596	83595	191807	191807	221669	225136	224404	224981	224981	228792	232979	234810	237791	237241	248428	210161	239034	196026	194961	150577	163918	161664	138335	138460	97947	63690	52223	71685	71166	75021	72506	55820	41305	28872	13110	0
Tài sản ngắn hạn khác###Other Current Assets	1194	1878	1881	1881	2086	1996	1960	1946	1946	2043	2194	1790	1729	1729	2129	1355	1408	1396	1396	1313	1294	1267	2414	2414	6775	3838	12956	7427	7427	8866	9375	7804	9911	9883	17078	15699	23168	14690	12860	111254	63307	32754	19516	19659	45227	20498	15056	16864	16624	10963	10431	8498	5837	10927	2869	0
Tài sản dài hạn###Non-current Assets	799256	792304	794157	800305	810898	813120	759903	762186	762186	773228	776650	780524	783892	783892	787704	791707	804173	811413	811413	1000976	1009381	1018101	1086213	1082212	1103806	1112918	1072522	1081373	1077683	1087629	1287209	1236876	1246507	1253801	1257825	1269069	1312641	1220152	1223462	1012877	1032723	1054752	1023350	1023360	1011608	959108	951285	957338	958864	950085	943677	957990	944960	957221	146373	0
Các khoản phải thu dài hạn###Long term Account Receivable	55900	56498	55900	55900	55500	55500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	36677	38614	40551	40551	42625	44707	46790	48874	48874	51826	55283	58791	62318	62318	65852	70100	76292	83368	83368	90557	97740	105189	112870	112870	133220	141108	149345	166621	157399	165712	174246	190055	197751	197751	200046	209394	218448	232202	232202	257071	267034	271971	247148	254002	253409	206016	203771	201335	211420	210730	204821	205094	201346	213607	142774	0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-226200	-225051	-224156	-224156	-224264	-222183	-220099	-218015	-218015	-215063	-211607	-208098	-204571	-204571	-201147	-196899	-190707	-183631	-183631	-179873	-172689	-165707	-160012	-160012	-161993	-154105	-147720	-139666	-139666	-152649	-149827	-151137	-142801	-142801	-133893	-127341	-117857	-103779	-103779	-79755	-68415	-57213	-46354	-46345	-37338	-37012	-30358	-23793	-22254	-15849	-14862	-11294	-7738	0	-3317	0
