CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	9275757	9004289	8973003	8921120	8627879	9132214	8368597	8974257	8547934	8151138	8374466	7968248	7847939	7843076	7160346	7323528	6636412	6316745	6316745	5707348	5581560	4697391	3961764	3961764	4043316	4536513	4249976	4014917	4014917	3936399	4088811	3935398	4139898	4139898	4323305	4290748	4731696	4770037	4652828	4861738	4984513	5317735	5282218	5400409	5009336	5024895	5641047	5971243	5987978	6000426	5143976	0	5379674	4385404	2013805
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	69991	103983	83538	83538	66275	125201	66645	158245	158245	195489	464818	179688	104437	104437	128314	201981	195661	450833	450833	221431	361527	239127	147069	147069	84155	507668	68397	38367	38367	89254	116688	77964	112944	112944	46479	74028	37727	70902	92502	163393	319215	20483	34252	34252	64339	168364	527147	914035	944046	1616816	138632	0	111048	74255	201654
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	102994	100501	100501	100501	93633	173605	149605	182730	182730	129679	154326	128484	157484	157484	162675	101843	112953	80437	80437	44909	44272	53745	53129	53129	42499	41904	785239	40679	536381	488856	517574	446263	447321	447321	387012	394164	676641	630987	645987	421555	432176	862583	900758	900758	787861	749403	984943	1085739	1072644	649133	375835	0	653200	735500	355683
Các khoản phải thu ngắn hạn###Short term Account Receivables	4819329	4599778	4608397	4511133	4149738	4140555	3833207	4302170	4142394	3152162	3226188	3512558	3502810	3502810	2876064	3195847	2606259	2155200	2155200	1830325	1728332	1566565	1003599	1003599	1143924	1430758	649546	1235442	736377	710052	652802	573084	562717	562717	571495	483414	534424	570744	545088	1305828	1363938	1489509	1578686	1605812	1202718	1440205	1584289	1482139	1470468	1773943	1734747	1345627	1697044	1688216	880658
Hàng tồn kho###Inventory	4250836	4178693	4159538	4204919	4295014	4667843	4266231	4291287	4008441	4635353	4494744	4115896	4035959	4031097	3944893	3795256	3692049	3606250	3606250	3574498	3417431	2812189	2735176	2735176	2746459	2536742	2724631	2679161	2679161	2580904	2743077	2773045	2954008	2954008	3241296	3247839	3360135	3381605	3275051	2873277	2782271	2848225	2678570	2769636	2817463	2647196	2458162	2424337	2435273	1888625	2777789	0	2759976	1820350	10421
Tài sản ngắn hạn khác###Other Current Assets	32607	21333	21029	21029	23218	25010	52910	39826	56125	38455	34389	31622	47248	47248	48400	28600	29489	24025	24025	36184	29999	25766	22791	22791	26279	19441	22163	21269	24631	67334	58670	65043	62908	62908	77023	91304	122768	115799	94199	97685	86914	96934	89952	89952	136955	19726	86506	64993	65546	71910	116974	0	158406	67083	565389
Tài sản dài hạn###Non-current Assets	1965627	1920981	1911874	1963757	2298076	2185154	2660701	1904579	2240466	2117355	1809394	1774778	1706122	1710985	1666127	1222083	1421761	1181657	1181657	1091357	1078379	1069436	1044988	1044988	1057630	878349	1200134	1389312	1389312	1405142	1420886	1424517	1446959	1446959	1646741	1722555	1786911	1825697	1950503	1668264	1590292	1729765	1491412	1476736	1667204	1667701	1997002	1621991	1653751	1639405	1431328	0	1036477	1041217	1070281
Các khoản phải thu dài hạn###Long term Account Receivable	330231	330281	331350	428614	413963	347503	368398	355480	245114	392868	393528	359499	356969	356969	255729	422790	640336	255200	255200	251032	224034	242318	230950	230950	319263	178149	3722	179000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	46038	34
Tài sản cố định ###Fixed assets	209737	211408	213095	213095	214628	216338	650523	218171	619163	219482	219946	131313	132829	132829	127246	128348	127596	127947	127947	9453	8889	6986	6382	6382	6586	6629	7151	7651	7651	8344	8630	6266	18826	18826	23112	19166	20749	10825	21699	19704	19965	20447	10765	18238	16359	10377	8564	9020	27996	16045	30683	0	56891	59238	365579
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-11091	-11280	-10932	-10932	-10523	-10164	-12607	-11999	-11960	-11344	-10643	-10019	-10340	-10340	-10712	-13275	-12936	-12620	-12620	-12298	-24447	-24201	-24283	-24283	-24122	-23961	-24319	-23984	-23984	-23980	-23578	-24225	-23723	-23723	-23116	-22853	-22520	-21791	-21791	-20956	-20255	-18043	-17756	-17756	-6096	-5742	-4574	-4187	-4863	-7200	-23830	0	-12067	-9156	-1500
