CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q2 2010	 2009	Q4 2009	 2008	Q4 2008
Tài sản ngắn hạn###Current Assets	83706	77013	96533	96720	110875	73519	87739	88350	89951	119322	60117	76751	80055	79560	108492	54027	66790	66306	66372	96688	55005	63628	60036	65540	90708	49626	43827	62128	54342	101474	45648	45637	49857	49815	65934	28021	29323	37459	37935	50117	22324	20360	23524	23730	25602	18335	19151	22570	22420	0	14117	14117	11651	11651
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	15025	23505	37186	37186	13623	18809	37394	36576	42376	22713	24128	40501	41233	32233	20724	18637	35213	25670	25737	20343	14049	22103	20863	20800	11459	4621	8680	5476	8976	2102	2810	10607	16840	16840	9527	1365	789	9910	9910	8811	5008	3029	6300	6300	1587	1205	1049	3416	3416	0	1576	1576	2206	2206
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	9077	14299	14299	14299	8282	8522	6288	6288	750	750	600	750	750	9750	750	750	750	14250	14250	750	750	750	750	750	750	750	750	12500	9000	23250	11750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	2	3750	3750	7000	7000
Các khoản phải thu ngắn hạn###Short term Account Receivables	17272	11094	18631	18818	63319	14882	17984	17052	18371	71110	15745	20773	20018	19840	69907	14538	18418	16116	15044	63932	20621	27258	26372	32592	64091	22968	20303	34167	26450	66207	18703	25021	26438	26665	46343	18221	17771	22995	23349	37932	9324	11106	12370	12577	16908	8595	8861	12252	12274	6810	4166	4166	1217	1217
Hàng tồn kho###Inventory	33864	23990	21795	21795	22201	24745	22377	22762	22762	21624	13483	12109	14416	14278	13177	14626	8691	7428	7689	8865	13366	9047	9358	8705	11151	15773	9957	8372	7947	9130	11678	7090	5460	5191	5019	6878	7784	3114	3236	1994	6426	4598	3692	3692	5460	7003	7227	5174	5052	0	4341	4341	1068	1068
Tài sản ngắn hạn khác###Other Current Assets	8468	4125	4622	4622	3449	6561	3696	5673	5693	3125	6161	2618	3638	3459	3934	5475	3719	2841	3652	2798	6219	4470	2692	2692	3257	5514	4137	1613	1969	785	707	2169	369	369	4294	808	2229	691	691	631	815	877	412	412	897	782	1263	978	928	0	285	285	160	160
Tài sản dài hạn###Non-current Assets	35867	30984	32439	32605	33014	33111	28268	29235	29304	28376	28477	28742	29735	29735	31056	30756	24239	25373	26123	27275	23121	22053	21900	16399	15194	15950	16585	5585	14116	3665	4118	4520	5294	5270	6054	5930	1847	2296	2355	1274	1616	1934	2284	2284	2547	2894	3275	3670	3378	0	2701	2701	269	269
Các khoản phải thu dài hạn###Long term Account Receivable	5800	5800	5275	5275	5275	5275	5275	5275	5275	5275	4252	4085	3929	3929	3929	3179	1313	1313	2063	2063	2063	2063	2063	2063	0	0	0	1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	21020	19070	19516	19516	19151	19513	18648	19016	19016	1810	1835	1408	1665	1665	1922	1894	1891	2075	2075	2258	1442	1091	695	695	598	911	1225	1538	1538	1506	1519	1801	2158	2158	2525	2892	1232	1588	1580	1136	1408	1656	1935	1935	2128	2404	2715	3040	3040	0	2701	2701	269	269
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-13356	-13341	-12669	-12669	-12707	-12345	-11968	-11600	-11600	-10272	-9971	-9697	-9441	-9441	-9184	-8929	-8705	-8491	-8491	-8308	-8136	-7978	-7653	-7653	-7343	-7030	-6716	-6403	-6403	-6115	-5876	-5548	-5191	-5191	-4824	-4457	-4451	-4095	-3988	-3774	-3502	-3199	-2878	-2878	-2546	-2240	-1919	-1581	-1581	-1053	-562	-562	-211	-211
