CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	 2005
Tài sản ngắn hạn###Current Assets	2202986	2083898	2139893	2139893	1987549	2267880	2035457	2155525	2155525	2242667	1883906	2602958	2389548	2389548	2303779	1843405	2136671	2057144	2057144	1442500	1186041	845486	982213	982213	1187001	1327432	1287190	1395099	1395099	1371381	1182675	1234485	1581059	1581059	1787203	1723905	1302723	1686810	1686810	1582589	1360292	965915	1097309	1071062	846894	926019	834478	1335468	1335468	873238	738182	1091962	687168	666311	1452346	681701	782461	687565	746770	517625	740298	751673	567181	567181	706997	421700	501469	551664	551586	540885	486943
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	286566	228185	288242	288242	245794	20906	17733	21354	21354	1135	13424	22408	38747	38747	135225	124872	52527	10348	10348	136711	87350	99044	187438	187438	91776	128455	99646	128624	128624	147371	200403	72551	347230	347230	89176	132743	34529	457724	457724	34905	61441	60747	400130	400130	164497	143361	114517	226782	226782	128873	258070	293865	180125	180125	397597	222467	83805	89616	41496	54683	125051	134515	86847	86847	53423	19458	14647	77994	78852	11088	47776
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	450000	370000	255000	255000	110000	200000	200000	200000	200000	230000	230000	399223	399223	399223	369223	0	0	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38897	38897	41821	42243	42243	23834	23834	0	0	0	56000	56000	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	680359	617733	778317	778317	730371	803572	803719	938213	938213	877707	693497	1413984	1338982	1338982	1212219	1182358	1382820	1406321	1406321	645725	185950	285993	357901	357901	456795	450501	459396	389180	389180	359433	363795	299434	325528	325528	268458	334276	366211	437690	437690	362087	330091	360220	282493	282493	398560	276920	189916	91091	91091	201229	186865	440762	170612	149754	362234	240849	541512	342005	382761	243182	166721	265007	197975	197975	347437	205845	353391	324954	324927	156309	205848
Hàng tồn kho###Inventory	684109	759478	704801	704801	773044	1086704	881600	870195	870195	1015012	823461	666611	535552	535552	537079	488616	651777	611025	611025	630725	860271	437464	423015	423015	624310	722393	712528	840033	840033	852629	608212	846703	891675	891675	1345278	1204362	876078	732310	732310	1081418	886218	453665	351745	351745	274574	483900	498871	861126	861126	447548	282297	347053	322657	322657	586641	193662	146274	243656	301012	217167	439229	331362	244181	244181	294684	188246	121083	138468	137573	339605	225959
Tài sản ngắn hạn khác###Other Current Assets	101952	108502	113532	113532	128340	156697	132405	125764	125764	118813	123524	100732	77043	77043	50032	47559	49547	29450	29450	29339	52470	18246	13859	13859	14120	26083	15620	37261	37261	11948	10265	15797	16626	16626	84291	52524	25904	20190	20190	62359	40299	49040	39107	12860	9263	21838	31174	100468	100468	95589	10950	10282	13774	13774	105874	24723	10870	12287	6501	2593	9297	20788	38177	38177	11453	8150	12348	10248	10233	33881	7361
Tài sản dài hạn###Non-current Assets	342139	424203	448411	448411	482739	506962	521647	528338	528338	530795	555823	575838	600763	600763	593962	621291	620190	646224	646224	669148	707696	736370	766171	766171	790754	818091	847873	874124	874124	902111	934892	964653	987718	987718	1019465	1055693	1091711	1126816	1126816	1157250	1180069	190832	221144	331520	324022	330133	338369	322387	322387	327244	306883	897760	810350	855827	828088	725332	357398	334813	252369	261697	318573	215154	222396	222396	220080	216524	222163	226607	228551	227199	234913
Các khoản phải thu dài hạn###Long term Account Receivable	10591	10591	10591	10591	10591	10591	10591	10591	10591	10591	10591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602621	508507	552725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	263795	278518	299529	299529	317025	330725	341637	343057	343057	356491	378636	399888	415821	415821	438197	453492	476233	497833	497833	519913	556718	580687	605018	605018	628739	653174	677802	722357	702250	726013	751119	798226	823874	823874	851822	884846	916285	925137	948009	969138	993211	95419	104623	104656	97111	105441	137390	121388	121408	125719	133608	132251	138955	140214	816285	713585	344972	322405	144977	149706	160353	213747	220989	220989	211143	206274	209269	213433	214201	216779	225245
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-1198464	-1177167	-1153579	-1153579	-1130098	-1106753	-1083675	-1061497	-1061497	-1040332	-1018325	-996238	-973516	-973516	-952447	-929843	-908145	-891437	-891437	-869330	-846084	-826475	-803704	-803704	-779949	-755705	-731269	-707013	-707013	-683441	-658485	-633366	-607872	-607872	-579673	-548745	-518544	-487652	-487652	-462646	-437752	-263818	-254666	-254666	-245694	-237098	-228183	-218988	-218988	-208995	-200108	-191135	-182454	-180840	-174479	-166360	-158190	-150092	-149000	-144249	-135624	-132847	-119326	0	-110321	-104228	-98665	-92670	-92670	0	0
