CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	 2014	 2013	 2012	 2011
Tài sản ngắn hạn###Current Assets	250075	367739	327931	328070	310882	318389	379333	331260	331672	318343	315662	326821	224732	225130	284958	329402	335702	300050	300748	341094	368959	473579	496900	497876	671073	705154	656647	878608	702166
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	35747	2110	3284	3284	1976	5756	6765	5988	5988	2627	6208	53649	74378	69078	5053	8039	3119	14373	14373	13174	10429	7395	33547	33547	14764	164841	46482	215269	117124
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	5300	0	0	71	71	71	1700	1700	0	0	0	0	37300	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	66233	60714	48998	49098	92152	66039	60148	56570	56570	51254	53926	41441	25338	25338	43477	40936	50397	29408	29408	54434	37905	155297	103960	103630	194902	128465	254689	236567	238602
Hàng tồn kho###Inventory	146998	303692	274845	274884	214629	244998	311420	267606	268019	263052	254054	230506	123745	124143	234973	278586	280028	254748	255447	269738	316619	309499	358356	359326	457604	366372	349401	409027	334226
Tài sản ngắn hạn khác###Other Current Assets	1097	1223	804	804	2124	1596	1001	1095	1095	1411	1472	1225	1270	1270	1455	1841	2086	1449	1449	2049	2306	1388	1037	1372	3804	8176	6075	17745	12215
Tài sản dài hạn###Non-current Assets	149526	142053	145427	145427	148916	156490	159394	164375	163963	167462	171672	175816	178919	178919	181449	212291	217287	223148	223148	221996	225510	232111	249172	249172	248714	236002	247511	260435	253012
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	60	60	60	60	60	60	60	60	60	60	60	60	84	0	0	0	0
Tài sản cố định ###Fixed assets	91602	83401	85558	85558	87562	89897	91726	94511	94099	96687	99016	101703	104274	104274	105957	134878	137979	141848	141848	138907	143236	146737	151936	151936	145332	166132	174732	165803	161654
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-233176	-231891	-229905	-229905	-229066	-227041	-224894	-222602	-222602	-220254	-217849	-215294	-212742	-212742	-210223	-279660	-275843	-271869	-271869	-268750	-265994	-261768	-255549	-255549	-251224	-239751	-223526	-204394	-182509
