CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	 2009	Q4 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	460042	418189	383141	402990	401926	410810	411642	452524	456275	428600	430737	419978	471419	479691	494695	481726	482445	523288	528144	565807	508393	445809	453022	457102	416630	437659	423334	436485	437177	388840	352359	334648	375801	376330	348047	343735	338794	349488	349704	342189	319975	316482	343158	343051	341408	314301	269608	281479	281479	241180	249478	240006	240006	163872	287236
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	34402	21967	19951	57258	34671	20422	29392	40623	40623	57748	68670	131417	157294	157294	124633	139519	183053	226018	226086	170050	109361	80693	106659	106659	57475	82791	50106	71963	84763	50536	38783	31941	65062	65062	25089	18070	16144	18048	18048	19743	22442	13213	40788	40788	18503	13774	12769	37223	37223	3229	9639	17812	17812	7105	9903
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	75081	62593	62589	25282	24807	48815	22348	27344	27344	16992	22398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	581	0	0	0	0	0	0	0	521	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	226634	203761	183155	201248	194584	216727	231599	172764	173116	163405	178684	159984	186071	186252	187120	177898	163704	134739	133549	184219	183954	200601	156558	161447	168321	137598	190562	169794	153211	153727	128130	129323	131479	131505	152286	154392	156332	163398	163398	156956	150563	148916	153360	153301	174523	159073	153572	143282	143282	139683	138087	126315	126315	62286	187191
Hàng tồn kho###Inventory	122895	128718	116467	118224	143934	122683	126952	200864	204262	179934	154842	122989	122966	131058	173769	158337	134292	159653	165631	205851	210167	163935	186554	185745	188497	212859	178772	193244	193138	180569	180513	167363	172466	172656	165631	166713	161613	163281	163496	160688	141867	150595	144590	144590	139774	132821	98818	94776	94776	95243	98056	92971	92971	91573	89265
Tài sản ngắn hạn khác###Other Current Assets	1029	1150	980	980	3931	2162	1351	10928	10928	10520	6143	5588	5087	5087	9173	5972	1395	2879	2879	5688	4911	581	3252	3252	2337	4410	3894	1485	6064	4008	4933	6020	6794	7107	5041	4561	4704	4760	4760	4803	5103	3758	4421	4372	8061	8053	4449	6198	6198	3025	3696	2908	2908	2386	878
Tài sản dài hạn###Non-current Assets	198201	188251	191718	173649	162695	166999	171887	189242	189242	200471	190033	185540	186836	186624	169014	163082	155667	152975	153019	143677	130614	124487	122391	123883	111886	111768	104972	105450	105555	113484	114558	113274	115703	115729	112459	104310	107216	104828	104828	109282	109976	112263	110959	110851	117669	120934	119845	122887	122758	118086	119451	114869	114869	101479	107093
Các khoản phải thu dài hạn###Long term Account Receivable	31157	36642	36642	8349	6202	6202	6202	6202	6202	6202	6584	382	382	382	382	382	382	382	382	382	382	382	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	106	106	106	106	106	106	106	96	0
Tài sản cố định ###Fixed assets	105731	108733	112700	112700	114352	118199	122302	139518	139518	187561	176377	173433	179440	179440	148993	145830	138291	135770	135770	115903	108881	107736	107549	108914	98047	100725	98638	99815	99889	91614	94602	104747	106984	107010	103768	95619	97818	92097	95320	87905	88480	90043	87328	88920	95698	96759	93720	96173	96726	92175	94021	90054	90054	97873	103690
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-193970	-190264	-187385	-187385	-183450	-185709	-181793	-186453	-186453	-193435	-200383	-195702	-191189	-191032	-188355	-182980	-178798	-173788	-173788	-169275	-165059	-161069	-157255	-157821	-154206	-150571	-147011	-143332	-144862	-141380	-136818	-133236	-129543	-129550	-125858	-121931	-121824	-118130	-115897	-112321	-108998	-105027	-102633	-102633	-100974	-93064	-89934	-83731	-83731	-78372	-76149	-70578	-70578	-60903	-54561
