CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tài sản ngắn hạn###Current Assets	125845	123286	122058	128498	128433	133156	145645	141276	141276	153510	140512	136299	142288	142290	144181	139320	154279	154426	154911	204994	168967	158798	132143	132217	153946	205541	201923	159441	159241	199643	210604	235555	182177	164768	188644	225932	200423	160090	157623	171517	183086	199948	124186	123852	145568	176748	160415	165433	164400	151257	174696	256736	218263	224474	242371	220427	307207	223869	223830	272441	255207	267167	213578	213578	255502	161246	160258
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	2566	4033	10294	10294	6819	4455	10449	10319	10319	37411	35890	34612	40332	40332	33988	31786	42891	52531	32524	26310	34409	51654	29809	28809	30907	34587	30211	24160	24160	31809	35708	75710	27868	47868	50191	53101	65141	55739	55739	56247	56386	68332	33170	33168	49884	62270	50741	69082	69082	34974	40803	49062	48638	48638	45115	47328	71203	19538	19538	44305	31600	50598	57259	57259	66437	39431	33929
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	15500	15500	21000	21000	21000	21000	21000	21000	21000	0	0	0	0	0	0	0	0	0	20000	20000	20000	0	0	0	20000	20000	20000	20000	20000	20000	20000	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	426	426	426	426	426	0	5000	5000	5000	5000	5000	5000	60438	60438	11962	35919	43158	68684	68684	48443	70825	76254
Các khoản phải thu ngắn hạn###Short term Account Receivables	61700	55193	55083	60606	67089	71247	71844	74392	74292	80962	72802	72692	74910	74917	76374	78765	80820	72771	71762	124816	78917	68816	61223	61429	64167	97481	101402	84093	83177	101406	112651	114245	103581	87820	91164	129646	68664	53269	52996	59309	73567	78270	55663	55304	51056	80621	71826	71346	71350	69569	67105	159815	135197	142856	149450	129076	192991	100338	100428	168774	141754	136898	59590	59590	95544	21354	16767
Hàng tồn kho###Inventory	44763	41554	35066	35066	32839	35084	41238	35169	35169	34550	30876	28659	26777	26773	33568	27748	29515	27344	28403	31874	33107	35546	38045	38045	36530	47117	40614	27505	27354	40722	36498	39284	26248	26248	40266	36603	55576	38753	38922	45378	43360	43276	26809	26806	35353	25510	29762	18551	18578	35786	45308	36809	21357	21619	35176	36641	33778	41424	41296	45591	42618	35200	26705	26705	42284	28452	33245
Tài sản ngắn hạn khác###Other Current Assets	1316	7006	615	1532	686	1370	1114	396	496	587	943	337	269	269	251	1021	1052	1780	2222	1994	2533	2782	3067	3935	2341	6356	9695	3684	4550	5706	5747	6316	4481	2833	7023	6581	11042	12330	9966	10583	9773	10069	8544	8575	9275	7921	7658	6027	4964	10501	21480	6051	8071	6362	7629	2382	4235	2131	2131	1809	3316	1313	1341	1341	2794	1185	63
Tài sản dài hạn###Non-current Assets	14136	15005	16647	17219	18049	18774	17597	19360	19360	20372	20896	21432	22667	22667	23143	24131	45141	26703	26356	25917	26878	27762	28375	28375	29501	30529	31559	32613	32613	33222	35005	36251	37109	37114	38066	68509	576432	540634	565638	566891	568196	539693	541253	536022	521572	500441	465159	461680	450487	431071	425473	305895	294474	272403	228824	182774	164579	150557	150557	130610	131125	128035	124585	124585	118031	110859	75847
Các khoản phải thu dài hạn###Long term Account Receivable	105	0	105	0	0	0	0	0	0	440	440	0	100	100	100	100	20100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113121	0	0	0
Tài sản cố định ###Fixed assets	13715	14415	15289	16301	17048	17682	16371	18001	18001	18659	19421	20328	21235	21235	22160	22958	23583	24791	24791	25396	26335	27273	28212	28212	29199	30185	31172	32158	32158	32699	34296	35496	36570	36575	37751	68251	576145	40456	565320	566891	568196	539693	46336	536022	521572	500441	465159	47107	450487	431071	424485	304709	292497	270426	225661	178425	159644	143836	143836	123558	122023	117748	113121	113121	106367	96252	67087
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-86806	-84959	-85645	-88020	-91692	-90591	-89757	-92355	-92355	-91484	-90686	-89779	-89100	-89100	-88175	-87251	-86625	-85417	-85417	-84478	-83539	-82600	-81662	-81662	-80675	-79689	-78702	-77716	-77716	-77558	-75962	-74896	-73822	-73817	-72641	-72085	-71879	-70672	-70672	-71771	-70810	-69492	-69899	-69649	-69171	-67886	-66526	-65176	-65176	-64193	-61621	-60689	-58768	-58286	-57322	-55374	-55524	-53195	-53195	-52227	-49227	-47222	-45325	-45325	-42915	-36950	0
