CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	1306436	1170019	1049052	385023	328696	280385	250932	220980	219634	116000	149824	92091	98357	96456	89136	87463	111729	30273	30065	28580	29436	18061	18235	18234	26530	28415	18741	20348	20794	14228	11075	18161	16275	16275	25952	22539	34504	27832	17862	19401	15847	20060	13360	13325	20185	25761	20785	25951	25951	58224	141138	0	115659	81201	128536
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	101648	1589	35866	35872	81509	46089	5520	12780	12780	6163	5055	4150	12612	6612	7328	15668	12346	3421	3421	4275	4178	5188	5834	5834	2495	5395	440	4046	4051	4569	1186	3819	1382	1682	1056	600	654	5071	5071	6051	4601	9087	4878	4878	9888	17139	14552	18551	18551	40928	124527	0	83106	20444	15028
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	20300	20300	20300	70330	23600	38600	14813	11513	4213	10213	10213	10213	19501	25501	26588	19088	15088	8088	8088	11087	8588	5300	5800	5800	18300	13800	14300	14300	14300	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	18976	58398	67671
Các khoản phải thu ngắn hạn###Short term Account Receivables	390771	376029	323195	245046	206656	167770	128794	180394	180448	82861	117606	60295	63749	63749	54662	52200	47714	18263	18054	12690	16108	7129	6147	5938	5033	8604	3385	1724	1725	8370	8609	13553	14059	14059	24275	21190	32203	21083	11113	11488	9817	9502	7370	7334	9476	8102	5026	6444	6587	8937	8113	43537	10454	185	33327
Hàng tồn kho###Inventory	792892	756058	653171	14834	9906	23356	99977	14508	20406	14430	14430	14430	132	132	101	55	33082	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
Tài sản ngắn hạn khác###Other Current Assets	824	16043	16520	18941	7025	4570	1828	1787	1787	2334	2520	3003	2363	461	458	452	3498	492	492	528	563	444	454	662	702	616	617	278	718	989	979	489	533	533	621	749	1647	1679	1679	1863	1429	1471	1113	1113	821	521	1207	956	812	8355	8495	0	3122	2145	12510
Tài sản dài hạn###Non-current Assets	371460	346300	340644	976817	719068	459052	226582	216238	215879	217302	220198	221615	222971	225426	226820	236475	245937	246577	244993	256079	257382	258801	259105	259796	250166	254815	260228	262372	259753	291114	297940	296827	309440	309440	308252	331396	342245	344913	354883	355578	352324	347869	348155	350232	351375	353906	390769	393449	393449	405901	427088	0	407130	84170	59063
Các khoản phải thu dài hạn###Long term Account Receivable	22755	753	753	853	853	752	752	6649	752	751	746	746	746	746	746	746	704	959	659	644	614	514	309	340	324	308	308	308	308	308	308	1308	1308	1308	1308	1308	1308	1308	1308	1308	1308	1308	1338	1338	1318	1318	1006	1006	1006	2006	2006	0	2006	2006	102
Tài sản cố định ###Fixed assets	31736	31838	31940	31940	31879	31970	32061	19013	19013	19104	19195	19286	19377	19377	19468	19559	19650	19741	19741	19832	19923	20014	20105	20105	20196	20287	20378	0	20469	20560	20784	217	351	351	311	385	647	792	792	902	929	1032	1199	1046	1217	1389	1562	4476	4476	4402	3699	0	4146	4375	4497
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-2283	-2230	-2176	-2176	-2125	-2078	-2031	-1984	-1984	-1937	-1890	-1843	-1796	-1796	-2264	-2217	-2170	-2123	-2123	-2077	-2030	-1983	-1936	-1936	-1889	-1842	-1795	-1654	-1748	-1701	-1501	-2114	-2067	-2067	-2020	-1946	-2463	-2320	-2320	-2175	-2034	-1888	-1722	-1874	-1704	-1531	-1358	-2793	-2793	-2505	-2374	0	-1957	-1137	-395
