CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	 2005
Tài sản ngắn hạn###Current Assets	84204	90173	85221	86391	83968	80997	81937	94383	94634	87820	85114	78099	70967	70964	70244	73273	77105	70169	69114	64333	71117	63491	62743	64213	69509	65557	61081	58973	58071	51020	49426	42059	42097	42097	41136	42229	34424	31708	30911	36760	39150	40170	36031	35067	44620	62479	63279	53384	54044	54192	53806	60335	62671	62697	50686	59350	64735	62623	62478	60623	90849	88721	88576	88576	93157	23667	23495	18253	18658	18959	9794
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	37836	32976	22185	22185	14149	10582	13714	11827	11827	12715	11027	7973	7912	7912	6982	8182	10023	7914	7914	7848	6687	6144	8445	9194	9395	10820	7120	4690	4690	2299	3372	2159	1501	1501	3778	4156	2681	3708	3715	3832	3666	2979	3805	3805	7249	10080	8383	5287	5287	6762	5396	19115	32138	32138	19683	25076	28306	18439	3280	14156	14034	3939	9635	9635	71600	5780	6387	6352	6352	4735	1674
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	1157	1157	1145	1145	1133	1133	1133	1134	1134	1136	1136	1136	1112	1112	1121	1121	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	1682	1369	1017	16017	1625	13151	64051	63989	63989	3458	3384	2810	1071	1071	1455	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	20226	28118	33393	33539	34238	31224	29263	32852	33102	31242	34427	34840	35381	35381	34354	33298	35007	33089	33357	30146	41208	34999	36099	37984	39686	36649	33898	36108	34863	32251	30387	27006	27735	27735	23502	24600	20428	15861	15245	18847	20602	22134	19127	18197	21781	34298	32781	33125	33881	30695	32047	28166	15216	15242	11803	13239	18320	28812	30672	17407	43617	13877	6483	6483	10438	7971	7754	7181	7349	6592	5705
Hàng tồn kho###Inventory	25374	27925	28997	28967	34326	36910	37808	46273	46273	41634	37284	33195	26354	26354	27531	29805	30455	27485	26450	24555	21791	21100	16847	15087	19541	17190	19846	18175	18210	16139	15373	12774	12813	12813	13726	12908	10341	11899	11899	13871	14769	13251	12513	12513	15043	17495	17050	10042	10042	12708	12958	9991	12820	12820	15641	16874	14495	11839	11837	24620	19490	6515	5740	5740	7140	5685	6135	3478	3478	5557	2028
Tài sản ngắn hạn khác###Other Current Assets	768	1153	646	1701	1255	2281	1152	2275	2275	1084	1232	958	186	184	243	854	485	546	256	672	319	127	232	869	887	898	216	0	309	332	294	120	48	48	130	565	974	240	52	209	113	1806	586	553	547	605	5065	4931	4835	4026	3404	3063	2497	2497	3051	2479	2245	2515	670	2816	557	339	2729	2729	521	846	409	170	407	618	387
Tài sản dài hạn###Non-current Assets	80069	81173	83504	82298	80069	81237	82890	83144	83144	85373	87108	86959	87390	87453	86227	86458	88415	87825	88185	87147	86872	87302	87201	86164	86167	86778	87378	88923	90151	90622	90803	92159	92954	93252	94611	96025	96318	98833	98833	98728	98841	90057	91881	92213	86865	85566	89042	86996	81769	77951	71432	65073	62550	62554	53004	43739	42082	42680	42969	42640	27842	16455	17354	17354	13324	12591	12741	13188	12801	12655	11569
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	15	15	0	251	265	265	406	406	407	407	407	406	406	390	390	390	390	390	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	76633	77216	78950	79013	76207	76791	78461	78709	78694	80333	81817	82022	82825	82819	81182	82407	83588	81444	81444	82709	82305	82425	82294	82294	82091	82550	82587	84399	84366	83917	85286	88413	89899	90353	91214	92351	93163	83683	95501	95181	95139	86666	82783	88821	83103	82829	85713	75891	79559	75561	69148	62917	60782	60782	50391	42465	41221	42063	42469	42135	27337	15950	16465	16465	12819	12086	12236	12277	12296	12150	10816
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-72927	-71247	-69582	-69518	-67933	-66348	-64757	-63156	-62839	-61257	-59677	-57919	-56339	-56074	-54493	-52898	-51235	-49641	-50570	-48975	-47310	-46285	-44670	-44670	-42913	-41152	-38889	-37225	-36530	-34818	-33137	-31353	-29782	-29432	-27924	-26631	-25953	-24221	-24221	-22408	-20671	-19586	-18148	-18164	-16517	-15619	-14233	-13101	-12610	-11854	-11119	-10903	-10172	-10172	-9488	-9031	-8589	-8018	-22076	-21480	-20905	-20450	-5873	-5873	-19809	-19339	-18838	-4043	-18326	0	0
