CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	3084246	2797704	2992505	3003500	2755572	2533918	2337108	2563547	2575680	2458457	2486012	2209237	2190421	2194740	2191229	2001392	2051987	1518984	1547258	1533380	1300332	1178428	1169337	1171284	1265887	1131687	1125742	1167262	1167263	1125324	990869	1028593	950506	955756	937220	1017530	1084266	1056121	1037956	1033223	910795	860156	878528	875324	1122813	1117092	903054	805692	768300	789612	745402	611236	519145	514950	516557	374576	298024	157081
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	82312	58163	142416	164124	91666	81308	75428	181021	217695	125847	153303	138531	117083	67788	62306	45243	54661	67864	69423	51097	32374	45785	34148	34148	125761	42805	46359	98149	98149	76678	31448	26412	22782	22782	37533	36673	47259	131788	131788	31732	29143	23756	59926	59928	24921	26997	24454	85312	83807	48347	37000	13750	26426	26427	11024	36400	11918	15524
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	154483	112831	89463	89963	94661	55853	44153	44153	7800	1500	1500	1140	1140	50960	50600	0	4000	0	0	950	25440	0	0	0	0	0	0	36051	36051	35379	35379	35379	33044	33044	39530	92519	99994	36226	17142	8830	12817	12717	10388	10388	23520	55520	35708	39855	43641	1076	0	13700	13700	0	13500	23836	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	1718688	1520806	1615044	1600375	1516106	1387509	1264856	1275217	1289768	1251236	1128981	1040039	999373	1006042	864981	761327	972839	618874	643462	700617	511070	468832	477353	477274	419492	452049	422789	350285	350233	319719	261330	306731	259313	267191	274902	253665	365380	375036	374449	374999	335044	308320	350423	349620	436012	401800	309319	335382	353098	255641	359961	331516	292730	309569	128188	156505	107383	52135
Hàng tồn kho###Inventory	1065087	994242	1050771	1052294	963297	935196	893808	1003049	997850	971598	1061019	917906	977936	979496	1076522	1104206	948759	775576	773394	732021	689100	627315	627914	627849	697967	623978	643631	621113	621113	607165	587024	588765	569104	569110	495538	521626	415154	395517	394395	460639	394411	349938	354579	351855	472032	488457	376830	268718	261319	367246	329579	229589	175823	176213	351648	144282	167763	81683
Tài sản ngắn hạn khác###Other Current Assets	63676	111662	94811	96744	89842	74051	58864	60106	62567	108276	141209	111620	94890	90454	136820	90616	71728	56669	60979	48695	42348	36497	29922	32014	22668	12855	12963	61664	61717	86383	75688	71306	66262	63628	89718	152543	156478	117553	120181	157022	139381	165426	103212	103532	166327	144318	156744	76425	26434	117303	18862	22681	10467	2740	12198	13554	10959	7739
Tài sản dài hạn###Non-current Assets	1029642	1156452	1068731	1073566	1014296	1016491	1003315	965976	958498	916786	885093	871799	787004	788312	783241	734658	668526	615541	636969	493188	612121	627476	616609	616598	580190	573029	552683	508258	508258	503993	484176	483717	473282	484780	558201	555620	566536	558129	580838	629009	600208	594395	588643	586780	403658	397044	363943	305502	341140	243926	238440	232767	242264	242722	232460	209946	153097	92995
Các khoản phải thu dài hạn###Long term Account Receivable	5008	3762	3786	3786	1372	1344	914	893	940	5151	698	641	561	561	7219	340	42568	179	11670	12514	7166	7166	7166	7166	8236	8166	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0
Tài sản cố định ###Fixed assets	681309	678916	677456	677428	680403	556815	560001	562943	563031	533349	488960	497411	467899	508895	467143	293455	433628	296402	292268	284757	332627	391009	404889	405476	410973	397731	397934	384363	360457	359389	340420	337559	345448	353936	447360	444359	452521	412072	448058	446634	421510	415529	383697	414870	305483	305283	273984	219725	268930	226481	214391	217313	218544	218426	209017	184869	139077	87444
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-443639	-425444	-407562	-398757	-392413	-381609	-367479	-352223	-352138	-291978	-278133	-266007	-252479	-253387	-238712	-231239	-208109	-211799	-211557	-201509	-239445	-265578	-253041	-154652	-243647	-229906	-216128	-204538	-204538	-196998	-186472	-176272	-166356	-165983	-175336	-164014	-156804	-145914	-146652	-136475	-134240	-126408	-118397	-119083	-94652	-88507	-82262	-78153	-75878	-68401	-61024	-51728	-49163	-46683	-44614	-27262	-15517	-8925
