CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	 2009	Q4 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	74319	84318	81360	81659	81781	78778	82608	88985	88988	104617	110606	95900	108757	108481	103596	98479	100987	85746	85659	76787	85376	85842	84476	84484	85121	89536	96390	93728	94032	100432	101840	100406	102017	102072	112876	117344	108642	118534	119076	125769	131347	160860	185496	186453	229203	164089	148655	125010	125013	120185	86719	119451	119451	118430	82614
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	4704	2906	902	902	1078	1732	2380	4236	2882	1871	906	1288	5646	5661	1065	1474	1095	2481	2481	823	908	824	1419	1419	2784	1725	4229	2987	2893	7178	6614	4179	3064	3064	1859	2586	839	717	717	1368	3559	3730	3830	3830	31948	2337	16391	2245	2245	958	2485	6166	6166	822	308
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	1151	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	20342	28758	30908	30931	27185	19399	20807	16382	17742	30861	28378	29133	37348	37348	30214	23402	21852	24145	23941	24008	30674	33427	26693	26693	27478	28804	32983	27395	27398	27829	30717	29241	27974	27965	30444	34271	34077	32397	33034	41004	40241	50000	42041	47109	51479	48068	45576	39444	39444	41349	37819	34510	34510	64319	17417
Hàng tồn kho###Inventory	49273	52094	49550	49826	53396	57528	59201	65974	65974	69158	78134	64122	64906	64906	69295	70785	75040	57949	58066	51688	52989	51098	55738	55746	54627	58227	58019	62328	62377	64477	63774	65973	70331	70400	78398	78366	70912	82685	82587	80445	85368	104755	136410	131907	140145	106993	85996	82099	82099	71174	43249	76640	76640	52020	63499
Tài sản ngắn hạn khác###Other Current Assets	0	560	0	0	122	119	219	2392	2389	2727	3188	1357	857	566	3021	2819	3000	1172	1172	267	804	493	626	626	233	780	1159	1018	1363	949	734	1013	648	644	2174	2121	2814	2735	2739	2951	2179	2375	3215	3606	5630	6691	692	1223	1225	6705	3167	984	984	1268	1390
Tài sản dài hạn###Non-current Assets	37698	39645	41608	41608	43676	45746	48121	50184	50184	49534	47043	48631	45891	45899	45448	44786	45966	47691	47691	47750	47470	48749	49070	49070	49598	51457	52845	54575	54575	53887	55491	58222	59860	59818	60918	61979	62589	64133	64133	65369	66988	69157	70735	70747	56307	55360	53856	55647	55499	51669	51461	51113	51113	48748	43335
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	195	0	0	195	0	0	0	0	0	0	0	0	0	0	0	803	803	1580	1580	1580	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	37630	39518	41412	41412	43396	45375	47457	49539	49539	44366	46144	48085	45135	45135	44992	44345	45738	47436	47436	47324	46878	48368	47743	47743	47285	49092	50475	52005	52005	50878	52310	55155	56638	56595	58045	58945	60047	61366	61388	63132	64533	66333	67819	67899	54070	53735	52237	52984	53689	50149	51020	50670	50670	48687	43143
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-101269	-99396	-97518	-97518	-95549	-93496	-92634	-89694	-89694	-87945	-86160	-84842	-83153	-83153	-81742	-80044	-78347	-76649	-76649	-74945	-73353	-71768	-68489	-68489	-65567	-64340	-63069	-61804	-61804	-60579	-59391	-62022	-60815	-61809	-60633	-59486	-58974	-57650	-57650	-56260	-54838	-53140	-51441	-51441	-50524	-48887	-46250	-44506	-44506	-43335	-41731	-37747	-37747	-37417	-34730
