CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	25096	19557	20230	20135	22210	26122	17863	19708	19708	21349	20616	17789	18210	18210	19302	19592	17965	18472	18472	19723	19433	19473	19112	19217	22084	19223	17875	19320	19320	23277	20715	20569	20705	20705	23697	21504	20994	21245	21245	24250	22456	22233	20778	20778	24088	23232	21571	23130	23146	24075	23122	22309	21902	21902	24488	19165	19703	19424	19424	22634	21531	22085	20307	20307	20987	8333	8333	5648
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	1521	3913	2127	2127	2610	1711	1394	4393	9393	6754	1574	1704	2537	2537	4569	2540	418	2749	2749	3199	1640	4751	6007	6007	4769	2478	3370	1414	1414	3420	1068	2287	3528	3528	2521	560	2900	3203	3203	2267	1151	2968	2841	2841	2112	719	634	2048	2048	4648	3345	6101	6398	4398	4543	2281	5232	7856	7856	4151	4361	4907	4566	4566	6670	3760	3760	2878
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	6000	6000	4000	0	3000	5000	0	0	2000	3000	6000	6000	3000	2126	5090	3590	3590	1609	1609	117	117	117	200	204	0	0	7400	4400	4400	4400	4400	4400	4400	4400	4400	4700	4700	4700	4700	4700	4700	4700	4700	5000	5500	6000	6000	6000	6000	6000	6000	8000	8000	6000	6000	3000	3000	3000	3000	3000	3000	3000	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	15798	8941	6057	5962	8375	17518	5563	3368	3368	7798	9880	5938	2573	2573	4301	7090	5332	4868	4868	7169	8935	7101	5396	5396	8538	8089	5887	9700	2300	5073	5252	4110	3123	3123	6267	6947	4088	3436	3436	6285	6276	4359	3857	3857	7898	8580	7463	7145	7161	9255	9565	7869	6233	6233	11899	9533	9178	7017	7017	15638	11020	10584	8226	8226	10188	2752	2752	1433
Hàng tồn kho###Inventory	7541	6182	5572	5572	7222	6783	7374	6867	6867	6788	7102	6941	7089	7089	7371	7806	7039	7249	7249	7733	7219	7377	7579	7579	8445	8299	8612	8206	8206	10385	9995	9771	9653	9653	10509	9597	9606	9906	9906	10998	10330	10206	9380	9380	9378	8932	7975	7937	7937	4145	4212	2339	3268	3268	20	1351	-706	1551	1551	-154	3150	3594	4514	4514	4085	1821	1821	1337
Tài sản ngắn hạn khác###Other Current Assets	236	521	473	473	2	109	532	80	80	8	60	207	11	11	61	30	85	16	16	13	30	127	13	118	132	154	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	3	3	26	0	0	0	0	0	0	0	2	2	44	0	0	0
Tài sản dài hạn###Non-current Assets	358	1151	1228	1228	1380	1307	1394	1396	1505	1183	1178	1150	1150	1150	1123	1151	1171	1147	1147	1117	129	0	105	0	0	0	686	686	686	582	582	586	586	586	407	407	326	312	312	335	337	267	270	270	389	391	727	710	710	1014	901	1016	1016	1016	1078	1068	1113	1113	1113	1420	643	643	461	461	461	536	536	0
Các khoản phải thu dài hạn###Long term Account Receivable	75	75	75	75	43	43	43	43	43	69	59	32	32	32	32	32	32	32	32	32	32	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	13	13	75	75	284	284	284	480	367	538	538	538	637	627	786	786	786	786	9	9	79	79	79	154	154	0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1009	-1269	-1269	-1269	-1269	-1269	-1256	-1256	-1256	-1193	-1193	-984	-984	-984	-788	-848	-678	-678	0	0	0	0	-368	0	0	0	0	0	-292	-292	-185	-185	0
