CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q4 2005	Q3 2005	Q2 2005	Q1 2005
Tài sản ngắn hạn###Current Assets	206035	145553	183379	179560	206068	217799	164033	146003	146013	358866	471449	292153	394732	394731	537168	718446	337372	278717	278717	386423	358938	174855	230779	230779	295447	310735	166504	152267	128912	188631	209295	141457	106178	106366	141339	155600	114597	139426	139031	379312	508167	600599	635138	636744	872513	667117	364036	281518	281518	368147	411236	272611	155113	154660	211603	163591	119944	166233	167704	305460	215974	164272	112041	112041	173995	262298	270505	117989	117978	225860	239866	176715	210764	210364	330579	334614	313153
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	1152	1782	4466	4466	2477	15625	14125	24830	24830	73035	79192	82657	31512	31512	17068	20890	64081	137193	137193	131939	26982	7513	20730	20730	18776	25040	12918	30161	30161	61794	10702	1875	28649	28649	8134	5475	3054	7731	7731	9253	2916	9607	52031	52031	19646	39132	140059	124170	8512	16223	2389	12571	7282	7282	14274	17162	7111	7583	7583	6377	9398	10809	4829	4829	653	2308	12956	6692	6692	14923	2347	10583	9986	9987	4555	4205	8158
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	13009	13009	13009	13009	13009	9	9	9	9	28009	28009	28009	133747	133747	113747	71009	51009	1009	1009	8106	8106	1009	1009	1009	1009	1009	1009	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	70	4059	8425	1404	117062	5753	3888	6752	3429	3429	1301	2954	2036	2394	2394	2890	2863	4787	4653	4653	3689	3560	4137	2466	2466	3617	1465	1936	3980	3980	6595	6595	6455
Các khoản phải thu ngắn hạn###Short term Account Receivables	27715	22345	52100	52772	23828	13409	12557	42515	42525	22320	12101	40464	46245	46245	113725	159212	66369	52850	52850	84910	62284	35077	48115	48115	37344	80742	30689	29549	32093	46511	50220	41800	32750	32930	76875	28223	15715	22794	22399	56654	75098	44029	48758	50456	63862	185956	12175	44006	44006	44367	74893	34104	34065	33612	90325	48250	25417	40661	40801	52367	54717	22774	29347	29347	45973	45008	17373	25212	29786	57143	39370	34963	36701	39319	61459	40096	37858
Hàng tồn kho###Inventory	162148	106510	111671	107180	165745	187680	135461	77045	77045	233835	350735	139630	181090	181090	290713	465323	155003	86678	86678	159567	259580	129610	158681	158681	236452	202369	119920	89996	64587	77099	142120	89089	40033	40033	52276	118691	92031	108514	108514	306687	421981	521921	515660	515638	767718	411123	192943	106093	106093	283482	296342	200098	102357	102357	97616	83123	74293	94341	94168	215668	122833	109124	55240	55240	113563	199728	214933	73344	73348	142573	186186	123246	151179	151179	247839	258638	226776
Tài sản ngắn hạn khác###Other Current Assets	2011	1907	2134	2134	1008	1075	1881	1604	1604	1668	1412	1393	2139	2137	1915	2013	910	987	987	1901	1985	1645	2244	2244	1867	1575	1969	1552	2071	3227	6253	8692	4745	4754	4054	3211	3796	388	388	6718	8172	25028	18676	18606	21218	26846	10434	5845	5845	18323	33723	19085	7980	7980	8087	12102	11087	21254	22759	28159	26163	16779	17972	17972	10118	11694	21105	10275	5686	7604	10497	5987	8917	5899	10132	25079	33906
Tài sản dài hạn###Non-current Assets	76271	69206	69706	69706	64806	66717	66444	67698	67416	69083	64961	60766	61028	61028	58259	58186	56803	67287	67287	68903	67261	66671	74316	74316	88286	85246	87260	87920	88929	90510	89957	87782	82616	82826	83766	83493	97239	96320	96320	97007	94561	89373	88499	87104	79828	78756	73331	72850	72850	70390	65576	59585	60245	60517	52415	52349	50362	50886	50763	49801	47104	38854	50679	50679	57981	47279	26079	25212	25212	20496	20900	21649	21516	21460	22036	21857	21732
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	59036	58221	57632	57632	52958	53489	53636	53981	53981	53895	40226	42025	43571	43571	40513	40703	40961	44632	44632	46691	45747	45302	51314	51314	50764	46926	64730	54587	71537	71729	71147	69528	64691	65016	65840	64822	79295	75811	78265	74214	70181	65338	54831	43452	38796	37751	32581	27932	31880	29560	28844	28920	29508	29508	28090	27923	27772	28514	29031	29444	27103	18855	19530	19530	19845	20468	20883	20715	20715	20496	20900	21649	21516	21460	22036	21857	21732
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-49065	-50191	-50303	-50303	-48295	-46234	-44526	-42635	-42635	-40797	-39742	-37955	-36723	-36723	-35198	-33590	-34199	-34308	-34308	-33868	-32576	-31232	-30976	-30976	-29519	-27990	-26825	-34451	-34451	-33481	-32332	-31803	-30662	-30669	-29544	-28401	-34083	-32838	-32838	-31156	-29639	-30161	-29476	-29476	-28279	-27183	-26259	-25236	-25236	-24225	-23190	-22159	-21128	-21128	-20577	-19652	-18770	-17824	-17587	-16655	-15793	-15440	-14884	-14884	-14231	-13549	-12866	-12200	-12200	-11572	-11362	-10818	0	0	0	0	0
