CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	 2005
Tài sản ngắn hạn###Current Assets	2450655	2523425	2388906	2379826	2264059	2046587	2051828	2361097	2636064	2003337	1939591	1772482	1409848	1420066	1115921	1060779	866670	898456	906496	857165	755898	686133	491186	491186	462603	337061	323545	330291	329186	246951	227020	225104	198696	213156	195308	194555	171555	165878	162180	161746	157200	159816	154558	153778	154396	135473	146978	136598	131831	122246	120816	122028	122050	123649	110786	100255	94773	93429	99668	126201	119541	108846	86223	86223	66225	60998	67952	60046	60046	50159	46683
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	316126	209321	234654	224654	176711	280801	274745	853484	853484	308366	303947	206669	307873	312899	100767	182085	93542	154838	143826	97781	66275	66754	117920	98886	34659	12024	5656	8710	8710	8272	8016	9660	7616	7664	5498	4582	4503	3924	3632	4021	8659	4570	13204	13173	3050	5371	11476	10361	10263	7582	6755	3643	2115	5151	10473	7864	8071	1298	2792	3462	6246	13367	2060	2060	1618	1051	1347	2173	2173	830	1908
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	692715	728929	708368	684849	522635	384651	422814	261050	343957	220740	25494	83391	102905	102905	152376	20221	19622	19622	30237	34486	50478	23659	20468	39502	39335	10285	0	9370	9370	7600	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	906019	1067840	806472	875440	1009047	874087	826909	765798	956045	918365	1081658	1096395	636130	644901	527906	543193	420216	385260	396913	393507	365409	347117	238558	238558	278582	211633	234678	206706	206470	115812	121049	135723	109726	128238	111815	101181	88451	85425	83677	80785	89786	83386	77057	77848	83523	85443	84349	81869	79939	67579	71051	62996	74193	98795	76711	65833	59574	62332	70883	72468	70847	60376	49925	49925	38973	38087	42496	40963	40963	32721	31659
Hàng tồn kho###Inventory	477674	444815	525426	482005	458375	385575	428402	388537	388912	461004	446212	319129	314353	311349	295339	286860	308807	305355	304131	298023	249565	223401	110516	110516	109138	101847	71183	96738	95949	106982	88920	71261	68738	67816	71672	84053	72119	72128	68376	66221	55824	67949	59249	56328	59077	53800	47439	40336	35796	37966	38243	35134	31725	16023	20152	22946	24502	26248	25994	47339	42449	30293	32280	32280	24631	21266	23318	15370	15370	15143	13116
Tài sản ngắn hạn khác###Other Current Assets	58120	72521	113985	112878	97290	121474	98958	92227	93666	94862	82281	66898	48588	48012	39534	28419	24484	33380	31389	33368	24171	25203	3724	3724	889	1272	12028	8767	8687	8285	8035	8459	12616	9437	6323	4739	6481	4400	6495	10719	2932	3912	5047	6429	8744	3925	3714	4031	5833	9119	4767	20256	14017	3681	3450	3611	2626	3552	0	2932	0	4809	1958	1958	1004	594	792	1540	1540	1464	0
Tài sản dài hạn###Non-current Assets	5798247	5404214	5201420	5145966	5090219	5012057	4644872	4309983	4013027	3625889	3374061	2684894	2442802	2446908	2411087	1822885	1646586	1620013	1624950	1374369	420481	405681	225640	225640	204601	172856	84319	86624	85942	84081	83256	83077	83819	71580	70770	76673	79571	76321	76013	77630	81589	83399	86524	86688	78845	77649	80902	84111	84185	87418	88518	53143	53168	53050	51598	49625	44542	45476	33807	31659	28778	28778	29489	29489	29513	29115	20040	18065	18065	11189	12412
Các khoản phải thu dài hạn###Long term Account Receivable	35665	24828	25387	25387	29532	21440	20592	22143	28643	24845	30629	22309	25106	18559	18518	17180	14238	14258	8396	20119	12700	10188	3555	3555	3321	2770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	2988715	2575257	2615856	2599556	3280717	2489039	2544951	2142512	2142194	2164093	2146760	1684789	1690764	1690764	1612944	1247657	1225984	1197704	1201107	1039656	253465	239737	135182	135182	132621	131168	69779	72922	72636	74527	73941	77596	80128	68084	67016	66646	70710	68228	73052	74652	78571	78098	80727	81151	73360	73006	64747	67866	68127	71359	72363	36988	37013	36818	38900	39223	34139	35073	23800	22503	19613	19220	19884	19884	19312	18832	19240	17390	17390	10722	12004
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-1845800	-1492797	-1453087	-1469755	-1420868	-1373272	-1297889	-1010994	-1035061	-975945	-939004	-634413	-615496	-614489	-585613	-519720	-528225	-506172	-505710	-483331	-243748	-230040	-129839	-129839	-119949	-115676	-88545	-84862	-84862	-82512	-78985	-76677	-73733	-72649	-70992	-68058	-60965	-58060	-58050	-55623	-52240	-48871	-46764	-46813	-45387	-42779	-36246	-34860	-34595	-33266	-31731	-30196	-28661	0	0	0	-24133	-22611	0	-20718	-20284	-19621	-19043	-19043	-15539	-15039	-14063	-13979	-13979	0	0
