CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	597139	608774	599806	599806	653187	684594	725728	771570	771570	733517	807731	775105	995741	995741	776922	613370	643409	543886	543886	635297	576142	502879	424151	424151	411606	301540	218455	231298	231298	222899	278015	297729	281057	281057	326931	325305	356033	381900	381900	469088	387886	356317	314323	314323	348282	367172	361453	352287	352287	407598	397973	370253	260346	260902	300243	309054	224794	139341
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	2969	596	9768	9768	8327	19496	23519	34565	34565	14868	24125	30799	96767	96767	57460	56113	72750	49243	49243	50884	48965	30357	15364	15364	9946	16971	7923	14874	14874	7354	5422	14696	7560	7560	5945	13663	43308	20863	20863	95548	46020	41162	26616	26616	40915	78070	60576	67255	67255	70439	82700	70839	15004	15004	8822	17886	27892	1069
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	1000	1000	1000	5000	7320	7776	7776	10164	10164	5164	5164	5164	8680	3708	1320	1320	1320	7961	6211	350	350	350	0	0	0	0	0	1033	1033	3965	3965	3965	9965	3965	3965	3142	3142	7395	4921	7280	6555	6555	5195	7195	1	1	1	1464	1464	3750	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	227537	197461	204213	204213	282134	295421	316787	400782	400782	386178	428597	391404	421999	421999	389460	317930	394785	354402	354402	445717	388182	358347	313510	313510	302777	186070	118110	130059	130059	71117	73797	92519	104193	104193	107484	118422	119129	102783	102783	102253	100339	87792	79621	79621	89455	89327	109073	129089	129089	122607	134622	117849	84077	84598	52030	31725	52408	1184
Hàng tồn kho###Inventory	365075	404794	382483	382483	360020	363673	376290	332598	332598	327728	343612	336953	446966	446966	309041	220562	164422	130900	130900	126753	131596	110619	93194	93194	89712	90717	75567	73514	73514	124177	177755	169324	150417	150417	187513	166732	168426	231267	231267	232365	212756	204658	188248	188248	194713	179187	162984	131990	131990	177553	155238	155122	145621	145621	220140	238596	125087	131950
Tài sản ngắn hạn khác###Other Current Assets	1557	5923	3343	3343	2706	6004	9133	2625	2625	3743	6397	8629	22234	22234	10797	8602	6290	4177	4177	3262	3691	2237	762	762	1210	1572	16505	12501	12501	20251	21040	21189	18887	18887	24956	25455	21205	23022	23022	28957	24806	18740	16697	16697	15805	15667	21540	17398	17398	31805	18219	26441	15643	15678	17787	19384	15657	5138
Tài sản dài hạn###Non-current Assets	69997	72898	77792	77792	80892	86609	89789	93011	93011	95810	101964	105894	108683	108683	114860	121249	120438	121116	121116	101539	99346	95683	96849	96849	102313	100947	94035	87110	86829	82086	66408	68188	68231	68231	71204	75460	50750	53217	53217	55662	55057	45445	43633	43633	54563	52188	93323	95844	95844	104694	135587	134111	122930	122930	120248	129742	20075	4163
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6329	11328	11329	11328	16131	16441	13805	13805	13805	13805	13805	13805	13805	13805	13805	13805	13805	13697	13697	13697	13430	13350	12978	12979	22480	18255	16045	17045	17045	22570	19000	19000	26260	3952	0	0	0	0
Tài sản cố định ###Fixed assets	50171	52837	57317	57317	60184	65666	68609	71550	71550	74126	76904	80364	79859	79859	76057	65337	58836	58955	58955	38773	60776	22065	22528	22528	21208	19042	18098	62839	14207	15103	16617	43539	42445	42445	43303	44160	19079	18555	21038	22514	21081	18238	17409	17709	18388	19209	62194	62242	62542	61729	96863	96154	91178	91178	89791	92350	7330	3348
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-50739	-48780	-47964	-47964	-47008	-45812	-42869	-39928	-39928	-37030	-34128	-32340	-29450	-29450	-28182	-27710	-26287	-24228	-24228	-22460	-21138	-20392	-19995	-19995	-19138	-18539	-17819	-17220	-17500	-16694	-16624	-15901	-15047	-15047	-14561	-12497	-13821	-13465	-13465	-12481	-11811	-11132	-10500	-10500	-9889	-9280	-9044	-8454	-8454	-8009	-7978	-5991	-5510	0	-4926	-3155	-1505	-1018
