CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	 2005
Tài sản ngắn hạn###Current Assets	4271193	4190121	3819574	3861724	4040696	4344587	4534312	3870835	3875466	4172616	4564971	4075298	4026268	4036634	4205421	3669558	4064346	3952019	4106279	3373737	3099034	2604950	2316403	2313406	2665853	3346567	3687429	3571518	3599925	3491216	2741682	2425409	2505947	2514596	2627341	2644645	2358444	1723025	1709890	1900002	1901709	2010628	2047190	2000317	1815789	1541636	2026293	2085059	2135697	1450858	1287123	1526554	1264877	1271435	957061	908352	683783	549159	499459	402248	660891	596260	487200	516946	534762	499248	467616	386252	386275	320498	288020	244017
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	736629	677572	596391	596391	366954	239986	298940	190346	190346	396523	402300	281345	398426	391426	213273	213811	259192	265900	265900	231281	131025	122898	94869	237470	187821	444557	437058	458543	428543	459986	732578	367357	302958	302958	165528	234474	91793	196944	196944	224718	106353	113702	236433	236433	180423	48928	93250	142770	142876	89215	106523	78814	64398	50201	32156	43760	37917	180889	178005	18630	76277	65100	58123	58123	19694	26801	19485	22115	22115	20933	8856	23025
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	291254	287554	274460	274460	324263	278160	256690	238500	238500	148500	41178	79578	83300	100300	671936	758059	728187	778945	778945	937314	892953	690536	764212	609611	674071	618670	437749	617395	646895	553511	143011	30766	24690	37742	27893	17264	18614	18883	7683	8036	8687	7970	8130	8130	10114	8455	7292	56672	56672	59149	58367	54656	56787	84922	128767	13795	12855	10724	10724	14779	15856	40184	35924	35924	18685	29223	25479	22845	22845	11790	9139	10019
Các khoản phải thu ngắn hạn###Short term Account Receivables	1696537	1643697	1429997	1464066	1659393	1797426	1952281	1625519	1632934	1723510	1838508	1676271	1658861	1659256	1455721	1394377	1442860	1321468	1475729	1162645	1054100	923619	832308	841525	975449	1095977	1136284	1185409	1207460	1477837	1221253	1126126	938879	934735	1118437	1268167	1263962	1092160	1090329	1130404	1245349	1183539	1187249	1284674	1030741	997564	980683	943443	995984	669985	700988	579615	702906	711822	443540	417584	403119	227571	184992	193885	189096	156094	230263	259518	317403	271011	248886	220618	220528	182962	173620	133751
Hàng tồn kho###Inventory	1292318	1254778	1204021	1209248	1349581	1687503	1619207	1418880	1406566	1570762	1956053	1765889	1671880	1671880	1687026	1170676	1483499	1437003	1437003	939809	920384	739846	490586	490693	683089	1036654	1494372	1159804	1166850	897540	602570	844738	1157610	1157610	1222863	1017893	888213	372737	372595	504849	500772	637735	423087	423067	537544	451507	877735	855821	855855	548955	388494	710381	338865	327291	252727	134418	74820	97728	94578	135918	297563	253389	102944	102944	125802	80564	105407	53183	53168	39709	43298	27824
Tài sản ngắn hạn khác###Other Current Assets	254455	326520	314705	317559	340506	341513	407195	397590	407120	333321	326931	272215	213800	213772	177465	132635	150610	148702	148702	102689	100573	128050	134429	134108	145423	150710	181966	150367	150177	102342	42270	56421	81811	81551	92620	106846	95861	42300	42339	31995	40548	67683	192291	48014	56968	35182	67332	86353	84310	83554	32752	103088	101921	97198	99871	298795	155072	32248	31161	39036	82098	81493	59945	60436	53177	91648	68359	67491	67619	65104	53106	49398
Tài sản dài hạn###Non-current Assets	1205968	1233439	1256735	1250650	1172862	1162465	1200776	1212352	1211579	1208556	1148177	1057084	1028449	1018678	935973	915866	760984	698701	698629	685807	698950	704671	710566	715229	629872	583657	554008	531579	519870	514737	532494	550215	562026	559013	433777	404181	403663	417263	415102	372082	340363	317034	328072	339838	357396	357982	371882	379581	378479	331092	324532	318308	298246	298040	224494	219975	207074	202102	181701	172746	152785	131853	94968	95018	76896	29981	15735	10792	10792	7995	4346	1267
Các khoản phải thu dài hạn###Long term Account Receivable	6727	6727	5923	5923	2723	2713	10084	12844	12584	21253	21852	22104	3419	3281	5391	4991	4973	5013	5013	10193	10522	6085	6226	10343	0	0	0	0	0	0	0	0	0	0	0	286926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	830402	847280	784934	784934	795929	859660	847631	862211	862211	807913	816947	659025	673911	673911	604324	595276	479143	476474	476474	486333	493916	484982	437581	438628	330372	339021	325905	356046	321423	327044	344891	363953	374895	440597	314748	286936	288021	292318	300348	263172	252379	245540	247856	253440	268954	275287	277763	199366	284315	238215	230577	223764	204822	186037	139290	136704	127282	122385	52343	95089	75982	76308	39424	39424	27366	26441	12554	7610	7610	4814	1315	1267
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-473073	-433437	-440143	-440143	-423379	-435016	-415779	-396175	-396175	-373582	-345148	-328193	-334608	-334608	-296807	-282159	-268651	-255092	-255092	-242692	-230483	-217721	-207685	-208753	-201332	-193588	-184916	-206950	-220782	-208906	-196456	-183574	-170697	-170697	-160196	-150541	-142147	-131310	-131310	-119865	-110052	-80647	-72198	-83105	-61278	-52947	-45542	-40402	-39834	-34284	-29584	-26949	-23957	-23556	-21051	-18987	-17390	-15862	-5119	-13222	-9753	-7218	-4886	-4599	-3447	-2625	-2094	-1767	-1767	-1887	0	0
