CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tài sản ngắn hạn###Current Assets	2276328	1920229	1594122	1582755	1677847	1983797	1668308	1374587	1371062	1508007	1728402	1297588	1110697	1111189	1245639	1174735	897061	771177	771730	789216	873862	791735	701125	692896	722123	860975	691422	537501	533836	555526	687386	514873	410976	416484	482563	701960	489753	444281	448701	448590	605568	472784	381416	382361	411752	540638	391070	262819	262819	214784	291004	210174	141331	140903	146898	187105	158906	199032	199032	198016	262807	158434	130933	128592	109546	54773	39520
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	130569	217266	292672	292140	19805	32191	53506	12701	12790	14170	11536	10603	10283	10283	19006	7746	6268	11782	11782	13478	8935	4777	56464	56464	7177	19002	25421	14227	13606	11911	6641	7904	12200	12200	16123	11271	9146	13632	13709	43510	6018	3230	59849	59668	30012	25955	39030	23481	24768	24496	18914	8558	12746	12909	24632	7871	16495	12364	12364	22282	2486	4217	7570	7350	2678	4735	1909
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	729100	503808	364143	362399	713019	677617	465077	478042	488723	734215	714623	495500	432388	432811	621609	410961	276056	265935	265935	345579	344701	344317	263354	262302	337597	300099	237194	174932	174068	231573	207978	152538	125183	125183	166878	214185	113785	171028	170612	104657	223357	118816	121515	145450	166342	157172	136754	100482	100274	97528	118533	77744	57749	57157	50616	77985	55270	67806	67806	79263	89320	60030	45501	45722	43793	16063	18718
Hàng tồn kho###Inventory	1327769	1123994	860402	851310	849288	1182408	1070882	822431	808137	694776	941963	731661	611110	611178	547207	703818	565700	445446	445446	391495	488438	393174	348279	338736	347985	517671	401752	324798	322619	288913	444725	336095	265843	271351	274867	445849	349666	251974	256368	278819	356084	329988	186733	163924	147722	303731	199575	134026	134026	81613	145226	118154	67027	67027	67247	97568	79272	106998	106998	87066	161380	86524	66776	64211	53895	33420	15949
Tài sản ngắn hạn khác###Other Current Assets	88889	75160	76905	76905	95735	91581	78843	61412	61412	64845	60280	59824	56916	56916	57817	52211	49037	48014	48566	38664	31788	49466	33028	35394	29364	24203	27055	23543	23543	23128	28043	18336	7750	7750	24695	30655	17155	7647	8012	21604	20109	20750	13319	13319	67676	53781	15711	4829	3750	11147	8331	5718	3810	3810	4403	3681	7869	11864	11864	9405	9620	7663	11086	11310	9080	454	2944
Tài sản dài hạn###Non-current Assets	1616608	1504878	1433289	1436199	1341890	1268953	1214030	1220848	1210168	1192975	1149850	1133803	1114993	1115557	1099894	1078939	1068504	1075045	1073769	1038825	1031767	961571	912521	916595	821131	791880	711395	660409	659762	617257	587629	559269	550223	548695	546053	537626	540180	507037	504591	489867	482349	455144	440068	428732	404588	294609	270347	247228	248000	263153	239147	221860	213361	215183	207361	209413	210139	208260	208260	193263	192187	195499	173993	172445	137371	63290	34230
Các khoản phải thu dài hạn###Long term Account Receivable	13105	15597	15605	17880	18392	17630	18885	18830	8149	7923	7755	8044	6673	7237	6089	6563	2169	4283	3063	3309	3269	474	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1133126	1089253	1115765	1106365	1047428	991970	962963	979180	979180	942305	936747	899118	909349	909349	881753	874498	909018	900913	898123	877772	878645	757086	734559	734979	680883	608183	563131	642058	567100	551682	542336	543161	532976	531448	528883	518575	516408	397504	485573	470141	464628	438554	370483	414690	392227	285542	260682	209484	238460	238954	215633	200014	191861	191861	186872	189383	190663	188335	188335	186852	184843	187917	167306	165913	132127	60141	33299
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-768057	-732460	-697011	-696411	-671229	-639659	-609645	-579658	-579658	-551509	-524022	-502904	-488207	-488207	-462470	-447878	-418801	-396223	-396223	-373340	-351641	-335968	-318199	-317864	-301214	-285839	-271871	-255894	-256541	-244603	-225931	-215095	-205208	-205208	-198445	-193603	-185999	-177735	-177735	-169248	-161529	-152349	-150316	-150020	-134297	-132109	-125020	-118273	-118273	-109160	-107682	-99243	-93943	-93943	-91891	0	0	-67124	-67124	0	0	-51631	-44260	0	0	-29938	0
