CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tài sản ngắn hạn###Current Assets	70604	71271	71436	71456	74246	74793	74774	66219	66713	11798	14725	28456	176843	54343	30491	19591	155483	186379	187112	454448	830681	1230101	1324934	1319473	1267216	552986	487993	442271	442067	610086	247012	153775	141559	173802	229003	264507	175861	170376	170376	184368	187594	200155	200676	203279	283616	282521	268895	265745	265642	265780	273298	243542	256571	297125	272229	291166	277725	297125	296897	430353	506160	508701	412174	412174	462984	218694	43511
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	78	56	67	67	721	717	728	720	720	778	838	10341	478	478	2659	902	5447	1645	1645	18447	57945	5118	390255	23287	127218	25770	17808	70311	70311	227127	14237	3902	29505	29505	11046	12707	3122	6603	6603	4424	5193	5546	5092	5092	2018	9944	13024	7610	7610	5615	11438	11510	38504	40258	27035	27976	51723	40258	40258	58621	123858	137351	134162	134162	81429	22741	2514
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	54	54	54	48	48	48	48	48	60	60	60	86	86	86	86	86	86	86	86	15288	6992	4086	9610	376610	397121	13246	2752	13252	13252	9752	25086	25002	2752	92	90	2747	2569	2890	2890	1410	1695	3267	3732	3732	4791	4928	8240	8288	8288	11328	11849	5612	1812	9663	2991	2831	6663	9663	9663	15695	17418	13504	5604	5604	2000	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	67005	67724	67879	67904	70020	70578	70578	62026	62508	2634	5511	9746	167998	45498	16863	7698	144414	165466	165691	234184	740861	1196059	900358	894864	717781	465018	368671	342847	342643	355109	190545	114518	99776	131265	212005	240088	99703	86824	86824	92744	99739	120120	118271	119521	191864	171410	142734	135127	135020	130948	147095	131443	119232	156402	132825	152819	131739	156402	156406	237707	269076	245668	168250	168250	290502	135397	20379
Hàng tồn kho###Inventory	0	0	0	0	0	0	0	0	0	4846	4846	4846	4846	4846	4846	4846	0	16058	16566	181653	21374	21374	21375	21375	21374	37887	95078	2389	2389	666	923	1616	682	1781	1496	4593	63179	68752	68752	77916	73821	63986	67490	68843	79268	89151	98035	106276	106276	106209	93907	86079	90424	87675	96675	102856	83273	87675	87675	114470	91425	107483	98603	98603	86931	59577	20287
Tài sản ngắn hạn khác###Other Current Assets	3467	3437	3436	3436	3457	3449	3420	3424	3424	3479	3469	3437	3435	3435	6037	6058	5536	3124	3124	4877	3510	3463	3335	3336	3722	11064	3684	13471	13471	17432	16222	8737	8844	11159	4366	4372	7289	5307	5307	7873	7144	7236	6091	6091	5675	7089	6862	8444	8449	11681	9010	8899	6599	3127	12703	4683	4328	3127	2895	3859	4384	4694	5554	5554	2121	978	331
Tài sản dài hạn###Non-current Assets	252294	256175	257483	155078	180546	376493	272490	392531	384528	632770	636746	645296	493236	615308	1463668	1453667	1497528	1528660	1494874	1420762	973786	616512	563163	564401	573129	657183	623858	629699	631825	442400	443938	403814	421391	441755	317801	320090	324881	328588	328588	330658	333148	330491	333215	333221	268384	270254	279901	274124	279953	274643	270471	270349	270721	189847	250870	207556	192227	189847	190176	142703	128756	122561	119813	119813	81067	49257	28148
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76400	69500	76400	76400	69500	0	658	658	657	657	648	16648	0	16648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	67361	68583	69805	69572	70799	79230	80602	74759	80630	83329	84674	86044	87429	258	298	338	378	452	452	746	607	65696	786	786	4803	5101	5402	180858	5706	1308	1416	1524	163527	234122	141573	103917	199488	126031	202219	204687	206925	203831	142609	235213	171970	173806	182732	118278	182264	178172	173811	264942	265128	175779	244763	194128	178610	175779	175200	127817	121166	116400	114149	114149	73781	48773	27820
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-31499	-30277	-29055	-29288	-28060	-29406	-28034	-24100	-28007	-25307	-23963	-22592	-21208	-832	-792	-752	-712	-4128	-4128	-4325	-3978	-3907	-3834	-3834	-4536	-4254	-3973	-3692	-3692	-3411	-3325	-3240	-15989	-15002	-15986	-15597	-128697	-123989	-123989	-119098	-114187	-109703	-104898	-104900	-100042	-95344	-90437	-85658	-79830	-77053	-76288	-71573	-66882	-50003	-62564	-57991	-54657	-50003	-50003	-43235	-36608	-30311	-24251	-24251	-20306	-11106	0
