CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	53350	60387	50907	50907	52961	51470	53599	50958	50958	51467	54262	58632	52133	51481	52745	50277	48367	49521	49507	46596	51983	45539	48826	49896	49557	49153	47796	50629	51464	46639	43970	39365	41997	42269	41445	41094	37107	30485	30857	31996	32089	29614	32594	32541	31193	32157	29777	29254	29368	27393	25440	32966	29405	29374	26728	23440	28288	25713	25628	32962	29151	30253	29005	29186	25724	26193	26997	25420	26172	27888
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	3147	3315	4872	2872	3158	3254	3307	5829	5829	1470	4531	3499	1970	1970	1940	2162	2981	5962	5962	5664	2993	3849	5830	4830	3728	3610	4722	6203	11903	10402	7349	6866	10633	10633	7457	8792	7119	1731	1731	1704	2034	2534	4192	4192	3123	2000	2169	3621	3621	1948	1695	5626	5285	5285	3448	2720	2216	2682	2682	1298	1809	5832	3958	3958	2271	1281	2072	1900	1900	917
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	2000	2000	4000	2000	2000	2000	2000	2000	2000	2000	6000	6000	6000	6000	6000	6000	6000	6000	0	5700	6700	5700	6700	6700	6700	5700	5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	31305	34545	27457	27457	31214	30458	31375	28332	28332	29554	29802	32583	26717	26606	27543	26337	24646	23134	23134	27169	29137	20624	23049	24119	23521	22966	21250	23701	24256	21894	23495	19294	19059	19368	19402	20358	18702	18723	18957	17843	19004	14684	15607	15485	14422	17136	14146	14198	14312	14202	14026	18420	15353	15322	13593	11168	15156	12010	12006	19502	15213	13621	14270	14466	13261	13712	13045	13609	14880	15688
Hàng tồn kho###Inventory	18846	20527	16566	16566	16537	15645	16917	14798	14798	18443	17929	16549	17395	16904	17262	15777	14739	14412	14412	13751	14153	14365	14248	14248	15524	15675	15292	14989	14989	14026	12692	13168	12184	12147	14176	11505	11182	9987	10124	12312	10947	12247	12694	12694	13353	12547	13102	11281	11281	11117	9411	8751	8660	8660	9235	9097	10315	10369	10369	11465	11265	9740	9744	9744	9000	9982	10546	8771	8771	9879
Tài sản ngắn hạn khác###Other Current Assets	52	0	12	12	52	114	0	0	0	0	0	0	50	0	0	0	0	13	0	11	0	0	0	0	84	203	832	36	315	317	434	36	120	120	411	439	104	45	45	138	104	149	101	171	296	474	360	153	153	125	308	169	107	107	451	455	602	651	570	697	865	1059	1033	1018	1192	1218	1334	1140	621	1404
Tài sản dài hạn###Non-current Assets	12311	12489	12199	12199	12710	13386	12896	13505	13505	15382	14510	16875	16005	17156	18319	17623	19989	17456	18235	15748	15547	14942	14869	14729	14107	12817	11805	11204	11204	11625	11827	11475	11508	11542	11718	11798	11891	11518	11518	11722	11906	11961	11802	11802	11999	10453	10692	10923	11703	11891	11551	11593	11145	11536	10366	9895	9709	9750	9750	8976	8686	6765	6111	6111	3103	2658	2787	2844	2063	2583
Các khoản phải thu dài hạn###Long term Account Receivable	1067	1068	1068	1068	1072	1055	916	875	875	2370	806	2296	798	1949	2201	1085	2628	1085	2238	1085	1085	335	335	335	335	335	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	245	176	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	5337	5394	5992	5992	6618	7262	6632	7283	7283	7943	8618	9293	9895	9895	10293	10526	11036	9838	9838	8336	8242	8492	9037	9037	8352	7236	5861	5451	5451	5786	5564	5464	5852	5852	5995	6444	6536	5730	6164	6368	6552	6606	6035	6447	6644	5099	5338	5156	5568	5726	5387	5429	4981	4981	3956	3555	3391	3585	3585	2811	2857	3036	2382	2382	1426	1575	1704	1760	1760	2280
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-26034	-25482	-24884	-24884	-24258	-23731	-23070	-22419	-22419	-21759	-21084	-20409	-19766	-19766	-19103	-18434	-17944	-17326	-17326	-16733	-16635	-16107	-15562	-15562	-15048	-14591	-14395	-13962	-13962	-13516	-13081	-12822	-12433	-12433	-12048	-12889	-12685	-12326	-12326	-12031	-11659	-11373	-11009	-11009	-10868	-10590	-10295	-10035	0	-9749	-9494	-9223	-8993	-8993	-8834	-8642	-8448	-8254	-8254	-8101	-7924	-7751	-7656	-7656	-7569	-7420	-7262	-7097	-7097	0
