CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	 2006
Chi phí tài chính###Financial Expenses	4	0	25	-1	13	13	0	35	-6	18	18	0	34	34	1	0	0	29	28	0	0	0	20	0	0	7	13	953	-92	264	568	213	1003	195	269	191	246	1808	560	415	467	371	1233	246	342	369	193	1210	773	89	181	168	587	179	215	146	47	220	66	72	79	3	452	247
Chi phí bán hàng###Selling Expenses	452	423	2905	408	1168	873	440	2938	609	1399	518	372	2522	561	1306	319	332	2377	422	1366	367	222	2274	587	895	626	167	2620	826	658	780	417	2769	779	1118	564	307	4296	1644	1242	1112	283	1103	428	352	156	171	661	257	147	134	123	562	266	125	77	95	760	233	309	98	100	1021	681
Chi phí quản lý doanh nghiệp###Managing Expenses	319	304	2226	217	992	713	293	2046	466	879	429	327	1929	478	834	261	363	2965	773	1154	692	393	2932	732	939	812	450	3891	621	698	1924	882	3345	749	681	1050	494	2749	977	978	487	494	4701	839	2120	1281	1409	4385	1215	1468	643	1060	5306	2024	1873	1086	323	3441	674	1624	884	289	2391	1729
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	299	-590	2188	309	915	647	291	1669	-158	982	466	335	1926	-160	1069	737	312	1729	71	1228	285	176	1510	160	923	271	143	-1414	242	1433	-2790	-351	-58	-87	301	-322	56	-874	-1332	576	-266	-61	141	-277	617	-88	617	291	-873	865	293	6	1246	-125	755	548	69	1506	10	1154	244	98	932	293
Thu nhập khác###Other incomes	0	0	186	125	39	39	13	249	138	71	40	0	283	214	1	60	1	118	-9	59	50	17	258	94	35	138	360	312	130	58	97	34	353	98	78	109	93	1805	1236	346	168	40	628	233	221	118	30	510	244	72	184	10	129	98	1	4	9	416	135	171	53	57	249	158
Chi phí khác###Other Expenses	0	0	22	38	2	0	0	7	0	1	6	0	466	141	4	316	4	15	40	1	1	0	3	27	0	2	331	858	424	0	418	0	251	74	0	0	178	714	262	93	118	31	385	86	244	0	4	170	59	96	16	0	78	66	8	21	0	178	29	135	13	0	95	4
Lợi nhuận khác###Other profits	0	0	164	86	38	39	13	242	138	70	34	0	-183	74	-3	-256	-3	103	-49	59	49	17	255	68	35	136	29	-546	-294	58	-321	34	102	25	78	109	-85	1091	973	252	50	10	243	147	-23	118	26	340	186	-24	168	10	51	32	-7	-17	9	238	106	36	40	57	155	154
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	299	-590	2352	396	953	686	304	1912	-19	1052	501	335	1743	-87	1066	481	309	1831	22	1287	335	193	1765	227	958	407	172	-1960	-52	1491	-3111	-317	43	-62	379	-213	-29	217	-359	829	-216	-52	384	-130	594	30	643	631	-687	841	461	16	1297	-93	748	531	78	1744	116	1189	284	155	1087	447
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	454	102	167	121	31	310	-3	179	90	19	121	-15	98	-2	23	79	26	20	19	8	-33	6	13	34	7	134	18	-390	398	6	95	11	32	35	0	47	0	0	0	0	71	-23	90	0	0	187	-172	210	118	4	221	-39	148	93	19	190	-5	156	37	12	82	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	454	102	167	121	31	310	-3	179	90	19	121	-15	98	-2	23	79	26	20	19	8	68	6	13	34	7	33	18	0	7	6	95	11	38	29	4	47	-63	96	0	0	71	-23	90	0	112	187	-172	210	118	4	221	-39	148	93	19	190	-5	156	38	12	82	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-101	0	0	0	0	101	0	-390	390	0	0	0	-6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	299	-590	1898	294	786	565	273	1602	-17	873	411	0	1623	0	0	0	0	1752	-4	1267	315	185	1798	221	945	373	165	-2094	-70	1882	-3508	-323	-52	-73	348	-249	-33	169	-296	733	-216	-52	313	-107	504	30	531	444	-514	630	343	12	1077	-54	600	438	59	1555	121	1033	246	143	1005	447
---Cac Chi So Tai Chinh---																																																																
EBITDA	-0.63	-0.87	-1.27	-1.27	-0.12	-0.05	-0.01	0.00	0.00	0.02	0.01	-0.04	-0.03	-0.03	-0.51	0.09	-0.23	-0.09	-0.09	0.07	-0.97	-0.48	-0.51	-0.51	-0.35	0.59	0.65	0.35	0.35	0.47	0.20	-0.79	-0.65	-0.65	-0.62	-0.22	-0.29	-0.03	-0.03	0.14	0.19	0.38	0.35	0.35	0.29	0.37	0.55	0.63	0.63	0.76	0.62	0.50	0.47	0.47	0.31	0.53	0.46	0.52	0.52	0.69	0.46	0.60	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	7.70	7.20	10.40	10.40	8.00	7.50	8.32	8.32	8.32	7.59	7.59	7.59	7.76	7.76	6.16	5.82	5.82	5.20	5.20	3.10	3.41	4.27	4.50	4.50	3.03	3.49	3.88	3.88	3.88	3.73	3.88	4.73	3.26	3.26	2.25	3.65	2.02	4.19	4.19	4.19	3.18	3.57	2.33	2.33	2.79	2.87	4.19	5.28	5.28	6.67	7.99	7.22	6.93	6.93	7.65	7.58	5.65	5.55	5.55	8.70	10.98	16.42	0.00	0.00
