CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q2 2009	 2008
Tài sản ngắn hạn###Current Assets	403891	373960	376979	375114	384858	441799	623924	623494	532738	421383	386245	363091	346613	334336	335381	298569	291930	308370	336272	331135	259175	257501	255560	215532	210778	209382	289887	285546	294052	331902	310372	318837	335573	340958	390898	352080	353999	399127	388593	383294	369211	335740	353881	353881	484009	475784	449160	433343	433343	558256	468436	429129	371056	331932	267693
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	17237	3174	5739	5739	4230	3464	3735	7056	7056	5891	3589	13492	9061	8955	5662	24032	3762	54738	54738	3671	7533	5264	7800	7800	6575	2775	14005	5339	5339	11183	6806	7425	13701	13701	16468	1510	14558	21119	11119	25338	5870	8078	6594	6594	15414	19193	16853	26229	26229	31981	13074	61487	65757	19110	5182
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	254854	244765	242139	241580	219790	263404	259316	291383	290741	264165	254825	256508	256568	244909	221589	173937	189072	172960	205408	218933	138867	153378	156465	164637	155896	139324	117078	144627	144840	103502	95584	103184	126963	127131	163734	126149	127691	184815	184915	128382	123466	99202	126439	126439	104110	121072	121027	126216	126216	143852	107839	71506	63464	58210	81126
Hàng tồn kho###Inventory	124159	116821	118009	118009	150015	168644	352823	320084	230467	148045	127376	92240	80984	80472	107781	100461	98191	80649	76126	106988	111812	98663	91294	43095	48220	67246	145431	135580	135407	207811	199485	196318	185365	190703	196019	207726	197453	179992	178378	215519	227363	217565	210757	210757	353491	319780	296556	268790	268790	365593	330380	280659	229536	219899	157400
Tài sản ngắn hạn khác###Other Current Assets	7641	9200	11092	9786	10822	6286	8050	4972	4474	3283	455	851	0	0	349	139	906	24	0	1543	963	196	0	0	87	37	13373	0	8466	9405	8497	11910	9544	9423	14676	16696	14297	13201	13181	14054	12512	10895	10093	10093	10994	15739	14726	12107	12107	16830	17142	15477	12299	34714	23985
Tài sản dài hạn###Non-current Assets	37323	37600	37828	37946	38342	38556	40618	41082	41097	40592	39641	39502	39940	39940	40650	41278	42717	43345	43545	43435	43458	43784	44672	92250	113494	114605	48422	49807	49807	47395	52575	50300	51475	51442	52973	54544	56034	57150	57185	52086	53480	55378	56412	56412	30989	31980	26728	26215	26215	24401	25016	24109	25077	18834	20087
Các khoản phải thu dài hạn###Long term Account Receivable	10863	10863	10863	10863	10863	10863	10863	10964	10964	10964	10964	10964	10964	10964	10964	10964	4000	10932	4000	4000	4000	4000	4000	10932	10932	10932	10932	4000	10932	6932	10932	6932	6932	0	0	6932	0	0	0	0	0	0	0	0	0	0	25	25	25	25	25	25	25	25	50
Tài sản cố định ###Fixed assets	25968	26196	26424	26424	26653	26881	27177	27540	27540	27937	27420	27851	28288	28288	28856	29484	30112	30740	30740	31236	31753	32440	33328	33328	34379	35490	36601	37741	37741	38912	40092	41285	42494	42461	43730	44990	46936	47442	47807	49163	50557	51978	53035	53035	26797	27828	24398	22671	23900	23302	24023	23077	24189	17623	19590
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-42758	-42530	-42302	-42302	-44007	-43779	-43483	-43120	-43120	-43090	-42670	-42239	-41802	-41802	-41235	-40607	-40775	-40147	-40147	-39506	-38833	-38083	-37195	-37195	-36112	-35001	-33890	-32750	-32750	-31579	-30399	-29206	-27997	-28029	-27592	-26333	-25863	-24554	-24556	-23206	-21797	-20381	-18963	-18963	-20342	-18984	-17453	-16846	-16846	-15599	-14394	-13243	-12124	-10505	-9560
