CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	4921294	4848547	5782003	5786072	6025962	6432657	6301526	6277387	6104343	5986786	6142502	6203735	6134998	6114577	5986169	5984290	5855987	7503082	7513509	7008217	5655486	5514372	5475579	5209151	5484709	5520882	5080878	4994309	4994851	4080470	3300926	3033502	3023628	2993496	3001427	2927278	2925061	2931393	2929793	2922898	2900239	3371182	3233803	3225647	2936302	2832328	2867410	3012992	3339229	741292	724798	469097	418144	367353	243834
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	146571	37658	55905	70905	351116	278212	206349	205996	206996	81160	194716	134496	72837	72837	69753	95893	53462	71870	71870	143697	71066	94283	76632	76632	99592	92335	82510	113802	112841	230009	55960	33419	45583	45583	43623	46647	67058	79036	79036	91594	115578	114463	101669	101669	96682	185899	193635	364467	364467	67219	179053	47613	6975	9304	211987
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	16705	40705	45205	30205	39205	31205	31205	31205	30205	28005	26505	6505	17505	17505	16005	14105	11200	11200	10800	5300	2800	1300	1300	1500	1300	1300	1300	1300	2300	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	891428	935135	898276	902425	1009853	987408	965546	926576	753532	876124	958641	754100	686350	688362	746750	785970	704287	2376730	2387517	2233001	812777	842694	869773	604239	897118	968051	991844	927341	927882	996292	394283	381237	355531	325410	329774	294333	290261	282150	282146	358795	355856	879008	844359	844379	378737	187546	157630	1166945	1496505	467112	416182	293274	292347	298904	29685
Hàng tồn kho###Inventory	3864745	3832657	4780155	4780071	4624341	5132794	5094050	5110420	5110420	4999348	4960652	5306943	5349098	5326765	5147169	5085289	5068275	5020596	5020635	4623361	4605650	4442074	4391733	4390562	4344233	4311382	4001855	3944541	3944540	2842372	2837138	2605640	2606302	2606284	2582564	2545415	2528106	2530859	2529154	2453777	2409824	2372832	2283808	2275633	2430639	2447369	2312439	1360411	1357089	193990	120753	97167	91951	56227	1535
Tài sản ngắn hạn khác###Other Current Assets	1844	2392	2462	2465	1446	3037	4377	3190	3190	2149	1988	1691	9207	9108	6491	3032	18763	22686	22686	2858	163194	134022	136142	136219	142467	147815	3370	7326	7288	11597	13545	13206	16211	16219	45465	40883	39637	39348	39456	18731	18981	4879	3967	3967	30245	11514	203706	121168	121168	12970	8810	31043	26871	2919	627
Tài sản dài hạn###Non-current Assets	1753404	1751067	1765326	1748718	1807270	1840641	1855303	1860809	2033860	1982879	1873495	1845917	1887910	1886098	1845938	1868520	1833373	1631608	1610222	1771288	1818036	1796570	1855131	2120881	1861157	1859470	1666427	1736190	1735975	1641829	1690056	1730763	1784229	1814228	1636104	1649997	1683942	1678718	1678672	1525492	1568845	1111475	1152174	1152178	1139898	1096344	1069574	981945	595961	600644	606799	612143	617480	639014	550595
Các khoản phải thu dài hạn###Long term Account Receivable	597394	596955	605280	605280	643001	666658	677541	677491	850542	799930	679187	982599	982599	982599	938238	953978	909324	698149	698149	767452	807627	822410	872350	1138300	878122	873569	867730	928877	928877	839840	879252	908491	951160	981160	808181	830926	878007	870340	870340	888060	923139	458148	493585	493585	484811	492204	460521	365786	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	549466	516463	524803	524731	520431	524044	528531	533834	533834	538851	547440	553440	561944	561944	569694	575531	580883	558854	558854	566966	575121	583268	590890	590890	598316	600698	608747	616900	616900	619635	625772	633581	641019	641019	638317	631011	617793	617162	617629	620039	627133	633804	614054	640963	638561	591080	596554	584358	584358	589620	595934	601342	606183	626591	550023
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-434711	-426340	-417523	-417596	-408904	-400362	-391975	-385665	-385665	-377225	-368785	-360391	-351994	-351994	-343442	-334950	-326560	-318204	-318204	-310291	-302255	-294135	-286118	-286118	-278008	-269932	-261816	-253629	-253629	-245985	-237812	-229635	-221420	-221420	-213603	-205966	-200380	-192796	-192796	-184977	-177874	-170691	-163374	-163374	-156063	-148980	-142266	-135597	-135597	-128983	-122386	-115846	-109372	-83925	-63134
