CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	1361534	1404029	1377158	1377415	1227840	1295617	1242723	1245695	1246227	1237557	1388280	1244537	1090444	1083495	1170238	1518289	1313692	1248509	1243268	1231571	1564467	1319776	1303540	1303213	1268744	1519795	1212891	1111182	1110619	1116887	1295267	1350838	1298051	1300772	1095999	1046216	1083147	1044043	1053936	977688	1076332	1137127	1213155	1300633	1020803	969032	915303	771480	777866	634647	582459	499315	546820	545381	476786	378115	312066	429046	423737	536654	511399	513632	437693	437693	410270	422488	399703	362304	362304	273688
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	157603	17601	45705	45705	50805	128491	79357	50924	50924	48995	139208	95362	67220	67220	14844	74596	23127	50834	50834	79037	396790	207628	240227	240227	139451	370661	157452	84698	84698	104120	228336	93714	54437	54437	49794	115655	119106	75550	75545	32660	76477	35219	78140	78140	34568	32312	95208	108061	11761	45850	34763	19659	77969	77969	19095	29864	4987	14761	14761	18802	22004	32095	36039	36039	41773	59442	32882	32964	32964	20321
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	84000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96300	0	0	0	0	0	118161	18000	0	9000	9000	6600	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	132826	222892	142368	142887	224943	233951	229777	314894	314894	319588	372234	251541	412479	412479	347551	367986	430545	419093	419043	279347	354807	349166	278349	278038	322055	397023	359810	295806	295806	388167	337265	328629	333522	333474	284769	317531	273434	211923	212021	337418	430287	439667	299880	387357	436099	411597	347676	210153	216678	267045	173800	180318	125948	125949	136757	157145	118518	120864	120872	121146	179136	214577	151670	151670	175943	150605	112413	101868	101868	55460
Hàng tồn kho###Inventory	955077	1115930	1152633	1152633	934190	907483	898870	845644	845644	840575	847035	838241	596012	596003	767694	1028326	855191	770987	770971	873028	808745	762652	784836	784836	803610	747290	681259	715556	715556	615053	721867	920404	901364	901491	752516	609956	677590	712407	721740	579191	564402	660460	821504	821504	549126	521410	469121	446313	446313	319233	369951	297042	337387	335948	200772	171690	187595	281718	276357	380182	299851	259409	240137	240137	188908	208611	245919	221487	221487	193307
Tài sản ngắn hạn khác###Other Current Assets	32028	47606	36452	36189	17901	25692	34718	34234	34766	28399	29803	59393	14733	7792	40149	47381	4829	7594	2419	158	4125	329	128	113	3628	4821	14370	15122	14559	9546	7799	8091	8728	11371	8920	3074	13017	44164	44630	28418	5166	1782	13632	13632	1011	3712	3298	6953	6814	2520	3945	2296	5515	5515	2001	1417	966	2703	2746	9924	10408	7550	9847	9847	3647	3829	8490	5985	5985	4600
Tài sản dài hạn###Non-current Assets	1201156	1261075	1331124	1331124	1380288	1452568	1516116	1586955	1586955	1656712	1689419	1752251	1703863	1703780	1579895	1474634	1515225	1574411	1568049	1744036	1795073	1776870	1839352	1839352	1895215	1952721	2009224	2026221	2026221	2006551	1948664	1892045	1889686	1894162	1860654	1840119	1728560	1434047	1433312	1096642	579527	491035	408433	408433	323939	299728	300702	292713	271096	242733	246390	252718	238229	236886	235050	220708	214309	185472	185510	182432	150628	157591	146715	146715	135265	116465	127588	146391	146391	209146
Các khoản phải thu dài hạn###Long term Account Receivable	410	410	136	136	136	136	136	136	136	127	127	127	127	127	127	127	127	127	127	127	46	46	46	46	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1130182	1194504	1260483	1260483	1313303	1381925	1446612	1516513	1516513	1557656	1603822	1452474	1518376	1299731	1345364	1384177	1434140	1500477	1483363	1594780	1644748	1697684	1759710	1759710	1818805	1878031	1885542	1992667	1922333	1638690	1668544	1850237	1845903	1850379	1814893	1783204	1693425	177828	1405342	1073290	555902	466987	156368	383923	298816	281478	275798	187508	266917	237803	240709	246946	233420	217668	228406	214675	207868	179166	179166	178815	146954	153803	142813	142813	131250	112298	123345	142034	142034	204334
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-2088122	-2022346	-1956544	-1956544	-1890841	-1822352	-1753357	-1683634	-1683634	-1614362	-1544912	-1478728	-1413475	-1413475	-1350565	-1288763	-1227297	-1165818	-1165609	-1117988	-1056355	-995441	-933441	-933441	-870762	-822097	-769565	-723200	-723200	-733676	-701337	-670385	-637314	-632838	-598471	-579355	-571403	-559867	-559867	-550111	-538606	-526258	-513489	-513489	-502094	-490759	-483805	-472660	-472660	-448772	-440293	-431870	-423439	-423314	-419871	-412170	-414610	-391261	-391261	-387801	-387537	-377452	-362943	-362943	-355674	-344004	-331504	-312754	-312754	0
