CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008
Tài sản ngắn hạn###Current Assets	315390	195545	557864	553194	586692	645676	1778268	1769880	1797711	1734767	1705618	2222578	1993565	1993657	175127	203678	212710	211665	212350	213988	253460	33182	30729	30729	29627	28840	28362	28556	28556	28456	2969	23948	22060	22060	22621	21531	20419	19472	19472	18196	16494	18093	17863	17863	18411	17089	15909	15064	15268	16884	14517	12984	11952	5915
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	915	1153	942	2642	3130	5740	5897	6536	6537	9186	12729	103950	100596	100596	2714	4870	4736	3484	3236	3069	2903	1676	1174	1174	1271	1547	858	269	269	453	375	571	497	297	199	404	353	233	233	419	301	676	355	355	689	2743	1828	603	828	1606	2143	3100	2554	426
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	313205	193162	555634	549263	569075	638673	1235946	1234613	1249624	1205073	1173849	1574301	1416003	1416003	126941	153720	163129	164035	164836	168165	181488	31058	29034	29034	28129	27498	27070	27613	27571	27228	1196	22083	20549	20549	20571	19233	18215	17473	18273	16711	14944	16102	16353	16353	16650	13696	13527	13943	13943	15154	12311	9800	9314	4834
Hàng tồn kho###Inventory	1122	1122	1122	1122	14423	1149	521870	515037	512751	492881	490928	512452	450947	451038	45249	44733	44309	43619	43751	42381	68640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	18	38	62	99	117	117	142	62	108	42	42	0	0	0	0	535
Tài sản ngắn hạn khác###Other Current Assets	149	107	166	166	63	114	14555	13693	28800	27628	28112	31875	26020	26021	224	356	536	527	527	374	428	449	520	520	226	295	435	674	715	775	1398	1294	1014	1014	1050	1094	1033	948	948	1028	1188	1215	1038	1038	930	588	447	476	455	124	64	85	84	120
Tài sản dài hạn###Non-current Assets	999406	1139969	771228	782372	787752	697722	615272	618533	603213	644268	630241	340798	351139	351087	112471	109705	34573	35787	35736	36961	38055	23604	24245	24245	24823	25031	25657	25339	25206	25703	45067	22715	23247	23247	22854	23299	23791	24282	24282	24769	25107	22075	22450	22450	22822	23131	23429	23437	23437	19368	19738	20109	19852	17791
Các khoản phải thu dài hạn###Long term Account Receivable	535875	676527	307393	318513	323357	232792	546068	547182	531862	570766	554567	243230	271072	271072	80184	76184	184	184	184	184	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	14454	14862	15269	15647	16122	16597	19377	20026	20026	20675	21326	21979	22649	22649	30366	31465	32563	33662	33662	35074	36015	23246	23862	23862	24399	25017	25635	25281	25148	21518	21997	22511	22994	22994	22581	22972	23444	23891	23891	24338	24694	21696	17159	22037	22218	22511	22805	18336	22782	18681	19007	19332	19075	16604
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-18071	-17668	-17264	-18777	-18306	-17834	-19002	-18357	-18357	-19593	-19356	-18706	-18040	-18040	-42155	-41059	-39964	-38869	-38869	-37355	-36418	-13417	-12805	-12805	-12188	-11574	-10960	-10355	-10352	-9767	-9288	-8878	-8396	-8396	-7949	-7503	-7094	-6646	-6646	-6199	-5754	-5413	-5072	-5072	-3521	-3254	-2987	-2721	-2721	-2447	-2188	-1916	-1663	-807
