CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tài sản ngắn hạn###Current Assets	244838	200450	186044	183235	236660	305612	323865	264275	260408	340565	425916	472360	470225	496563	550818	691090	786048	572948	576341	626489	891439	1113341	691665	674497	689944	1225677	813064	519490	523561	614484	688645	1177617	524016	524016	430810	362552	483234	430722	430722	311855	330589	511507	311855	311927	307655	507307	438041	307655	307759	421537	461460	372329	396618	396809	436677	426004	319131	381851	386423	467622	512653	470725	377371	377371	356558	204149	184187
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	5744	2102	5785	5785	1998	4928	16032	9219	9218	6807	9918	15145	37292	37289	22820	46045	24702	9303	9301	14952	46926	75302	140928	140928	59394	320280	91176	65937	65936	125090	94000	33197	168074	168074	35591	9366	62655	76669	76669	80655	20223	89915	80655	76155	44127	150839	152766	44127	44127	21664	16319	66512	48155	48155	64727	25462	21057	25804	25804	30468	22445	28558	24168	24168	39266	32901	7497
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	4030	4030	4030	3750	3760	3750	3750	3750	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	8130	7130	130	7735	7735	2101	2204	2101	2100	6601	4066	3754	3457	4066	4066	12009	17754	21162	25109	25301	29729	28112	16109	32305	35877	23651	36576	34427	36435	36435	11280	19182	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	89920	80132	75866	74039	85130	117496	99793	101002	100436	151118	187021	168179	160020	193466	176993	189081	284448	167960	196969	233412	316288	397682	196570	203401	195426	278336	349189	123550	133902	171541	302951	494690	139344	139344	181464	187578	171356	158767	158767	117491	134282	198158	117491	117543	112165	195870	169703	112165	112165	207356	264894	127517	151966	151966	165850	168219	145801	133644	132520	154142	209045	143855	128537	128537	141960	57587	72954
Hàng tồn kho###Inventory	120548	84358	67818	67076	102951	129117	156833	105061	105380	133144	184812	243898	233021	225917	299319	392547	420950	348415	324296	331703	485917	600504	321358	297251	409338	589237	318164	261970	255770	261921	243092	594460	156860	156860	150732	114067	191548	148055	148055	94567	139534	187452	94567	94560	133747	130867	78312	133747	133747	129033	140328	135855	149412	149412	157073	187324	125074	176406	177368	221977	220219	236480	171244	171244	146900	84889	98522
Tài sản ngắn hạn khác###Other Current Assets	24596	29827	32547	32587	42820	50321	47458	45244	45244	49365	44036	45007	39762	39762	51556	63287	55818	47141	45645	46291	42179	39723	32678	32787	25657	37694	54405	67903	67822	55801	48472	55139	59607	59607	54893	44411	57546	39496	39496	17042	34346	33882	17042	17069	13550	25977	33803	13550	13654	51475	22165	21283	21975	21975	19300	16887	11089	13692	14854	37385	24368	27406	16987	16987	17152	9590	5213
Tài sản dài hạn###Non-current Assets	105590	108675	110851	110887	117938	120909	123904	126284	130468	133299	131822	133787	137301	137483	138572	137607	136403	131814	117678	112003	114203	115778	118407	122953	119917	121998	123236	123944	123569	124678	125807	127486	130272	130272	130851	131729	131427	127297	127297	113108	116788	112390	113108	113108	120546	116449	120426	120546	120546	121922	122726	121119	120120	119133	35837	32561	35460	27815	27816	24728	20224	17867	17506	17506	12012	9021	3774
Các khoản phải thu dài hạn###Long term Account Receivable	709	819	769	810	809	809	764	469	1078	833	515	641	641	823	823	618	618	618	308	198	168	168	126	4019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170
Tài sản cố định ###Fixed assets	94593	97462	99945	99945	106969	109572	112364	114769	114680	117290	115805	117127	119977	119836	121249	122398	113597	112331	97231	97571	99691	102047	104257	104749	106040	108082	108772	109555	109217	110926	111414	113453	115522	115522	116120	117104	118713	106464	115604	110220	107456	109561	109380	110220	114813	111864	113349	114416	114813	116354	117214	114686	113751	112764	31082	28247	26735	19245	19248	17363	12876	13674	12965	12965	7076	6828	2910
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-97621	-95194	-92559	-92905	-91085	-88349	-86358	-83574	-83633	-79436	-78034	-75279	-72555	-72539	-70341	-67070	-64044	-61468	-61460	-59047	-56646	-54255	-51841	-51560	-49141	-46957	-44389	-42256	-42037	-39952	-37671	-36127	-33950	-33950	-30903	-29166	-27749	-26982	-26982	-19862	-23458	-20596	-19862	-19862	-13669	-16968	-15301	-13669	-13669	-12124	-10076	-8506	-6937	-6937	-6392	-5893	-5450	-5010	-5007	-4607	-4152	-3852	-3554	-3554	0	-3315	0
