CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	78255	107503	105638	161074	105165	97691	136704	90040	124249	140984	132944	220620	95993	115856	103192	104408	101281	36908	36816	41984	35461	32256	32466	42409	12354	9937	8367	9236	9236	12765	9806	7269	10992	11293	11729	8973	7036	10327	10337	12305	9381	8825	11081	11079	10746	11070	8812	9734	9754	11049	10118	7370	9250	9250	9956	9477	5790	6449	6513	12771	13090	10075	11771	11718	13145	4232	4232	4370
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	4915	11941	11181	7604	9578	10332	15753	8184	8191	2425	2468	6267	12220	12219	2277	5313	5475	2847	2847	1811	6489	8620	10920	10920	330	1040	557	289	289	479	739	663	3026	3026	455	1116	1105	713	713	732	1408	1135	691	691	541	406	1511	995	995	1171	1430	1806	3296	2296	2422	1006	963	1765	1765	6179	3953	6183	4459	7459	2227	1454	1454	0
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	5000	50000	5000	5000	0	0	0	0	0	0	0	0	0	0	9615	9615	9615	9615	9615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	2153	0	0	0	2000	0	3000	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	68631	59538	88034	67702	81345	70886	75882	71295	102666	122907	115041	184356	66256	86163	79648	77745	64975	23502	23361	27099	14766	21641	20330	29550	7795	5302	6085	7603	7580	9342	5103	4924	6320	6320	7950	4262	3694	7278	7278	6325	3187	4238	6738	6737	5516	3072	3948	5577	5577	6155	3643	2344	2901	2901	3140	4268	0	2607	2257	4405	3902	3123	3542	3542	9222	2412	2412	0
Hàng tồn kho###Inventory	4590	1515	1304	1304	9055	11272	10376	10369	12807	15019	15225	17346	17367	17367	21105	21283	19055	894	894	3197	4136	1297	1007	1086	4191	3591	1624	1345	1345	2912	3913	1623	1594	1594	2954	3210	1845	1941	1941	4880	4468	3132	3359	3359	4329	7261	3033	2857	2857	3320	4641	2789	2636	2636	3920	3767	2225	1976	1976	2109	3213	705	714	714	1589	367	367	0
Tài sản ngắn hạn khác###Other Current Assets	120	34509	119	34465	187	200	34694	193	586	632	210	12651	150	107	161	67	2160	50	100	261	454	698	209	854	38	4	102	0	23	31	52	59	53	353	370	385	392	395	405	368	318	320	293	293	360	330	320	306	325	403	405	430	416	417	474	435	448	101	514	78	23	64	55	3	106	0	0	0
Tài sản dài hạn###Non-current Assets	256873	221935	388393	171581	291588	284832	208414	286380	283301	301307	302342	294774	253940	273180	278204	278560	278860	192326	192277	192611	199731	204141	142662	133103	4191	4252	4307	4323	4323	4323	4411	4499	4499	4205	4205	4312	4441	4441	4441	4570	4570	4699	4699	4699	4699	4837	4982	4937	4937	4937	5094	5417	5310	5310	5414	5537	5824	5699	5635	1085	1039	1205	859	911	275	153	153	243
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	9500	0	0	9500	0	9500	0	0	0	0	0	0	4696	4696	4696	4696	4696	4696	4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	4032	4059	201623	3718	201465	185234	186047	186813	187346	187821	188378	189482	189971	209211	209559	209747	212779	186114	186114	186333	186353	186303	124758	124758	4191	4235	4279	4323	4323	4323	4411	4499	4499	4205	4205	4312	4441	4441	4441	4570	4570	4699	4699	4699	4699	4837	4982	4937	4937	4937	5090	5243	5243	5243	5347	5397	5552	5552	5489	1035	1032	1076	849	901	255	134	134	0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-20478	-20411	-22631	-20408	-22790	-21601	-20788	-20022	-19489	-18946	-19901	-19679	-14231	-30191	-30628	-30440	-29535	-2811	-2811	-2672	-2464	-2256	-2172	-2172	-2024	-1980	-1936	-1892	-1892	-1892	-1804	-1750	-1750	-1744	-1744	-1637	-1609	-1609	-1609	-1480	-1480	-1351	-1351	-1351	-1398	-1264	-1122	-1122	-1122	-1273	-1124	0	-976	0	0	0	0	-674	-675	-927	-873	-895	-895	-895	-1107	-1069	0	0
