CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q3 2005	Q2 2005
Tài sản ngắn hạn###Current Assets	842183	540908	715177	715177	653315	636827	723649	723816	723785	620367	602173	590367	594075	594075	592815	575630	462694	442304	442575	488932	437505	434379	386901	348999	175671	180665	216141	63136	63116	101230	66391	63435	76128	76128	68489	69903	60659	88683	88683	80633	94372	99756	103602	104817	117448	122963	118736	124976	126927	110487	111482	121731	121633	122706	156663	148932	159762	158458	158418	129794	115203	143493	90445	84678	99077	85632	99252	97252	91684	83773	81617	78107	82528	78410	86751
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	10636	7117	9041	9041	8529	10042	9363	6413	6413	7643	9014	8940	13279	13279	13834	11719	8396	11500	11500	32938	11726	7097	6422	6422	116029	43137	83144	1997	1997	16478	32674	22692	41253	41253	29822	30100	19675	18698	18698	25976	23550	22545	25453	25453	15832	16549	14745	12567	12567	16684	11448	11490	12035	12035	8364	7534	6793	29763	29763	10916	17496	67945	25270	25270	18332	11552	19088	25206	25206	19911	22219	20815	31377	21381	28250
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	379228	278010	451045	451045	529963	521438	639205	640070	640070	472293	443794	445606	531783	531783	532958	538304	290494	402435	402435	205816	182188	252426	186001	149155	44590	78044	72790	351	351	4351	351	4051	2051	2051	3050	2050	1737	537	537	600	580	504	504	504	482	482	2047	7106	7106	609	470	491	355	355	355	467	1042	1042	1042	1000	15000	1802	4887	4887	4000	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	451653	253807	253275	253275	112054	103237	72020	74949	74918	137863	146679	133142	46655	46655	41363	20989	158985	22780	23087	247977	241401	172340	192075	191020	11440	56637	55108	56299	56279	74587	25802	31855	28387	28387	30548	33171	34912	65074	65074	45516	61621	67598	68416	69631	87881	91912	89153	94441	96391	82120	88434	94647	91705	91262	105217	114208	131575	111006	107241	88912	60246	51844	45601	39834	52668	54483	57025	52838	48496	44835	45460	46813	42149	43308	48570
Hàng tồn kho###Inventory	0	0	0	0	0	0	5	1	1	5	0	5	0	0	5	0	5	0	0	5	1	5	1	1	6	2	7	3	3	35	5	9	6	6	10	7	12	9	9	499	376	360	256	256	716	457	366	154	154	178	224	2404	5650	5650	12486	9407	11408	10492	10471	15111	10151	9197	9359	9359	17562	16959	18994	16517	16517	15435	12726	9563	7358	7187	7130
Tài sản ngắn hạn khác###Other Current Assets	666	1974	1815	1815	2769	2111	3056	2382	2382	2563	2686	2675	2358	2358	4656	4618	4814	5590	5554	2197	2189	2511	2402	2402	3606	2845	5091	4485	4485	5779	7559	4827	4431	4431	5058	4575	4323	4365	4365	8043	8245	8749	8972	8972	12536	13562	12425	10708	10708	10896	10907	12699	11889	13404	30241	17315	8943	6156	9900	13855	12310	12705	5329	5329	6514	2637	4145	2692	1465	3591	1212	917	1644	6534	2800
Tài sản dài hạn###Non-current Assets	14776	38518	38176	38152	38681	39604	40283	42252	42533	43870	45373	47192	47835	47833	48375	49475	73019	72792	72784	72404	95373	95202	75999	75999	199663	188297	197860	193541	193980	179023	172480	148461	153170	153273	155555	149694	144451	146146	144541	145160	145043	145039	145390	145390	134940	133923	130906	133620	133743	139177	145681	229450	298595	298108	283465	279835	239932	233308	230866	245736	254098	165317	180608	186375	185940	118317	101138	97028	102355	109615	120380	125003	125042	126492	134035
Các khoản phải thu dài hạn###Long term Account Receivable	151	151	151	151	151	151	151	151	151	3	3	3	3	3	3	10003	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5768	7633	7328	0	0	4231	6260	10855	8135	0	0	0
Tài sản cố định ###Fixed assets	2607	2830	3054	3054	3232	28458	3677	5302	5302	5617	5931	6245	6559	6559	6873	5303	6270	5602	34471	33973	34513	34947	35479	35479	36012	36544	37118	34127	34066	36033	36686	37339	39814	39814	39026	39866	40636	39663	41603	48133	49743	51000	49735	52175	56859	58440	60390	59922	62363	62328	64408	180315	236304	236475	235719	229027	217440	208574	206895	207328	215655	126805	133571	133571	135964	67241	57763	56630	57839	64308	69342	74865	80683	83696	89792
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-14243	-14019	-14146	-14146	-14263	-14406	-14180	-15897	-15897	-15583	-15269	-14955	-14641	-14641	-14327	-14044	-13822	-13627	-23288	-22747	-22207	-21673	-21140	-21140	-20608	-20076	-20057	-19538	-19538	-19737	-26439	-25785	-24924	-24924	-24655	-23814	-26835	-25867	-25867	-33249	-32133	-32467	-31254	-31254	-41569	-40084	-38559	-36869	-36869	-36440	-38474	-113702	-139961	-139699	-139778	-138598	-136093	-141963	0	-111751	-109357	-101153	-93519	-93519	-86641	0	0	-89648	-88439	-96374	-92053	-86125	0	0	0
