CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	 2005
Tài sản ngắn hạn###Current Assets	12932070	12570887	14422884	13981659	14051371	13564570	12993655	13522628	13508767	13042995	11722550	11113730	11692990	11586117	11345659	11038092	11180693	9899968	9838865	9438379	8640442	7727421	6146400	6280079	5923709	6220303	4818139	4958356	4912001	4723679	4322072	3993631	3985787	4013170	3729902	3846051	3778259	3760515	3802289	3287493	2702793	2490277	2549704	2495959	2219203	2150422	1865107	1273081	1427594	1338375	1012608	951764	874372	855207	910722	915790	776203	797333	435308	333442	467431	421282	502207	502207	367987	168096	141694	97145	100401	70963	54699
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	268043	106831	574332	564917	210126	405556	319041	314606	313982	136676	292347	257512	494961	491949	411966	545685	377028	572302	576052	480692	399027	158775	148980	148938	81243	138830	726658	350925	677327	632240	119211	444452	755407	756408	309629	572190	41115	605656	605156	307851	242192	94747	299792	297792	436135	585720	546015	258119	258119	100480	76492	35686	183774	155774	159546	184359	57750	79595	29595	10567	13437	36644	200050	200050	125508	18445	28944	13581	13581	4868	8493
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	15261	16043	16158	17573	18829	18074	18095	108741	108550	109757	299831	318184	696917	699836	943643	906079	1391288	1198070	1192043	1248053	1233548	1096196	799677	801954	1064513	1199503	546987	982322	698332	365888	769077	185452	44191	44770	38881	23281	499831	14758	15013	76318	24030	252133	325056	327210	30069	35777	22271	1394	1394	2141	503	141747	0	28000	68940	104940	0	0	50000	16003	60070	26180	57104	57104	20945	6855	199	8352	8352	72	73
Các khoản phải thu ngắn hạn###Short term Account Receivables	10611154	10102654	11788463	11778958	11891447	11244494	10507214	11088518	11104530	10798151	9697086	8998101	9190691	9104904	8600066	8006734	7999343	6774510	6697281	5870553	5396413	5097477	4212400	4341959	3827862	4078571	3083034	3032489	3123045	3373689	3052958	3111804	2940660	3011996	3175638	3003437	2965355	2872484	2869975	2605509	2143518	1902567	1680305	1554487	1389685	1210313	1085310	843542	938715	1030309	801941	590930	488635	477200	503852	447614	300449	315299	300047	232670	326050	304834	208217	208217	178817	126645	98625	64211	66339	51044	34398
Hàng tồn kho###Inventory	1930887	2200677	1909221	1479623	1774368	1689742	1974845	1840741	1810074	1860278	1307215	1428085	1179856	1187887	1298759	1470540	1287634	1228871	1245949	1777928	1551788	1277131	923007	925888	900402	727172	418173	561238	354621	312273	349902	207794	212492	169270	183912	210707	226526	221371	266435	249675	236775	182092	198546	268673	295511	273003	182203	150352	209689	186963	124642	172509	193612	184503	171641	172642	412126	395996	49081	69800	56166	38597	24456	24456	17239	11223	8794	9456	11479	13991	10698
Tài sản ngắn hạn khác###Other Current Assets	106724	144682	134710	140589	156602	206704	174460	170023	171630	138134	126070	111848	130564	101541	91225	109054	125399	126215	127539	61152	59666	97841	62336	61340	49689	76226	43288	31382	58676	39589	30925	44129	33038	30725	21842	36436	45433	46245	45709	48139	56278	58739	46004	47796	67802	45609	29307	19674	19678	18483	9030	10891	8351	9730	6744	6234	5878	6443	6585	4401	11708	15027	12380	12380	25478	4928	5131	1545	650	986	1038
Tài sản dài hạn###Non-current Assets	2126578	2184914	2298413	2718426	2394879	2363627	2340725	2377875	2387852	2296313	2307471	2307225	2305434	2341899	2071810	1864575	1707466	1549829	1577684	1437317	1290831	1151393	1144832	1165424	1293078	1035027	1271197	845125	761071	758763	755037	733988	740998	743752	757463	788819	825828	819901	770242	768606	720796	704343	735692	731894	715968	724013	650820	639878	638516	551117	527347	481890	481563	506390	473074	426872	405052	365960	790213	749949	625943	491081	437859	437859	301948	47954	38250	36025	34107	28945	29833
Các khoản phải thu dài hạn###Long term Account Receivable	83655	86199	87528	87727	87165	70359	58080	55992	55992	43268	40309	40380	34579	34621	39485	40311	38741	37951	39059	40922	35231	30226	9445	9011	247168	148070	292520	93960	0	4100	0	0	0	4100	4100	4100	4100	4100	4100	4100	4100	4100	4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	130
Tài sản cố định ###Fixed assets	1215985	1288673	1348124	1345451	1370388	1392949	1395999	1420321	1432687	1417538	1437815	1408554	1420274	1420133	1369175	1240772	1112891	1086233	1106615	873171	783787	706745	638269	638269	518158	445218	385896	366945	366945	367667	378144	378770	432217	432554	448319	473584	510717	463639	510901	477724	447922	455867	429044	460705	489179	489555	425745	332009	478888	407097	382529	364471	357696	357694	332819	302724	282241	252950	458197	432145	422706	407172	301158	301158	79729	44594	35233	33525	33594	27949	28381
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-937620	-902997	-888641	-890425	-857616	-837412	-807820	-758983	-759057	-726956	-685343	-662452	-630056	-630082	-602555	-563049	-529962	-494193	-493548	-462074	-426710	-393712	-362453	-362453	-344389	-334899	-314936	-295514	-295688	-278987	-265082	-252320	-240478	-243478	-230027	-213796	-202459	-185817	-185607	-167731	-152050	-135431	-123584	-123230	-123446	-113078	-96912	-83964	-83964	-73600	-64093	-54699	-47678	0	-40940	-35495	-30577	-27017	0	0	-21020	-17231	-14007	-14007	0	-10687	-9554	-8514	-8538	0	0
