CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	 2009	Q4 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	34982	33738	30699	30699	52820	27897	60847	55745	55745	51068	43929	42814	37720	37720	35974	35450	24467	17459	17800	24859	35037	31139	18740	18918	11334	8782	19074	21125	20719	42056	34145	30234	27990	27467	26458	21701	23108	22393	22239	29489	29833	38383	41150	40786	13134	11280	13745	11450	11464	13167	13384	15781	15781	18475	22073	23907
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	33975	33365	29426	29426	27394	27134	60546	55258	55258	50576	43171	40821	36399	36399	34120	33999	23350	2309	2309	597	11379	7879	15655	15653	9194	6218	14840	18060	18060	36938	29125	25466	21264	21264	19672	15646	17523	18005	18005	24838	25357	34606	11909	2799	1850	2634	5183	2768	2768	1951	2316	1382	1382	1094	3560	4568
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	13018	19030	19202	20099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9100	0	0	1500	0	0	600	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	560	355	569	569	25363	632	292	431	431	331	484	1745	503	503	1514	1091	713	606	603	4561	3000	2464	777	778	1485	814	1387	1581	1576	784	2060	2328	4363	3976	4270	3678	2367	1845	1698	1919	1889	1305	26859	26505	6869	4068	3634	6617	6646	7021	6321	7710	7710	9896	10611	10436
Hàng tồn kho###Inventory	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	201	101	251	105	270	278	456	684	188	188	606	1698	1847	1507	1853	2038	1972	2906	2323	2323	2466	2332	2251	2228	2228	3741	3791	2767	1718	1718	3264	4233	6343	6343	6481	6382	8728
Tài sản ngắn hạn khác###Other Current Assets	448	17	704	704	64	131	0	56	56	161	274	247	819	819	339	361	405	1584	1871	470	1356	447	2203	2217	377	1294	2163	1295	894	3728	1263	593	856	373	479	405	312	220	213	267	256	221	154	154	675	788	661	346	331	331	514	346	346	1004	1520	176
Tài sản dài hạn###Non-current Assets	67156	68305	69475	69475	45640	71816	47993	49218	49218	50452	51726	52889	54202	54202	53894	51156	55811	57242	57242	54282	55579	58384	61296	61341	64214	66675	68430	67479	67472	56220	58857	58256	58668	58668	57952	58720	59153	59988	59988	62256	61626	62454	62207	63027	70695	70824	69832	68284	68284	68307	67815	67109	67109	57169	39179	24639
Các khoản phải thu dài hạn###Long term Account Receivable	25000	25000	25000	25000	0	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	233	262
Tài sản cố định ###Fixed assets	41685	42363	43062	43062	43755	44459	45164	45916	45916	46667	47415	48050	48836	48836	49332	50116	54647	55495	55495	49773	50564	51306	52160	52147	53142	54021	54546	55087	55079	55647	55943	56726	57178	57178	56771	57583	58549	59437	59437	60315	61212	62414	61982	62980	62682	62802	61801	34922	60244	60225	59719	58894	58894	48705	30545	24205
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-40838	-40159	-39460	-39460	-39639	-38935	-38230	-37478	-37478	-36727	-35979	-35253	-35160	-35160	-34378	-33828	-36799	-35952	-35952	-36627	-35835	-35094	-35450	-35462	-34967	-34088	-33284	-32417	-32424	-31553	-32546	-31724	-30912	-30912	-31457	-30644	-33102	-32214	-32214	-31323	-30466	-29618	-28869	-28049	-27504	-26968	-26418	-25819	-25819	-25323	-24798	-23548	-23548	-21574	-19589	-19827
