CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	132950	130886	140382	140405	145813	135110	154862	154607	154648	167586	170122	195865	197358	198308	198762	195245	173828	161947	161006	184496	157807	141805	136387	136350	152576	170387	151169	151932	151920	164958	163531	154218	154585	154466	148369	166554	173380	162564	162546	166523	171336	169219	127585	127656	154180	168033	129687	84025	84025	76177	94500	68632	94389	94282	94921	106218	99087	90550	90461	113138	106129	106882	73664	110115	114724	116917	115099	116264	116264	0
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	40085	7608	15848	15848	12628	6038	4296	10698	10698	7863	9983	6464	12679	12679	6005	31240	19668	37053	37053	45119	58624	40882	27225	27225	50853	33185	22635	42724	42724	53756	50011	21368	80130	80130	25119	16798	25070	17278	17278	7146	8813	7486	6641	6641	8942	4534	13064	3991	3991	12905	29806	12898	37674	37674	32875	53329	48702	44965	44965	28322	42561	66373	30717	30717	32676	11152	15172	11660	11660	0
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	200	150	0	0	400	300	300	0	0	450	450	450	0	0	4200	14200	15200	15000	15000	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	86584	114329	113644	113618	123184	121196	133038	138549	138505	149437	147079	179728	174696	174516	171805	148174	129844	112423	112311	126844	89860	82150	91235	91182	81974	105358	99218	93871	93280	88929	91760	118983	60085	60085	96135	112273	125376	111465	111465	137224	134184	133362	106753	106847	140716	144812	88947	61343	61343	42155	42571	46106	38016	38016	40251	40266	35732	26430	26362	62176	39208	31893	31260	31260	69547	78907	70744	75736	75736	0
Hàng tồn kho###Inventory	5096	7410	9536	9560	8305	6612	15324	4432	4481	8903	10963	8042	8585	9720	18983	14755	22497	11250	10415	12355	8701	17807	17480	17480	19061	29809	26554	14272	14272	20166	13623	11415	13395	13395	22886	23120	20635	21505	21486	16371	13169	12913	11984	11984	3519	13309	21573	10322	10322	18808	20815	7543	15334	15334	18825	11771	13880	16740	16719	16856	20853	6954	8860	45310	7444	12312	13142	13275	13275	0
Tài sản ngắn hạn khác###Other Current Assets	1186	1539	1354	1379	1696	1264	2203	928	964	1382	2097	1631	1398	1394	1969	1076	1819	1220	1226	177	623	965	448	465	688	2035	2763	1065	1644	2108	8138	2452	975	856	4228	14363	2299	12316	12316	5783	15170	15458	2206	2184	1003	5378	6104	8369	8369	2009	1108	1935	3365	3259	2570	553	473	2415	2415	5333	3056	1212	2827	2827	857	346	842	592	592	0
Tài sản dài hạn###Non-current Assets	1338	1424	1510	1510	1175	1253	1331	1409	1409	1488	1571	1655	1757	1757	1881	2004	21383	23170	23170	23089	22379	22313	22399	22399	21524	21600	21688	21778	21778	21873	21981	32597	32234	32234	32350	32421	32677	32805	32805	32933	33288	33205	175198	175198	175295	174623	175517	168278	168278	164085	161295	158643	154582	154002	142378	137725	133574	129591	131363	108542	105421	90319	80109	43658	25870	22156	20243	20255	20255	0
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1338	1424	1510	1510	1175	1253	1331	1409	1409	1488	1571	1655	1757	1757	1881	2004	2128	2251	2251	2257	1737	1825	1914	1914	985	1061	1149	1239	1239	1334	1442	1551	32234	32234	32350	32421	32677	2181	32805	32933	33288	33205	2717	175198	175295	174623	175517	3292	168278	164085	161295	158643	154582	153896	142232	137431	133134	128969	130740	107809	104540	89292	78911	42460	24301	20440	18598	18004	18004	0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-18488	-18402	-18316	-18316	-18656	-34213	-34141	-34068	-34068	-33995	-33918	-33839	-33742	-33742	-33625	-33507	-33389	-33271	-33271	-33153	-33059	-32970	-32881	-32881	-32778	-32702	-32614	-32524	-32524	-32429	-32321	-32211	-32099	-32099	-31983	-31867	-32572	-32444	-32444	-32968	-32835	-32726	-32589	-32589	-32451	-32304	-32507	-32322	-32322	-32126	-31917	-31690	-31462	0	0	0	0	-30410	0	0	0	0	-28295	0	0	0	0	-25660	0	0
