CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	389578	380668	365469	365469	381489	378368	371728	390350	396106	364683	385783	385314	384283	383160	374173	376981	380382	442197	443216	420792	476435	576552	484667	643878	636151	477287	530649	641739	577783	602985	474962	419867	347784	356727	325889	292271	291345	285629	291106	287236	289612	281661	290138	290138	280585	287792	234228	234469	226996	371382	245390	185066	188330	189335	179440	171445	122589	106703	108347	111168	113841	107650	97119	22684
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	43307	41120	53816	53816	31040	16166	19681	38777	38776	12318	7293	4694	13741	13742	15934	11343	12476	16333	16333	28250	58899	29762	22747	22744	18037	27991	28678	25091	25323	26973	6771	5487	21035	21035	4318	6949	2664	6025	11020	1044	1290	3340	18617	18617	7766	13380	6780	19207	19225	13678	15148	23658	10078	13078	14876	8635	6642	13546	13546	7018	14027	25649	34531	1141
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	3000	3110	3130	3130	3130	3130	3130	3130	3130	3130	3110	0	3110	3380	6650	11380	11380	11110	11110	11020	11000	8807	10940	10733	10150	10150	150	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	100663	121345	91237	91237	114822	109631	108212	115249	119081	112976	124148	129064	104958	103834	106013	107045	103827	149409	150826	111472	121389	267552	168674	330751	310431	169791	239148	355041	279183	299194	202963	164762	65534	70778	64130	37896	33993	33699	34153	38703	28646	32455	34101	34101	55553	71722	54197	45359	39151	148053	111989	59534	90880	91729	48689	46959	48859	33086	43605	55930	55809	44538	25258	14918
Hàng tồn kho###Inventory	232651	205691	206451	206451	215678	229991	224731	220337	222349	225947	237320	240086	255126	255126	239020	239612	252910	263998	263600	266972	289033	272601	277997	275109	298520	269518	244900	249837	256011	257164	250674	235465	243156	244133	236486	233234	238444	233701	233892	234764	239733	220713	215114	215114	190153	176237	155352	144254	143373	183632	95758	80438	71051	70493	93432	90223	47269	45320	45870	41961	40415	34244	35479	5093
Tài sản ngắn hạn khác###Other Current Assets	12957	12512	13965	13965	19949	22580	19105	15987	14220	13441	17023	11471	10458	10458	13206	18981	11169	12458	12458	14097	7114	6637	15249	15274	9164	6987	14923	8771	14267	16654	11554	11154	15058	17672	17825	11062	13115	9075	8911	9594	16813	22022	19196	19196	24004	23073	11249	14268	13867	14909	11384	10416	5321	5229	11504	14894	9668	4601	5176	6259	3590	3219	1851	1532
Tài sản dài hạn###Non-current Assets	158034	153540	159530	159530	157562	158231	158364	153797	152950	152442	152760	160622	166077	166077	172152	175448	171963	173919	173919	165420	163055	164108	167119	167119	169936	157809	164723	165781	168019	153199	132111	129936	131905	129811	125225	121584	121144	124779	124780	125556	129246	133449	133211	133211	134024	134968	137828	141447	141661	140570	143698	146129	149953	150424	152251	137910	125561	109791	114684	93173	75496	64182	60191	27679
Các khoản phải thu dài hạn###Long term Account Receivable	1783	1783	1783	1783	1783	1753	1753	1671	1671	348	348	348	348	348	348	348	348	348	348	348	348	348	348	348	348	348	0	348	0	0	348	348	348	348	348	348	258	258	0	0	258	258	0	0	258	8	258	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	136314	136101	142280	142280	141443	138969	131990	134863	134863	138938	140983	147294	151565	151565	153706	158016	157336	154394	154394	140265	143122	145675	149125	149826	144860	134258	142466	142898	146950	129696	117716	116634	119781	119448	117509	114357	114979	110710	118535	119256	122978	126887	123216	126058	127037	127711	130492	123794	133680	132002	134626	136314	139457	140280	140155	126699	114138	99489	104382	83994	71353	60328	56438	27380
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-209550	-202628	-196861	-196861	-189935	-182847	-176107	-169478	-169478	-162860	-156332	-163526	-156938	-156938	-150256	-143533	-136938	-130508	-130508	-124401	-118606	-112858	-108450	-108450	-102853	-97646	-109769	-104413	-104632	-100124	-96691	-91487	-88346	-88049	-85366	-80340	-77536	-73596	-73508	-69771	-65675	-60969	-57438	-57438	-53147	-49070	-44897	-41521	-41325	-37721	-34093	-30923	-27341	0	0	0	0	-16924	0	0	0	0	-10688	-7916
