CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	1652650	1669269	1830894	1830894	1784558	1661496	1520371	1176632	1176632	1260203	1276833	1057495	1091968	1091968	1097613	1171084	1003756	1025111	1025932	1063712	1071690	869119	958249	958466	945714	934447	837157	838443	836550	848038	885900	750828	734436	734491	770194	777892	664992	650315	651194	667156	689096	633103	641342	642017	591182	594271	483091	452462	446279	415428	388152	384524	339309	339309	363423	269184	198751	156237
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	232619	175374	190856	190856	243104	255661	298833	145861	145861	265218	249663	232728	353869	353869	381386	416522	383939	424423	424423	499194	414700	320552	426351	426351	406470	324249	317768	317197	317197	286350	217746	187886	176450	176450	174519	146289	157526	151264	154264	144543	117181	82864	80781	80774	48737	96391	88524	37399	37407	61521	22229	75880	49725	49725	94759	41157	11364	8919
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	185500	274000	466000	466000	453500	293000	190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	59	46	1396	1318	1333	1333	6917	8075	8193	6239	6239	7472	7247	9569	15064	15064	17222	18033	15061	10852	10852	5109	801	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	535712	505511	581476	581476	441054	513075	338423	337890	337890	281880	407615	256871	204876	204876	212649	298347	167227	122515	122302	150132	279285	124869	99927	100045	127522	181393	91689	84851	84850	126339	151406	104661	89780	89717	97150	114014	81602	62976	64523	85267	111968	104903	60672	62311	72317	83685	52747	51730	50181	53859	77944	44529	36199	36199	49019	28589	59970	40521
Hàng tồn kho###Inventory	680459	692177	582362	582362	634856	589971	682675	684484	684484	701884	603787	548819	517176	517176	492147	442494	434797	460698	461701	400218	367214	416145	420294	420353	402738	417491	413670	424792	425140	427668	506527	444696	455747	456855	486928	501214	410305	423353	418911	418020	439765	424034	477542	476740	445027	412606	319625	339877	334691	267954	261932	240303	235455	235455	196899	182899	98760	87909
Tài sản ngắn hạn khác###Other Current Assets	18360	22206	10201	10201	12044	9789	10439	8396	8396	11221	15768	19076	16048	16048	11431	13720	17793	17475	17506	14169	10491	7553	11676	11717	8984	11314	14030	11602	9363	7682	10222	13585	12400	11411	11552	14978	14242	11388	12162	12409	12107	13111	16108	15953	17629	23334	12626	8393	8937	14871	8014	8751	7078	7078	17638	15738	28657	18888
Tài sản dài hạn###Non-current Assets	598670	595007	586010	586010	631276	628209	619928	618027	618027	570350	553723	475731	476548	476548	418566	371545	358366	359201	359076	368621	347278	390648	334749	333353	345615	287589	273542	269760	269846	274061	275244	266587	274753	274958	285945	296730	296322	312266	309029	315225	304215	301485	308544	306138	312076	319521	321651	299653	297269	292479	293412	272163	263469	263469	266472	269723	169178	91915
Các khoản phải thu dài hạn###Long term Account Receivable	4001	3268	3085	3085	3146	3118	2948	2680	2680	2375	2235	2228	2002	2002	2304	2379	2054	2054	2051	2231	1607	2575	2469	2655	2436	1882	1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	451900	466281	464237	464237	463467	471688	465658	417122	477011	449336	434731	361950	359510	359510	307479	288130	286511	289919	290115	293819	280556	257007	197960	197960	202645	210587	199650	202636	196711	201090	203032	198583	212738	225566	229660	235073	240501	238740	247585	252777	245107	244374	232372	247339	251406	260495	254827	195605	243117	244394	239972	225836	217310	217310	209334	210400	126116	84219
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-519256	-501124	-481750	-481750	-463708	-445261	-435894	-427342	-427342	-415301	-399161	-383913	-371699	-371699	-359423	-350266	-341312	-331830	-331894	-328785	-318670	-312375	-304205	-304205	-299230	-296228	-288199	-280661	-280697	-274761	-265922	-258785	-250535	-254726	-246638	-237862	-231876	-224604	-224733	-215774	-207150	-198970	-190313	-175044	-166144	-161296	-157751	-153286	-155239	-147528	-141073	-140187	-131624	-131624	0	-103364	-78052	-62239
