CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản ngắn hạn###Current Assets	825683	1014360	858445	908122	802552	986541	957656	876655	904467	791610	832434	834217	872047	902462	879052	820405	832738	802640	813875	681079	752085	814124	824451	831220	798783	922079	518640	470989	470989	489498	490657	331857	347081	347081	301824	314034	278710	301222	301222	239149	242786	239834	280650	280650	200228	218572	166610	218971	218971	152617	161391	152525	202159	202559	162064	176197	164102	183597	183597	152474	155306	136235	101580	101421	69854	77602	76955	83376	83384	53635
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	140232	206504	307787	307787	146307	160060	181740	284864	284864	86994	175506	205731	188247	188247	175805	183539	204534	177548	177548	79384	134510	172493	68677	68677	65774	89473	224303	99023	99023	158032	135017	84093	54122	54122	87157	107718	104370	49657	49657	98442	43429	48732	19007	19007	60406	56824	52863	17038	17038	34690	34186	51945	72741	72741	105880	89521	91518	71223	74486	3325	19847	67092	13091	13013	8325	7651	11337	13443	13443	6252
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	5270	6270	4470	4470	4522	4222	2121	2856	2856	382	638	525	707	707	668	668	705	1178	1178	1040	2467	2387	2440	2440	2467	2627	2880	2387	2387	0	0	0	0	0	0	940	2300	3615	3615	5068	0	0	0	0	0	0	0	0	0	1032	1606	2963	4570	4570	2524	2524	800	4063	800	84759	70314	0	0	0	4000	0	11000	7500	7500	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	149557	322020	253958	272253	199830	431860	368390	237329	252224	229540	197861	264495	356649	376064	274830	254703	304389	269943	265244	204774	211441	268274	322676	324103	223562	312907	126789	124638	124638	125181	150166	137681	133932	133932	112892	95865	77841	116218	116218	50817	112131	102276	110781	110781	38010	95135	64311	103077	103077	65291	58787	53110	71647	71647	19977	39587	42983	71628	71628	19555	39091	56475	71538	71592	38721	51377	46885	49477	49477	40370
Hàng tồn kho###Inventory	523494	473709	288406	319981	448439	386678	400837	345022	357597	470184	453811	358974	316603	327044	421843	372881	316410	344276	346780	381970	394582	360457	421582	426924	498884	509240	144531	224678	224678	187898	187652	107083	157262	157262	99192	106752	91503	131054	131054	83599	86457	86825	148790	148790	100625	65860	47279	97002	97002	50808	65323	42130	52915	53507	33316	44227	26115	36268	36268	44553	25766	10410	16816	16816	18790	18307	7465	12689	12697	6674
Tài sản ngắn hạn khác###Other Current Assets	7131	5858	3824	3630	3454	3722	4568	6584	6927	4510	4618	4493	9840	10400	5906	8615	6699	9694	23125	13911	9085	10513	9076	9076	8095	7832	20138	20263	20263	18388	17822	3001	1765	1765	2583	2759	2695	677	677	1223	769	2000	2072	2072	1187	754	2157	1854	1854	797	1489	2377	286	93	367	337	2687	414	414	281	288	2258	136	0	18	267	267	267	267	340
Tài sản dài hạn###Non-current Assets	943675	922928	909247	909441	828224	713830	669146	684544	683468	676530	691553	678414	689375	688807	667275	678134	673481	683890	682406	696916	708975	718013	733238	733189	691826	693433	504993	482019	479970	335448	327709	89900	92443	92443	87222	90959	93387	91933	91933	95584	95484	81022	81897	81897	79377	86219	83495	84015	84015	80584	81426	69251	44783	44918	36957	29610	21899	19674	19674	20080	18189	17599	17509	17502	20426	19535	12426	12267	12260	12046
Các khoản phải thu dài hạn###Long term Account Receivable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-212	0	46	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	702165	669406	458607	469853	478015	470903	471028	480397	480397	463869	470687	469603	471536	471536	441191	433446	435975	436004	435921	440743	445632	452574	459470	459470	354723	358643	55213	84494	57674	59987	60945	59441	66631	66631	62782	67151	69698	62298	67423	69700	68954	54163	50312	54337	51300	51868	51848	47846	51488	48368	49170	41572	39701	39643	33159	25770	18100	15876	15876	15603	12389	11771	11681	11294	10773	10246	10162	10417	10417	10207
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-249581	-240386	-232933	-232933	-224805	-216716	-203983	-202713	-202713	-195151	-189607	-182327	-175029	-175341	-172036	-165512	-158567	-151728	-151811	-145180	-138647	-131700	-124955	-124955	-118981	-113989	-53569	-51485	-51485	-50433	-48212	-41929	-40325	-40325	-38102	-36073	-34570	-32463	-32463	-30275	-28091	-26477	-24666	-24666	-22812	-16331	-20046	-13737	-13737	-12532	-11392	-10352	-9366	-9366	-8799	-8533	-7062	-7062	-7062	-7542	-7542	-6858	-6858	-6854	-6927	-7168	-6879	-6587	-6587	0
