CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q1 2007	 2006	 2005
Tài sản ngắn hạn###Current Assets	4497304	4308711	4611361	4611509	4663735	4472109	4111432	4140347	4130122	4316118	3487342	3209153	3004111	2998821	2825619	3278774	2869127	2748388	2757051	3121399	3504216	3201449	2847044	2850745	3346884	3543035	3229437	3118826	3201612	2731650	2288651	1743697	1660675	1657911	2587106	2527297	2522407	2281973	2295269	2238760	2004014	1537401	1758324	1723806	1529642	1447203	1325659	1180827	1157715	1052484	947424	879219	914828	920126	971117	849208	854006	697635	737603	747515	609658	480419	380449	380449	237294	151478	0
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	143510	81224	86422	86422	74207	73212	48076	43242	43242	482712	35867	49524	45345	45345	77358	65625	380584	164636	164638	56365	375745	568649	296093	296056	77714	36084	38941	89238	89234	148116	118931	85273	73329	74473	107241	118202	67009	35542	35171	78060	70279	41300	329425	333659	126835	66282	263576	126419	126803	169005	135993	96290	209968	223678	148967	170277	86181	20826	17715	27573	45654	21268	20898	20898	24320	9168	0
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	1579123	1455369	1491779	1491779	1265850	1109405	1024075	607750	607750	1087982	1087982	1012982	372822	372822	600275	410505	275	169275	169275	700218	530385	251	251	251	681051	802451	802451	802451	802451	415148	330248	241	241	241	774241	738241	738217	738217	738217	512716	423716	206	220	205	29253	71971	38807	37563	37563	70394	67254	15300	15300	12500	113242	3030	320	410	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	1179772	1297962	1516144	1516292	1451255	1286354	1225655	2001763	1999772	1667241	1467047	1314219	1329417	1328110	916215	1473046	896457	1150325	1151701	1140193	1281803	1324573	1187504	1203443	1075719	1234649	1125137	670184	792229	839166	567552	512806	416903	430651	552930	565084	541461	448011	465380	627659	432848	529672	563618	554094	650105	549024	485135	345314	339914	292646	277197	322217	333781	334331	344080	384401	397936	321161	326163	396364	327732	311159	251892	251892	172876	106046	0
Hàng tồn kho###Inventory	1450083	1339739	1413752	1413752	1778724	1904534	1710838	1385654	1376800	1008209	853986	796066	1202371	1198383	1180883	1276758	1517081	1213756	1215396	1171645	1251698	1254989	1299754	1288631	1472702	1435814	1171486	1454625	1415257	1215065	1200440	1073995	1097464	1081461	1081132	1031562	1101029	982200	978223	947187	1004806	904531	823256	794764	683417	717611	501849	642317	623648	494751	435863	410068	334240	327968	331564	258887	337936	333750	369439	289497	188914	125679	92350	92350	39292	35804	0
Tài sản ngắn hạn khác###Other Current Assets	144816	134418	103264	103264	93698	98604	102789	101939	102559	69974	42460	36362	54156	54160	50889	52841	74730	50397	56041	52978	64585	52986	63442	62363	39698	34037	91422	102329	102440	114155	71481	71382	72739	71085	71562	74208	74692	78002	78277	73138	72364	61691	41805	41084	40033	42316	36292	29213	29787	25687	31118	35343	21540	21649	33264	32612	31632	21487	24286	34081	47359	22312	15309	15309	806	460	0
Tài sản dài hạn###Non-current Assets	2242979	2131628	2001053	2001456	1835915	1777781	2146586	2158165	2169285	1681514	1741482	1742362	2038479	2031548	2017330	2036434	2035204	1702485	1696895	1649205	1624376	1621868	1509919	1523773	1365382	1342625	1348856	1373139	1369874	1302491	967556	908663	888941	884344	879138	868664	806897	791586	786956	749307	723437	654347	649295	654251	660289	664565	633508	641259	638027	640258	629982	620613	601428	589078	588171	512921	518628	517535	503203	464550	410093	350628	296028	296028	91692	84334	0
Các khoản phải thu dài hạn###Long term Account Receivable	1384	1384	5884	5884	5884	1384	1384	1564	1564	1564	1562	1526	1456	1456	1167	1167	1167	1167	1167	1167	1167	3547	3513	3513	3443	3376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1739420	1591840	1504403	1504403	1431101	1421559	1395599	1397239	1407417	947755	1112694	1121882	1565829	1514885	1514609	1514286	1516990	1323139	1240398	1148044	1061831	1118748	1067275	1095932	1023636	1040702	1035860	1170202	1054792	719490	665276	681066	807041	801987	798823	788738	727420	604175	662980	628590	611467	568646	551222	573366	583088	587196	576037	575908	591662	595026	593679	586509	569140	571497	568944	495422	502009	499579	495046	456568	402321	345175	290746	290746	91580	74574	0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-1050688	-1006842	-964773	-964773	-949905	-913973	-885331	-848726	-789430	-754013	-881014	-846768	-973394	-972458	-927034	-881637	-835469	-792561	-792561	-757473	-725238	-687311	-663620	-658308	-635202	-603350	-568045	-544864	-544864	-516245	-536667	-507817	-478335	-480232	-452449	-424592	-397981	-372292	-364083	-341109	-318465	-297190	-276617	-276617	-257056	-235718	-215392	-195314	-198081	-179412	-160615	-142709	-125671	-133271	-116960	-100890	-92998	-77743	-71815	-64013	-57712	-52928	-49345	-49345	0	-38752	0
