CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	 2009	Q4 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	266577	277800	277640	277595	208225	171271	132406	142941	143896	145536	134989	146134	153732	197038	183603	227305	198133	229490	220194	261420	247725	215903	229689	218338	210658	207603	213566	204384	204461	243316	205905	246444	243050	231409	256101	257878	259978	271946	272129	283406	305709	292445	318855	329738	254199	243658	256987	249696	252709	263525	0	246412	246412	238930	163119
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	10299	12042	16765	16765	12926	33554	33878	28919	27619	29424	20726	27532	25930	32339	30695	54436	17438	35522	35522	23033	26645	21044	19312	19312	5868	9089	22352	5642	22778	38947	23595	25767	22095	22095	17067	17893	23580	27811	27811	23756	20066	44716	68125	68125	5800	12124	20498	30972	30972	25283	0	32273	32273	28679	9500
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	15000	15000	15000	16422	16782	16782	16782	16782	0	17136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	226229	222196	224931	224885	149560	82317	60549	57982	60475	58005	49584	45728	45279	45165	51373	67403	58669	59002	61083	84690	56805	64222	86908	87044	71877	65107	83940	80423	75137	72520	74813	115810	114567	102647	98578	91571	137893	162703	162838	133807	150227	128700	146294	154783	135805	120607	127834	112539	115092	82506	66632	79432	79432	87199	74779
Hàng tồn kho###Inventory	27613	39427	34697	34697	43909	50711	34758	54721	54627	57824	64540	72689	82222	117548	100045	103941	119626	118873	107757	135282	146119	112694	105663	94102	115211	115756	102985	101183	101174	124875	99944	97313	97628	97907	133435	141087	91810	75312	75312	119434	128373	110368	95710	97818	103816	102228	98165	97927	98482	140528	0	129513	129513	119667	76622
Tài sản ngắn hạn khác###Other Current Assets	2437	4135	1246	1247	1830	4690	3220	1319	1175	283	140	184	302	1986	1490	1525	2400	1094	832	3414	3157	1520	1024	1098	920	868	4289	0	5372	6973	7553	7555	8760	8760	7022	7327	6695	6121	6168	6409	7043	8661	8726	9012	8778	8698	10490	8257	8162	15207	0	5194	5194	3385	2219
Tài sản dài hạn###Non-current Assets	96376	99300	101802	101785	107884	117853	122852	125313	125301	112849	111084	106595	109477	111314	120699	119612	113720	117933	115671	122746	126712	130412	132603	132310	132692	136594	147076	165257	165781	171024	214168	204821	203678	203391	204704	204865	201697	194316	194686	196043	193149	191635	185749	185033	189138	184458	166210	154693	150569	131620	0	116288	116288	94164	63732
Các khoản phải thu dài hạn###Long term Account Receivable	1832	1832	1540	1540	1540	1540	1540	1254	1254	1254	1254	1254	976	976	976	976	882	882	882	182	182	182	182	182	182	182	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	24842	25514	26252	26252	26894	27595	28148	28219	28219	27258	25944	26618	27681	28972	29759	29788	30508	30581	30880	29985	30624	30330	31010	31010	31061	31973	32728	33567	33567	34646	34141	35020	70800	78582	135308	134383	133002	8178	127749	131219	129425	127959	15678	123058	111797	108886	96062	18736	80499	71954	65595	65692	65692	45142	25528
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-21455	-20725	-20000	-20000	-19274	-18535	-17750	-16986	-16986	-16274	-17507	-16837	-17866	-18194	-17411	-16635	-16520	-16372	-16156	-17041	-16311	-16050	-15288	-15288	-14780	-14503	-13749	-15701	-15701	-26185	-25310	-24647	-23767	-23775	-23256	-22690	-24044	-23480	-23480	-28687	-30134	-34160	-33363	-33363	-33270	-32454	-31627	-30793	-30642	-29958	-29003	-28155	-28155	-25576	-22179
