CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	 2005
Tài sản ngắn hạn###Current Assets	1585326	1829104	1771470	1769368	1494824	1594756	1475748	1579810	1557537	1714292	1576937	1130506	1055594	1194759	1524610	1561842	1268483	1260723	1250695	1168563	1164650	909406	890569	886849	984512	913679	726060	839740	867201	1002919	975639	952858	1010230	989993	982464	848658	662392	727231	730276	685849	705697	665845	753826	752998	826434	821397	826977	797782	767747	703771	612335	590479	506630	506630	485797	405462	350749	396812	396812	359987	366954	461578	373052	373052	283766	224690	203194	190859	190859	180452	183011	205316
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	68331	123302	186481	186481	53024	143846	122565	106947	106947	151671	191697	55516	36864	36864	107686	63290	89823	107606	107606	85143	275304	134084	132718	132718	121823	184672	74306	200637	200637	213310	189430	146583	199972	180751	159457	164374	63442	83913	83685	26639	47496	35613	51478	51478	63865	61398	208991	197242	197242	239957	57596	56167	55636	55636	88420	66698	52822	62606	62606	31690	43290	22651	39779	39779	39947	17960	28977	24768	24768	17133	20033	20160
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	632522	703124	656730	656730	656730	626490	536389	632499	630948	620948	542764	315697	247578	389114	499114	548673	478953	466823	466823	376544	220000	190000	200000	200000	220000	160000	165000	145000	145000	125000	125000	207080	176680	176680	171680	59180	35000	45000	45000	75000	75000	0	0	0	0	0	0	0	0	0	183261	141749	161526	161526	190000	131342	69342	69342	69342	74894	66717	55000	0	0	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	332675	272456	142888	148122	256465	280582	241570	119237	119237	287834	287382	159761	95822	95822	203244	269836	130998	93933	93933	161049	180409	164291	109863	107300	133954	119769	108761	64340	61382	123381	129080	123852	114300	113514	141130	155623	117859	161089	165663	148455	111828	113104	142120	142120	127135	131121	100066	68610	110380	99323	92129	134631	113989	113974	89929	90283	72761	67334	67334	77073	97814	211734	113526	113526	75261	72649	54753	54543	54543	49043	54977	90455
Hàng tồn kho###Inventory	526150	681169	737094	729735	491537	512894	531683	671136	650471	620648	530431	564792	627655	625284	676792	646812	553937	572465	562437	534334	480212	405588	437076	437076	493213	433793	367841	421031	448492	515048	501882	452993	494530	494300	483713	449066	427767	420174	418989	418392	446430	489324	543502	543660	608189	591413	488228	500974	429169	343996	267727	247818	174579	174594	116402	116249	154957	196824	196824	174661	157187	169628	218937	218937	167261	132504	117314	110463	110463	114228	107954	94361
Tài sản ngắn hạn khác###Other Current Assets	25648	49053	48277	48299	37068	30944	43540	49990	49935	33192	24662	34741	47675	47675	37775	33231	14773	19895	19895	11492	8726	15443	10912	9754	15522	15445	10151	8732	11690	26180	30247	22350	24748	24748	26484	20415	18324	17055	16939	17363	24942	27805	16726	15739	27245	37465	29691	30956	30956	20495	11622	10113	900	900	1046	891	867	707	707	1669	1946	2566	810	810	1297	1578	2150	1084	1084	46	46	340
Tài sản dài hạn###Non-current Assets	683613	700590	711274	721398	710869	693078	700449	710084	713477	499839	551720	733604	725058	583996	476843	456893	424596	434457	433308	388279	391246	369166	373645	377365	379116	392753	397468	411950	384489	400043	412893	421103	420328	419141	422677	408760	409816	418260	417779	425015	433785	426291	433270	432266	390358	374245	331981	305657	289775	243011	219328	184372	163262	163262	127684	120142	119065	109123	101286	87802	87777	65058	69302	69267	72482	74732	76714	75495	75495	74740	73737	79505
Các khoản phải thu dài hạn###Long term Account Receivable	2924	-496	6659	14638	8851	6944	7208	7666	7666	5686	5271	3840	4597	4597	5916	4246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	46	0
Tài sản cố định ###Fixed assets	552937	555392	571257	571257	570768	575589	524495	542049	542068	381117	385143	401722	417466	417466	279062	278928	292355	313385	303765	283069	293305	303476	315661	315661	326470	341819	353436	364494	364494	374360	389123	401821	409728	408148	414200	401580	402541	397730	409527	421356	429663	423170	313758	429962	387865	371964	329704	142525	266458	219549	195004	159326	137399	137399	99566	89420	86123	75935	75935	62421	62094	63147	66126	66126	70257	72292	73997	72549	72549	71198	70117	75410
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-723794	-705547	-686408	-686408	-677874	-663673	-643086	-624009	-624284	-611498	-593875	-573646	-553969	-553969	-542918	-525998	-512120	-493320	-495098	-476582	-466902	-450755	-434864	-434864	-418712	-404401	-393186	-378580	-378580	-364665	-348669	-332875	-317829	-317829	-302420	-288168	-274458	-261032	-261032	-247478	-232275	-220231	-209362	-209362	-201875	-191837	-185637	-180118	-180130	-174153	-168671	-163301	-158007	-158007	-152583	-147703	-143918	-140142	-140142	-136493	-132822	-129224	-125569	-125569	-119953	-116923	-115739	-113254	-113254	0	0	0
