CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q4 2005	Q3 2005	Q2 2005	Q1 2005
Tài sản ngắn hạn###Current Assets	1252951	1314562	1187770	1196043	1536820	1534632	1454635	1391477	1291780	1377481	1480087	1628719	2223117	2157601	2289173	2161909	2085318	2140252	2159979	2182922	2147923	2154376	2678067	2663817	3266916	3035546	2929136	2395451	2905143	2879523	3164805	2371317	2299989	2458477	2534054	2562136	2740120	2512343	2481992	2248475	2105054	2761148	2550325	2172510	2409463	2126618	2212505	2249135	2388111	2619982	0	0	1073084	0	0	0	1108617	975557	924276	1137634	1171973	1404929	0	1258782	1584732	1714642	1824352	0	569369	476946	486950	480057	550709	433323	498964	424606	420152
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	220128	208126	185546	185785	187807	211759	135887	172567	170902	125648	182910	457694	779802	780841	554460	575459	654531	724470	729150	896303	854871	992246	904519	902486	941596	936412	929094	943318	922967	878234	1364784	535406	470212	436173	615659	679402	631264	545259	542970	540867	540700	700071	516375	517122	743112	430806	410865	546776	520437	1538376	0	0	224033	0	0	0	223016	172154	172318	255741	297023	298810	0	275755	626382	917518	1335678	0	103897	164115	168471	179372	245062	177940	211085	169470	258349
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	42559	39680	44268	44268	76565	105875	114043	112265	112165	131092	103330	125842	113000	109844	113887	141099	89623	88716	82016	97359	89704	94938	91442	89942	618838	540474	537426	131346	616986	675548	536269	543544	553063	585566	587066	572504	534554	542535	541292	549764	578699	621376	670217	674492	726524	757427	965290	829571	1109058	319490	0	0	221013	0	0	0	83424	91315	81217	129318	77064	144212	0	203306	480935	430787	131648	0	20305	0	0	0	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	827207	896385	787249	795774	1129528	1070206	1064015	948717	849411	911552	981388	832963	1127689	1069102	1446736	1254430	1171248	1128059	1145497	971873	969103	889294	1514907	1476879	1415891	1250594	1225224	1166614	1133754	1042656	980687	1020492	1026296	1191530	1022164	1016022	1292361	1174145	1152530	867832	704459	1139478	1073326	680952	639890	656618	633682	630152	538519	512413	0	0	441537	0	0	0	622243	521220	501900	590665	588534	810824	0	652210	324541	220881	203067	0	281608	308085	314314	293999	296318	153794	186497	154537	153205
Hàng tồn kho###Inventory	85618	85482	78381	79717	67805	70714	64545	65548	59842	57911	62982	81574	107801	103335	103274	115800	92979	87030	91483	127921	135710	118800	107208	119759	102207	87859	97547	91266	87708	132830	133737	118112	113291	107320	121489	117164	90186	87641	59798	78435	77223	97062	86254	84671	67722	75332	67636	62630	52714	49203	0	0	55433	0	0	0	27853	28616	29051	11685	11225	33462	0	9380	5916	5566	5470	0	5612	3868	3573	5320	2843	2843	2512	2137	991
Tài sản ngắn hạn khác###Other Current Assets	77439	84888	92326	90499	75115	76077	76145	92380	99461	151278	149476	130646	94825	94478	70817	75121	76937	111977	111833	89466	98535	59097	59991	74750	188383	220207	139844	62907	143728	150255	149328	153763	137128	137889	187676	177044	191755	162763	185400	211577	203972	203161	204152	215273	232214	206435	135032	180005	167383	200501	0	0	131067	0	0	0	152080	162251	139791	150226	198127	117621	0	118132	146958	139890	148489	0	157948	879	591	1366	6485	98746	98870	98462	7607
Tài sản dài hạn###Non-current Assets	8822957	8976020	8932137	8934934	8421992	8412782	8527980	8592586	8659763	8672366	8524732	8227674	9068100	9079408	8350015	8089366	8031417	7977667	7962173	7273741	7096428	7071936	6321234	6029734	5651115	5440438	5278454	5784332	5308249	5314159	5250418	5387080	5326057	5168383	5035559	4972077	4339325	4310060	4266523	4601385	4481184	4214360	4318575	4683900	4582979	4494257	4424983	4293874	4219367	3706877	2037163	2065611	3438172	2069374	1932246	2006566	2487039	2568600	2577726	2517572	2371932	2151684	1178670	2027755	1332899	706343	568216	592169	823508	433849	406889	350374	473682	334331	337625	328403	325360
Các khoản phải thu dài hạn###Long term Account Receivable	35172	35215	35083	35021	35030	35057	30777	54548	73598	104623	104494	104546	127490	131489	133648	132223	96337	151379	152923	162082	167225	203176	198467	129264	72800	125800	72800	176957	111000	111000	111000	41000	111000	41000	41000	85800	77000	81000	77000	37000	37000	37000	37000	37000	37000	37000	37000	37000	37000	259059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1636	1625	1625	4300	509	0	0	0
Tài sản cố định ###Fixed assets	3297180	3363832	3345274	3342682	3205670	3299957	3357759	3404109	3422596	3492910	3382256	3035104	3208464	3224478	2766757	2747699	2712937	2697536	2700463	2523083	2547458	2515709	2431673	2399393	2454573	2496992	2450606	2460910	2471414	2479900	2215126	2128786	2824453	2991871	2806209	2683520	1865677	1834031	2057077	2418741	2350025	1985787	1868288	2364724	2030631	2060077	2025952	1929369	1958512	1879412	1780123	1806191	1784574	1806431	1667165	1741609	1639295	1661821	1634050	1551925	1199046	1251540	1178670	1178670	842356	282682	255872	592169	592169	187884	192155	200679	362312	208799	217560	222584	228875
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-2073092	-1996541	-1916495	-1918570	-1772188	-1712353	-1624354	-1573509	-1559324	-1477764	-1425166	-1359043	-1988794	-2008497	-1938999	-1886309	-1842447	-1776350	-1773087	-1706419	-1646146	-1587744	-1654815	-1661893	-1614956	-1541266	-1474999	-1423102	-1423541	-1383147	-1335589	-1274860	-1211894	-1240355	-1193405	-1161933	-1124289	-1087729	-1086067	-1043413	-1003594	-1027780	-975188	-960276	-916037	-877903	-820288	-771828	-771223	-741823	0	0	-602534	0	0	0	-476977	-448358	-445851	-414266	-386695	-360199	0	-337223	-296292	-278628	-271033	0	-375217	-240906	-231768	-222439	0	0	0	0	0
