CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007
Tài sản ngắn hạn###Current Assets	1782907	1894191	2015326	2094872	2218494	2136076	2291537	1972708	2002467	2352150	2096233	1746292	1628197	1673265	1694905	1705677	1667577	1693217	1654022	1955965	1371517	1623028	1550907	1667163	1457284	1263786	1366622	1446411	1529966	1264901	1134696	1307648	1339071	1333284	1224534	1450725	993428	1065181	1067436	1234473	1254115	1216469	1243002	1271483	1174211	902696	1232715	1590844	1617906	1598634	1561186	1621782	1340776	577084	606247
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	15916	14426	43366	46779	53670	50202	59580	39472	58921	22643	74158	23240	22798	27614	36864	28375	48842	62813	28793	22157	19996	20316	44679	30175	10024	33250	17443	65937	79421	41314	13421	33797	102870	103114	111281	109103	36605	27468	27468	13634	2583	7956	46574	43000	24607	11372	33936	8989	8747	4916	15177	36222	16936	23432	2841
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	9920	0	3426	0	0	0	0	7000	0	0	4925	0	4860	0	0	10394	0	24221	56468	111240	56468	65922	70292	85992	116629	66449	27580	13484	0	0	0	987	987	851	851	851	647	647	839	839	839	859	3412	6985	3808	350	2000	2000	2000	2000	0	0	0	0	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	145103	183652	213017	238717	126598	161734	394292	297707	305014	269904	129462	282246	94102	109248	326730	137371	158370	129440	156411	409208	148038	312819	108562	273894	241014	120037	204623	155347	242540	128916	90843	110023	133651	130389	172331	223580	42264	64841	64934	109716	132947	137293	126905	138232	86016	61370	128330	76278	105993	143818	162327	229906	82295	73210	71509
Hàng tồn kho###Inventory	1590416	1651841	1715234	1766752	1972757	1862947	1783617	1600879	1591678	1995492	1835949	1420086	1474654	1508256	1321796	1501249	1450293	1448544	1382126	1384821	1139156	1202902	1290531	1260032	1026197	1036172	996854	1104630	1100356	1003662	966652	1109749	1062205	1052094	911569	1055302	869284	936438	938429	1072226	1050947	993970	1022724	1040003	1016544	785323	1055124	1449680	1449680	1351622	1339620	1303936	1189361	444563	484846
Tài sản ngắn hạn khác###Other Current Assets	21553	44272	40283	42625	65468	61193	54048	27649	46854	64111	51738	20719	31783	28146	9514	28289	10072	28199	30224	28539	7858	21069	36844	17069	63420	7879	120122	107013	107649	91008	63780	53092	39359	46835	28502	61889	44628	35788	35766	38058	66798	76390	43388	43263	43237	44281	13325	53897	51486	96278	44062	51718	52185	35879	47050
Tài sản dài hạn###Non-current Assets	759535	790948	778055	794686	815264	823813	831917	853499	848160	819606	779243	755257	800147	759005	734940	759121	781810	794099	790789	801148	817646	842223	861176	848746	1066231	888298	899827	914846	914503	909123	945772	924163	939766	938552	870792	892795	884759	847196	847161	801053	657171	586497	565996	566330	534841	476646	406471	376143	360394	304776	161012	131034	132970	113266	98593
Các khoản phải thu dài hạn###Long term Account Receivable	6785	0	4768	0	0	3069	0	2856	0	0	2368	0	2368	0	0	2368	0	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	508473	524038	545515	533160	562297	588500	533330	561886	562224	579182	601555	628443	645868	645879	666955	684382	710004	724977	724057	734392	749690	767049	783878	828963	845817	702792	717619	913154	727801	722812	757836	776344	935865	937256	869399	890192	884225	542462	846689	801158	656716	589970	127425	567430	534780	474584	405907	133281	357702	302344	158581	128603	130520	113193	98593
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-625112	-622995	-592739	-591484	-564675	-538436	-511674	-494810	-485398	-458880	-442440	-406521	-389741	-380329	-354141	-337811	-302418	-286162	-276530	-268604	-257366	-234058	-223129	-217093	-203190	-195644	-178832	-165093	-165093	-152031	-134537	-118942	-106213	-103794	-91250	-90627	-73912	-59478	-57867	-47590	-44578	-41231	-38020	-38020	-35799	-32934	-28944	-26541	-26541	-24126	-21886	-19723	-17654	-11818	-8035
