CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007	 2006
Tài sản ngắn hạn###Current Assets	1590544	1621827	1596640	1636259	1920866	1834459	1747013	1613746	1557865	1408815	1014327	1040923	733743	429234	573253	457119	216246	197001	194537	118383	356713	183356	42337	42137	46430	46447	72773	77439	77257	64090	56228	58502	56332	56329	48196	46486	64292	57282	59383	81576	75459	77793	72994	73723	62914	61378	59891	50502	51323	45314	23266	39274	44764	49729	66450	14861
Tiền và các khoản tương đương tiền###Cash and Cash Euivalents	25575	15252	36881	36942	48752	60642	71380	37683	37683	80517	56403	41700	34251	34251	6361	20742	1999	8486	8486	22335	13024	33644	3381	3381	9084	1578	1260	10465	10465	5853	4358	6345	3392	3392	887	5205	13600	1884	1884	3460	2545	2376	2260	2260	9442	1629	2198	4939	4939	685	685	3336	9037	4482	18176	10651
Các khoản đầu tư tài chính ngắn hạn###Short term financial investment	436	390	399	399	2049	426	6102	1853	1853	2083	4518	616	581	699	530	731	1220	7028	7028	7129	119	93422	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	5119	5119	5119	5119	5780	5780	5780	8289	8554	8554	8143	7936	9696	11606	28161	891	0
Các khoản phải thu ngắn hạn###Short term Account Receivables	737711	782416	733997	674713	715471	685356	691958	653120	595955	391849	44649	114852	62890	54304	341000	212763	208625	177281	175647	87643	342341	55950	38777	38637	37228	44750	55650	51545	51225	38863	36836	36877	40849	40849	36284	34859	44260	44361	46465	52195	58195	65263	56455	56557	42525	47707	44153	31750	32256	30955	8776	20842	17492	15058	28890	1134
Hàng tồn kho###Inventory	813417	812940	815251	913182	1137329	1069129	951139	896669	896669	905433	880649	860332	625339	328628	216517	214776	15	0	0	0	0	0	0	0	0	0	0	0	0	7787	3810	3491	0	0	4514	0	0	0	0	14419	0	8	8	8	0	0	0	154	165	169	250	111	72	1020	554	0
Tài sản ngắn hạn khác###Other Current Assets	13405	10828	10112	11023	17264	18905	26433	24421	25706	28933	28108	23423	10682	11352	8845	8107	4387	4205	3376	1276	1229	340	61	0	0	0	15744	15310	15448	11468	11106	11671	11973	11970	6392	6304	6313	10917	10914	6384	9600	5027	9152	9118	5167	6262	5251	5105	5409	5362	5620	5290	6557	1007	17939	3075
Tài sản dài hạn###Non-current Assets	786646	752939	745506	648373	640532	632197	592673	578047	577772	549340	522117	512572	348822	660333	352520	470033	627398	635805	638252	672904	422358	277864	284521	282727	284366	262019	222842	222923	222926	236631	236715	235794	235884	234764	234088	240477	242638	231482	244032	216522	216591	190554	190366	197209	216058	203674	192189	197589	197339	194988	205928	196355	178561	120266	106246	35453
Các khoản phải thu dài hạn###Long term Account Receivable	1869	1875	1875	1875	1875	1875	2909	2909	2909	2909	1109	1303	1103	8873	16246	135144	168511	191849	72194	118755	120730	133987	126835	125638	111280	70254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định ###Fixed assets	1139	1328	1517	1517	1706	1895	1835	2003	2003	959	1063	1167	1271	1271	733	1536	1635	1733	1733	972	1268	1259	1340	1362	1438	1514	1591	89776	1671	1758	1844	89025	89114	89114	92700	99092	96956	1374	97047	58543	58612	45454	1796	45454	65443	8021	2731	1569	1569	1701	1766	1779	1843	2244	1065	130
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế	-1137	-1077	-1016	-1016	-956	-895	-838	-786	-786	-725	-663	-602	-541	-1120	-1811	-1052	-996	-940	-940	-884	-1546	-1447	-1366	-1344	-1268	-1193	-1115	-1035	-1045	-959	-862	-1875	-1785	-1954	-1863	-1772	-1682	-1591	-1591	-1450	-1382	-1169	-1169	-1169	-1059	-1590	-1491	-1395	-1395	-1246	0	0	-978	-576	-272	-76
